expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic
E045,2806,396,exhibit(6.26); gallery(6.26); cable(6.26); talk(6.26); programme(6.26); railroad(6.26); entertainment(6.26); audiences(6.26); anime(6.26); manga(6.26); documentary(6.26); concerts(6.26); website(6.26); committee(6.26); university(6.26); paper(6.26); newspaper(6.26); table(6.26); tree(6.26); crowd(6.26); franchise(6.26); museum(6.26); opera(6.26); camera(6.26); theatre(6.26); brain(6.26); radio(6.26); show(6.26); state(6.26); public(6.26); press(6.26); television(6.26); stage(6.26); TV(6.26); DVD(6.26); shows(6.26); media(6.26); movie(6.26); BBC(6.26); audience(6.26); news(6.26); film(6.23); concert(6.21); book(6.20); police(6.20); mountain(6.18); studio(6.17); screen(6.16); government(6.13); FBI(6.13),31.8,5.127,,,
E046,45619,436,Active(2.24); Regardless(2.24); Arri(2.24); Past(2.24); Standing(2.24); till(2.24); Regarding(2.24); Moving(2.24); Afterwards(2.24); Indeed(2.24); Returning(2.24); Almost(2.24); Inside(2.24); Using(2.24); Large(2.24); Come(2.24); Consequently(2.24); Yet(2.24); Starting(2.24); Still(2.24); Until(2.24); Without(2.24); Half(2.24); Against(2.24); Beginning(2.24); Nevertheless(2.24); Having(2.24); Born(2.24); Much(2.24); Then(2.24); Soon(2.24); Eventually(2.24); Less(2.24); Originally(2.24); Finally(2.24); Not(2.24); More(2.24); Upon(2.24); Up(2.24); Through(2.24); Before(2.24); What(2.24); So(2.24); Off(2.24); From(2.24); Late(2.24); Ever(2.24); Around(2.24); Prior(2.24); Along(2.24),0.6,0.422,,,
E047,1873,65,R(6.85); Y(6.85); D(6.85); F(6.85); S(6.85); V(6.85); B(6.85); E(6.85); M(6.85); O(6.85); C(6.85); P(6.81); G(6.79); K(6.75); Z(6.68); N(6.63); A(6.60); T(6.60); U(6.57); X(6.32); L(6.23); J(6.17); Kr(6.04); Q(5.97); H(5.03); Ch(5.01); c(4.71); W(4.35); p(3.18); b(2.94); St(2.39); 8(1.83); I(1.68); m(1.07),98.1,3.192,,,
E048,1912,347,installment(6.82); centres(6.82); outcome(6.82); consequence(6.82); component(6.82); portions(6.82); seats(6.82); extent(6.82); instance(6.82); hundreds(6.82); pattern(6.82); basis(6.82); places(6.82); shape(6.82); phase(6.82); decades(6.82); terminus(6.82); version(6.82); part(6.82); place(6.82); fact(6.82); role(6.82); half(6.82); sections(6.82); spot(6.82); means(6.82); kind(6.82); evidence(6.82); example(6.82); parts(6.82); bit(6.82); portion(6.82); result(6.82); piece(6.72); seat(6.71); form(6.70); section(6.70); effect(6.69); responsibility(6.65); corner(6.62); name(6.56); stages(6.55); lot(6.53); purpose(6.49); Much(6.49); segments(6.49); conclusion(6.49); sense(6.45); mention(6.40); forms(6.33),41.7,4.948,,,
E049,1029,68,regardless(7.71); %.(7.71); .)(7.71); According(7.71); according(7.71); due(7.62); Due(7.52); As(6.71); ).(6.20); ($(6.03); However(5.68); known(5.17); .(4.55); There(4.39); General(4.39); ((3.62); that(3.36); there(2.96); –(2.59),94.1,1.980,,,
E050,2217,113,"concurrently(6.60); Afterwards(6.60); Along(6.60); forth(6.60); Additionally(6.60); Here(6.60); together(6.60); alongside(6.60); along(6.60); !,(6.38); until(6.09); intersects(4.90); ,(4.45); According(4.38); before(4.22); where(4.12); according(4.10); there(3.94); despite(3.87); "",(3.65); after(3.58); followed(3.56); through(3.52); behind(3.33); while(2.95); like(2.87); however(2.76); again(2.66); with(2.66); north(2.57); following(2.43); later(2.38); they(2.27); well(2.08); during(2.06); both(1.81); years(1.70); ;(1.49); ),(1.24); then(1.21); against(1.08); when(1.03); part(0.88); on(0.62); who(0.52); as(0.14); that(-0.72); in(-1.65)",96.4,1.729,,,
E051,2552,746,Beckham(6.40); Rudd(6.40); Slater(6.40); feldt(6.40); Radcliffe(6.40); Rhino(6.40); Steele(6.40); Rwanda(6.40); Oka(6.40); Travers(6.40); Acapulco(6.40); Bowen(6.40); Sakura(6.40); Salmon(6.40); Calder(6.40); Eno(6.40); Hurley(6.40); Christchurch(6.40); Ewing(6.40); Goebel(6.40); Stephens(6.40); Walters(6.40); Naruto(6.40); Rabaul(6.40); Goebbels(6.40); Murdoch(6.40); NASCAR(6.40); Carell(6.40); Daley(6.40); Caldwell(6.40); Abrams(6.40); Sutherland(6.40); Keller(6.40); VanDerWerff(6.40); Farrell(6.40); Charleston(6.40); Benson(6.40); Clayton(6.40); Weaver(6.40); Rodriguez(6.40); Rowland(6.40); Cruise(6.40); Rowling(6.40); Button(6.40); Cooke(6.40); Abyss(6.40); Angle(6.40); Watson(6.40); McCarthy(6.40); Riley(6.40),15.9,5.911,,,
E052,2835,295,"ensured(6.25); adds(6.25); proclaimed(6.25); insisted(6.25); realized(6.25); remarked(6.25); requested(6.25); hoped(6.25); believes(6.25); suggesting(6.25); explains(6.25); asks(6.25); recalled(6.25); tells(6.25); argued(6.25); describes(6.25); suggests(6.25); knew(6.25); indicated(6.25); commented(6.25); says(6.25); wrote(6.25); felt(6.25); said(6.17); stated(6.14); claimed(6.13); explained(6.06); say(6.06); sure(6.03); saying(6.03); told(6.03); stating(6.01); writes(5.98); thought(5.91); admitted(5.89); think(5.89); believing(5.87); telling(5.83); plus(5.83); discovers(5.83); asserted(5.83); .,(5.83); );(5.83); saw(5.82); believe(5.76); accused(5.73); described(5.72); noting(5.66); concluded(5.66); believed(5.61)",19.2,3.755,,,
E053,2494,695,unfit(6.43); wary(6.43); inaccurate(6.43); believable(6.43); sheer(6.43); stupid(6.43); furious(6.43); catchy(6.43); brutal(6.43); jealous(6.43); desperate(6.43); unwilling(6.43); wonderful(6.43); olate(6.43); cheap(6.43); static(6.43); insufficient(6.43); ologically(6.43); elderly(6.43); struggling(6.43); slower(6.43); enthusiastic(6.43); keen(6.43); remarkable(6.43); nervous(6.43); politically(6.43); sible(6.43); azy(6.43); physically(6.43); critically(6.43); sensitive(6.43); considerably(6.43); unexpected(6.43); unlikely(6.43); raw(6.43); legitimate(6.43); hostile(6.43); easier(6.43); obvious(6.43); aggressive(6.43); funny(6.43); weekly(6.43); youngest(6.43); continuous(6.43); fairly(6.43); loyal(6.43); valuable(6.43); simple(6.43); entirely(6.43); effective(6.43),7.6,5.882,,,
E054,1588,430,rigging(7.08); barbettes(7.08); HMAS(7.08); Bomber(7.08); frigates(7.08); float(7.08); decks(7.08); amphibious(7.08); starboard(7.08); boarding(7.08); helicopters(7.08); cabin(7.08); cruiser(7.08); cruisers(7.08); plane(7.08); Admiralty(7.08); missile(7.08); armoured(7.08); scout(7.08); frigate(7.08); helicopter(7.08); Rear(7.08); submarines(7.08); Type(7.08); boilers(7.08); destroyer(7.08); sailing(7.08); warships(7.08); cargo(7.08); USS(7.08); merchant(7.08); flagship(7.08); cannon(7.08); navy(7.08); boats(7.08); tank(7.08); Naval(7.08); battleships(7.08); engines(7.08); fighter(7.08); submarine(7.08); destroyers(7.08); radar(7.08); armament(7.08); ships(7.08); gun(7.08); aircraft(7.08); HMS(7.08); battery(7.08); squadron(7.08),27.6,5.388,,,
E055,1821,26,there(6.89); they(6.89); she(6.89); he(6.89); It(6.88); it(6.86); They(6.74); we(6.71); He(6.64); There(6.61); She(6.33); you(5.46); We(5.19); himself(4.30); did(3.61); him(2.65); I(1.99); who(0.80); that(-1.43),99.5,2.219,,,
E056,3212,66,"comprised(6.07); consisting(6.07); including(6.00); includes(5.99); include(5.91); consisted(5.75); comprising(5.65); included(5.57); except(5.48); —(5.21); becoming(4.88); were(4.71); :(4.61); is(4.51); was(4.42); became(3.90); ),(3.87); ,(3.78); such(3.63); are(3.60); ;(3.27); as(3.25); like(3.15); ((2.14); known(1.94); –(1.54); called(1.42); one(1.38); been(1.16); made(0.90); between(0.44); would(0.16); with(-0.13); had(-0.60); )(-0.64); ""(-1.41); in(-2.51); and(-3.01)",98.9,2.185,,,
E057,2576,82,"&(6.25); while(5.94); including(5.75); prompting(5.65); with(4.87); but(4.75); resulting(4.69); where(4.54); though(4.45); although(4.44); and(4.34); so(4.32); when(4.23); as(3.93); such(3.84); who(3.76); which(3.54); instead(3.51); ;(3.32); before(3.27); after(3.11); along(3.06); then(2.87); without(2.69); ,(2.53); since(2.33); because(2.33); or(2.31); only(2.29); like(2.24); following(2.22); –(2.15); than(1.13); )(0.49); for(-1.02); by(-1.37); in(-2.38)",97.8,2.364,,,
E058,1854,54,their(4.61); -(4.56); s(4.32); his(4.08); its(3.81); my(3.80); an(3.50); a(3.45); such(3.42); the(3.38); this(3.01); her(2.70); both(2.49); him(1.82); '(1.36); by(-0.89); The(-1.01); for(-1.29); of(-1.53); in(-3.13),97.8,1.987,,,
E059,3510,81,"&(5.94); ′(5.94); ’(5.86); '(5.85); -(5.65); –(5.43); /(5.07); al(4.88); °(4.86); ak(4.39); ro(4.35); h(4.17); en(4.01); ""(4.00); y(3.83); ag(3.62); de(3.59); j(3.52); g(3.39); ac(3.13); [(2.99); B(2.88); o(2.80); u(2.65); )(2.52); ly(2.43); T(2.27); i(2.27); G(2.13); U(1.63); .(1.61); K(1.43); ed(1.43); South(1.12); 3(1.12); ((0.81); or(0.60); S(-0.08); s(-1.90); ,(-3.64)",98.6,2.057,,,
E060,1980,75,G(6.77); H(6.77); J(6.77); N(6.77); T(6.77); Q(6.77); R(6.77); Z(6.77); Y(6.77); X(6.77); W(6.77); F(6.77); L(6.75); P(6.75); K(6.73); S(6.71); D(6.70); C(6.67); Sh(6.63); B(6.62); V(6.60); Ch(6.58); E(6.48); O(6.36); M(6.17); Mu(6.09); Mi(5.77); St(5.63); Tr(5.61); Ste(4.92); Su(4.89); U(4.60); Pap(4.52); A(4.42); Sk(4.35); b(4.08); k(3.72); John(3.66); Bo(2.96); l(2.80); I(1.28); -(-0.08); .(-0.17),97.8,3.461,,,
E061,3621,123,Given(5.89); Using(5.89); Among(5.89); With(5.89); Between(5.89); Under(5.89); Because(5.89); Despite(5.89); During(5.89); At(5.89); Following(5.89); regarding(5.89); despite(5.82); In(5.80); For(5.72); By(5.72); Within(5.67); Of(5.63); On(5.56); Regarding(5.48); After(5.35); between(5.29); Upon(5.09); To(4.83); Over(4.76); using(4.61); calling(4.57); against(4.46); under(4.42); after(4.27); with(4.24); of(4.20); without(4.19); upon(4.02); Through(3.99); alongside(3.89); Since(3.89); lack(3.81); within(3.61); As(3.38); From(3.25); around(3.09); by(2.97); [(2.94); following(2.89); through(2.70); about(2.67); during(2.67); at(2.64); towards(2.40),83.2,2.923,,,
E062,1588,141,"Indeed(7.08); Yet(7.08); Consequently(7.08); Nevertheless(7.08); [...](7.08); Thus(7.08); however(7.08); Even(7.08); ...(7.08); However(7.08); But(7.00); Though(6.95); Although(6.89); Due(6.67); Additionally(6.67); Regardless(6.67); Finally(6.50); While(6.31); And(6.28); :(5.98); 00(5.80); though(5.37); Meanwhile(5.35); So(5.35); This(4.89); Despite(4.86); September(4.80); According(4.60); according(4.58); 9(4.56); 45(4.44); but(4.37); than(4.05); 30(3.98); I(3.92); .(3.91); 5(3.89); 6(3.38); There(3.35); because(3.03); 4(2.97); October(2.97); 20(2.86); 10(2.84); 8(2.81); ""(2.77); ;(2.48); It(2.37); 3(2.26); ,(2.12)",90.7,2.964,,,
E063,2424,720,Rudd(6.47); Rhino(6.47); Rwanda(6.47); Butterfly(6.47); SquarePants(6.47); Sakura(6.47); NASCAR(6.47); Naruto(6.47); Console(6.47); MCA(6.47); Confessions(6.47); Croft(6.47); Goebbels(6.47); Amtrak(6.47); Daley(6.47); Abyss(6.47); Keller(6.47); VanDerWerff(6.47); Robot(6.47); Farrell(6.47); Abrams(6.47); Carell(6.47); Hood(6.47); Olivia(6.47); Hubbard(6.47); Impact(6.47); U2(6.47); Lamb(6.47); Starr(6.47); Eno(6.47); Cruise(6.47); Rowland(6.47); Thanhouser(6.47); Rowling(6.47); Ebert(6.47); Bono(6.47); Benson(6.47); Rodriguez(6.47); amoto(6.47); Krusty(6.47); Styles(6.47); Slayer(6.47); Cage(6.47); Stern(6.47); Variety(6.47); Advance(6.47); Pearson(6.47); ESPN(6.47); NME(6.47); Bangladesh(6.47),15.3,5.773,,,
E064,4485,28,"%.(5.59); There(5.51); It(5.49); ).(5.32); .(5.14); "".(4.63); .)(4.59); However(4.40); .""(4.08); This(3.59); They(2.69); He(1.66); it(1.16); She(1.03); [PAD](-4.17)",99.6,0.732,,,
E065,2547,1001,Faire(6.40); Mug(6.40); Oka(6.40); hierogly(6.40); Cors(6.40); Esk(6.40); Yun(6.40); Yuan(6.40); Androm(6.40); hap(6.40); Carac(6.40); Pagan(6.40); Bomber(6.40); Period(6.40); discrimin(6.40); chick(6.40); Investig(6.40); nav(6.40); Robot(6.40); sensu(6.40); glam(6.40); Mongol(6.40); dyn(6.40); Rut(6.40); Som(6.40); Must(6.40); fant(6.40); haz(6.40); Pap(6.40); Pil(6.40); Mess(6.40); Kam(6.40); Dall(6.40); sin(6.40); Sciento(6.40); Bes(6.40); conspir(6.40); subsid(6.40); Sor(6.40); apolog(6.40); Shan(6.40); soap(6.40); Aqu(6.40); amer(6.40); Cav(6.40); Equ(6.40); Ming(6.40); Wu(6.40); Miz(6.40); Sah(6.40),16.1,6.296,,,
E066,3488,5,",(4.97)",99.9,0.013,,,
E067,3227,1144,hara(6.06); onda(6.06); Gale(6.06); iston(6.06); Willow(6.06); toe(6.06); ogo(6.06); alu(6.06); bitt(6.06); Travers(6.06); Easy(6.06); ley(6.06); ode(6.06); aguar(6.06); quo(6.06); ison(6.06); mul(6.06); imo(6.06); hound(6.06); akon(6.06); Rex(6.06); erner(6.06); shima(6.06); abe(6.06); idy(6.06); Rivers(6.06); aru(6.06); idan(6.06); Soldier(6.06); Button(6.06); anga(6.06); zel(6.06); ara(6.06); ena(6.06); ula(6.06); ceed(6.06); ille(6.06); ey(6.06); idian(6.06); aney(6.06); Chan(6.06); asa(6.06); ao(6.06); Jin(6.06); akin(6.06); va(6.06); die(6.06); kin(6.06); Watson(6.06); alia(6.06),12.6,6.416,,,
E068,1401,58,"whereas(7.26); Though(7.26); when(7.26); While(7.26); Although(7.26); although(7.26); while(7.26); though(7.26); where(7.26); When(7.23); before(7.16); because(7.05); if(6.95); Once(6.94); but(6.92); until(6.55); once(6.53); despite(6.11); If(5.94); As(5.42); since(5.21); which(4.88); after(4.85); what(4.09); how(4.09); However(3.75); than(3.59); however(3.42); ;(2.34); that(1.36); ((0.75); with(0.66); as(-1.07); ,(-1.31)",97.8,3.001,,,
E069,4892,946,mission(5.46); forces(5.46); AIF(5.46); Divisions(5.46); engagements(5.46); Offensive(5.46); barrage(5.46); attackers(5.46); parachute(5.46); Squadrons(5.46); patrolling(5.46); Raiders(5.46); diversion(5.46); guerrilla(5.46); clashes(5.46); troops(5.46); army(5.46); platoon(5.46); confrontation(5.46); perimeter(5.46); transports(5.46); trenches(5.46); expeditions(5.46); embassy(5.46); contingent(5.46); amphibious(5.46); retreating(5.46); gunfire(5.46); fleet(5.46); battles(5.46); attacks(5.46); rout(5.46); combat(5.46); squadron(5.46); patrols(5.46); airfield(5.46); coalition(5.46); massacre(5.46); deployment(5.46); brigades(5.46); darkness(5.46); detachment(5.46); frigates(5.46); gency(5.46); conflict(5.46); invasion(5.46); artillery(5.46); offensive(5.46); advanced(5.46); landing(5.46),13.5,6.052,,,
E070,38762,491,Holby(2.47); Copper(2.47); Rapid(2.47); Active(2.47); Easy(2.47); Scenic(2.47); Virtual(2.47); Coral(2.47); Fresh(2.47); Blind(2.47); Clear(2.47); Fighting(2.47); Twin(2.47); OD(2.47); Beautiful(2.47); Large(2.47); Almost(2.47); NR(2.47); Eight(2.47); Continental(2.47); Inside(2.47); IN(2.47); Lower(2.47); Crystal(2.47); Revolutionary(2.47); Ancient(2.47); Regional(2.47); Boat(2.47); Greatest(2.47); Picture(2.47); Half(2.47); Grade(2.47); Junior(2.47); Heavyweight(2.47); Seven(2.47); Late(2.47); Silver(2.47); Family(2.47); Social(2.47); Heavy(2.47); Cold(2.47); Blu(2.47); Yellow(2.47); Upper(2.47); Thunder(2.47); Kansas(2.47); Tag(2.47); Native(2.47); Grey(2.47); Lost(2.47),0.6,0.516,,,
E071,2028,445,Dome(6.73); Pyramid(6.73); Speedway(6.73); Course(6.73); Ranch(6.73); Hole(6.73); Landing(6.73); Letter(6.73); Casino(6.73); Peak(6.73); Complex(6.73); Concert(6.73); Headquarters(6.73); Plaza(6.73); Zoo(6.73); Village(6.73); Community(6.73); Rights(6.73); Grove(6.73); Theater(6.73); Parkway(6.73); Isle(6.73); Youth(6.73); Symphony(6.73); Register(6.73); Tournament(6.73); Cemetery(6.73); Harbor(6.73); Race(6.73); Farm(6.73); Studio(6.73); Mission(6.73); hotel(6.73); Bowl(6.73); Walk(6.73); Theatre(6.73); Airport(6.73); stadium(6.73); Hospital(6.73); Foundation(6.73); Lane(6.73); Temple(6.73); Ministry(6.73); Hills(6.73); Garden(6.73); Hotel(6.73); Building(6.73); Museum(6.73); Academy(6.73); Avenue(6.73),14.7,5.382,,,
E072,2132,74,"...""(6.66); ($(6.66); ?""(6.66); "")(6.66); either(6.66); )(6.66); [(6.66); ](6.66); ((6.65); (""(6.24); !""(6.24); !(5.77); ...(5.72); ?(5.66); neither(5.49); —(5.44); ""(5.01); /(4.73); sometimes(4.54); –(4.45); now(4.19); ’(4.11); °(4.00); :(3.42); 0(3.37); known(3.11); both(2.87); 5(2.81); de(2.72); ;(2.54); such(2.00); 6(1.96); 3(1.84); t(1.59); 4(1.54); 2(1.52); .(1.35); later(1.21); US(1.01); 1(0.74); not(0.06); '(0.00); ,(-1.28); s(-1.50)",98.2,2.252,,,
E073,2481,147,Its(6.44); His(6.28); That(6.25); Her(5.99); whom(5.93); Two(5.80); A(5.66); whose(5.57); that(5.47); Their(5.44); Three(5.44); what(5.41); two(5.28); An(4.97); One(4.86); I(4.84); Four(4.74); you(4.63); he(4.45); another(4.44); which(4.43); any(4.41); many(4.36); some(4.30); Some(4.27); his(4.16); nine(4.01); her(4.00); they(3.99); she(3.98); our(3.98); several(3.96); according(3.94); eight(3.90); three(3.85); an(3.78); most(3.73); if(3.72); those(3.59); this(3.59); a(3.53); one(3.52); five(3.41); its(3.39); various(3.38); we(3.35); This(3.31); four(3.27); how(3.27); having(3.15),83.0,3.482,,,
E074,2317,17,an(6.54); any(5.92); a(5.90); An(5.07); some(1.69); one(1.34); al(0.88); the(-1.19),99.5,0.828,,,
E075,2144,8,the(4.57); their(2.12); his(0.02); The(-1.81),99.8,0.083,,,
E076,3358,490,2011(6.00); 2008(6.00); 2001(6.00); 1840s(6.00); 1798(6.00); 1796(6.00); 1797(6.00); 1804(6.00); 1884(6.00); 1832(6.00); 1860(6.00); 1880s(6.00); 1892(6.00); 1819(6.00); 1799(6.00); overnight(6.00); 1906(6.00); birthday(6.00); 1893(6.00); 1903(6.00); 1894(6.00); 1889(6.00); 1890(6.00); 1899(6.00); 1904(6.00); 1901(6.00); 1920s(6.00); 1925(6.00); 1923(6.00); 1870(6.00); 1888(6.00); 1885(6.00); 1910(6.00); 1954(6.00); 1900(6.00); 1949(6.00); 1935(6.00); 1951(6.00); afternoon(6.00); 1928(6.00); 1932(6.00); 1934(6.00); 1911(6.00); 1929(6.00); 1926(6.00); 1927(6.00); afterwards(6.00); 1913(6.00); 1957(6.00); 1959(6.00),11.1,5.380,,,
E077,1311,24,On(7.36); on(7.36); upon(7.29); onto(6.10); along(5.67); Early(5.19); Off(4.49); To(4.42); In(0.52); to(-1.03); in(-2.63),98.5,0.792,,,
E078,1980,29,’(6.77); ‘(6.77); '(6.77); ll(6.50); ve(6.33); t(5.75); s(5.52); d(5.02); just(4.97); re(4.09); ak(3.41); m(3.11); n(2.96),99.1,1.067,,,
E079,3974,8,the(4.58); The(0.06),99.8,0.057,,,
E080,4173,793,Described(5.69); used(5.69); afforded(5.69); sacrificed(5.69); orchestrated(5.69); extracted(5.69); prosecuted(5.69); introduced(5.69); proposed(5.69); suited(5.69); possessed(5.69); targeted(5.69); planted(5.69); convicted(5.69); undertaken(5.69); arose(5.69); compiled(5.69); warned(5.69); sparked(5.69); utilized(5.69); detected(5.69); conceived(5.69); seized(5.69); interpreted(5.69); conceded(5.69); counted(5.69); sponsored(5.69); advised(5.69); burned(5.69); belonged(5.69); directed(5.69); composed(5.69); supplied(5.69); issued(5.69); deployed(5.69); selected(5.69); shown(5.69); prompted(5.69); sent(5.69); submitted(5.69); constructed(5.69); originated(5.69); demonstrated(5.69); perceived(5.69); erected(5.69); aimed(5.69); measured(5.69); situated(5.69); filed(5.69); revealed(5.69),10.1,5.946,,,
E081,3075,261,bypassing(6.13); Crossing(6.13); assaulted(6.13); overthrow(6.13); underneath(6.13); Against(6.13); versus(6.13); capturing(6.13); approaching(6.13); approaches(6.13); beneath(6.13); defending(6.13); attained(6.13); destroying(6.13); enters(6.13); facing(6.13); defeating(6.13); spotted(6.13); visiting(6.13); aboard(6.13); crossing(6.13); crossed(6.13); meets(6.13); entering(6.13); destroy(6.13); onto(6.13); via(6.13); near(6.13); against(6.13); through(6.13); reach(6.13); across(6.13); reached(6.08); crosses(6.07); below(6.04); entered(6.02); under(6.02); intersects(6.02); off(6.01); leaving(5.99); attacking(5.99); visited(5.96); enter(5.96); inside(5.96); defeated(5.96); over(5.95); attacked(5.95); reaching(5.94); encountered(5.94); approached(5.91),37.0,3.987,,,
E082,1860,91,"&(5.40); s(4.97); ](4.81); Her(4.53); ((4.00); other(3.57); its(3.55); those(3.27); the(3.14); former(3.07); his(3.04); and(2.92); her(2.83); or(2.66); American(2.46); one(2.44); some(2.33); early(2.25); later(2.14); was(2.00); US(1.94); '(1.89); /(1.87); did(1.84); The(1.79); -(1.72); ;(1.52); an(1.37); a(1.19); their(0.95); had(0.87); )(0.73); ""(0.37); it(0.36); he(0.22); were(-0.97); as(-1.06); in(-3.13)",96.3,2.440,,,
E083,1783,338,1840s(6.92); 1796(6.92); 1797(6.92); 1804(6.92); 1819(6.92); 1798(6.92); 1799(6.92); 1832(6.92); 1880s(6.92); 1860(6.92); 1884(6.92); 1885(6.92); 1888(6.92); 1870(6.92); 1892(6.92); 1894(6.92); 1889(6.92); 1890(6.92); 1899(6.92); 1893(6.92); 1903(6.92); 1901(6.92); 1906(6.92); 1904(6.92); 1907(6.92); 1908(6.92); 1909(6.92); 1923(6.92); 1920s(6.92); 1925(6.92); 1928(6.92); 1911(6.92); 1929(6.92); 1932(6.92); 1934(6.92); 1926(6.92); 1927(6.92); 1913(6.92); 1900(6.92); 1949(6.92); 1935(6.92); 1951(6.92); 1933(6.92); 1952(6.92); 1956(6.92); 1954(6.92); 1959(6.92); 1910(6.92); 1947(6.92); 1957(6.92),15.9,5.298,,,
E084,3825,577,Rhino(5.82); feldt(5.82); Naruto(5.82); Murdoch(5.82); imoto(5.82); Walters(5.82); Weaver(5.82); Farrell(5.82); Carell(5.82); umo(5.82); Quinn(5.82); Riley(5.82); Chandler(5.82); U2(5.82); Bryant(5.82); Bono(5.82); Rodgers(5.82); amoto(5.82); Greene(5.82); Richards(5.82); Clark(5.82); Miller(5.82); Israel(5.82); itt(5.82); Roberts(5.82); Harris(5.82); McCartney(5.82); Nash(5.82); emperor(5.82); Roosevelt(5.82); Corporation(5.82); Lennon(5.82); Sullivan(5.82); Democrats(5.82); Bradley(5.82); Republicans(5.82); Hubbard(5.82); Burke(5.82); Churchill(5.82); Watson(5.82); Angle(5.82); aba(5.82); Andy(5.82); Rhodes(5.82); Kong(5.82); Morgan(5.82); Robinson(5.82); Carter(5.82); Kennedy(5.82); Moore(5.82),10.2,5.047,,,
E085,1611,560,Slater(7.06); Steele(7.06); Ewing(7.06); Boss(7.06); Salmon(7.06); Settle(7.06); Bryant(7.06); Cedar(7.06); Lambert(7.06); Cotton(7.06); Prague(7.06); Willow(7.06); Alma(7.06); Dennis(7.06); Judge(7.06); Vincent(7.06); Nicholas(7.06); Dale(7.06); Keith(7.06); Riley(7.06); Crystal(7.06); Solomon(7.06); Randy(7.06); Quinn(7.06); Florence(7.06); Chandler(7.06); Joshua(7.06); Price(7.06); Bailey(7.06); Stephen(7.06); Art(7.06); Castle(7.06); Taylor(7.06); William(7.06); Victor(7.06); HMS(7.06); Justice(7.06); Alfred(7.06); Christopher(7.06); Charlie(7.06); Tokyo(7.06); Operation(7.06); Mike(7.06); Die(7.06); Lewis(7.06); Ford(7.06); Nelson(7.06); Howard(7.06); Dave(7.06); Hart(7.06),19.9,5.784,,,
E086,3313,30,"%,(6.02); .,(6.02); ),(5.29); "",(5.07); ,(4.77); !,(4.22); ,""(3.38); –(3.18); /(3.04); ((2.29); or(2.27); )(1.71); —(1.40); .(-0.21); ""(-1.94); and(-2.86)",99.4,0.685,,,
E087,2574,325,830(6.39); 224(6.39); 209(6.39); 910(6.39); 232(6.39); 295(6.39); 73(6.39); 610(6.39); 129(6.39); 123(6.39); 460(6.39); 141(6.39); 122(6.39); 202(6.39); 165(6.39); 380(6.39); 152(6.39); 320(6.39); 370(6.39); 260(6.39); 106(6.39); 270(6.39); 83(6.39); 175(6.39); 750(6.39); 102(6.39); 230(6.39); 104(6.39); 109(6.39); 125(6.39); thousand(6.39); 360(6.39); 900(6.39); 110(6.39); thousands(6.39); 81(6.39); thirty(6.39); 84(6.39); hundred(6.39); 400(6.39); 44(6.39); 150(6.39); 185(6.39); 93(6.39); 130(6.39); 54(6.39); 120(6.39); 97(6.39); 250(6.39); 800(6.39),11.5,4.944,,,
E088,2854,271,Boer(6.24); Malaysian(6.24); Iraqi(6.24); Revolutionary(6.24); Continental(6.24); Swiss(6.24); Indonesian(6.24); Regional(6.24); Victorian(6.24); Maya(6.24); Vietnamese(6.24); 21st(6.24); Native(6.24); Historic(6.24); Persian(6.24); Confederate(6.24); Cold(6.24); Interstate(6.24); 17th(6.24); USA(6.24); Naval(6.24); UN(6.24); Imperial(6.24); global(6.24); Military(6.24); Federal(6.24); Korea(6.24); Commonwealth(6.24); RAF(6.24); Asian(6.24); 15th(6.24); Turkish(6.24); Canadian(6.24); Russian(6.24); Italian(6.24); African(6.24); 20th(6.24); Arab(6.24); Indian(6.24); European(6.24); Soviet(6.24); Western(6.24); UK(6.24); German(6.24); American(6.24); United(6.24); Mediterranean(6.24); 16th(6.24); 18th(6.24); Vietnam(6.24),24.0,4.640,,,
E089,3907,1272,eral(5.79); slide(5.79); Complex(5.79); Challenge(5.79); blade(5.79); Motors(5.79); Emergency(5.79); catchy(5.79); Cotton(5.79); 195(5.79); mm(5.79); League(5.79); Road(5.79); rail(5.79); III(5.79); RA(5.79); metal(5.79); Up(5.79); BA(5.79); AIDS(5.79); freshman(5.79); 131(5.79); phic(5.79); HP(5.79); Rivers(5.79); DOT(5.79); Transit(5.79); Name(5.79); vation(5.79); Avenue(5.79); urban(5.79); IV(5.79); TC(5.79); umber(5.79); Action(5.79); Youth(5.79); Parkway(5.79); Metal(5.79); Aviation(5.79); BE(5.79); ockey(5.79); Christmas(5.79); PC(5.79); Railway(5.79); Airport(5.79); online(5.79); Age(5.79); otic(5.79); NBA(5.79); EC(5.79),8.5,6.501,,,
E090,2945,13,of(5.73); on(-2.29); .(-4.58),99.6,0.049,,,
