expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E054,4583,879,Chun(5.56); ž(5.56); Viscount(5.56); eral(5.56); War(5.56); II(5.56); Settle(5.56); Is(5.56); Crossing(5.56); Un(5.56); Copper(5.56); Kingdom(5.56); Val(5.56); Game(5.56); Star(5.56); Play(5.56); Hill(5.56); Act(5.56); Angel(5.56); Leader(5.56); pointing(5.56); Advance(5.56); Wake(5.56); Fan(5.56); Swan(5.56); Hind(5.56); Chancellor(5.56); Beautiful(5.56); Brother(5.56); Article(5.56); Mine(5.56); Hat(5.56); till(5.56); Honey(5.56); Name(5.56); Come(5.56); Large(5.56); Metal(5.56); Money(5.56); Cut(5.56); Desert(5.56); Body(5.56); Crystal(5.56); Southeast(5.56); Chan(5.56); Youth(5.56); Isle(5.56); Strait(5.56); Alliance(5.56); Pine(5.56),9.2,6.044,,,,6,titles/proper nouns,semantic,2,mixed/unclear,mixed,3,capitalized mixed words,mixed
E055,7570,2033,advisors(4.83); Salmon(4.83); ong(4.83); Faire(4.83); guerrillas(4.83); shortcomings(4.83); ers(4.83); Resistance(4.83); Regiments(4.83); Moresby(4.83); paratroopers(4.83); Churches(4.83); Experiment(4.83); Key(4.83); ions(4.83); oy(4.83); sel(4.83); ters(4.83); ks(4.83); ics(4.83); personnel(4.83); missions(4.83); Base(4.83); ports(4.83); ots(4.83); jin(4.83); installations(4.83); Hercules(4.83); Bomber(4.83); stocks(4.83); Offensive(4.83); decks(4.83); Landing(4.83); barrage(4.83); Support(4.83); barges(4.83); vault(4.83); parachute(4.83); expeditions(4.83); contingent(4.83); memoirs(4.83); Vernon(4.83); reserv(4.83); Egg(4.83); Siege(4.83); Divisions(4.83); engagements(4.83); itz(4.83); fleet(4.83); bes(4.83),5.5,6.926,,,,8,military/war,semantic,8,military terms,semantic,2,random mixed tokens,mixed
E056,8,4,to(4.74); the(3.18),75.0,1.255,,,,10,function words,syntactic,9,function words,syntactic,4,"to/""the""",syntactic
E057,3,3,both(9.76); )(7.42); for(6.40),100.0,1.099,,,,3,mixed/unclear,mixed,4,mixed/unclear,mixed,4,both/punctuation,syntactic
E058,3693,705,u(5.87); é(5.87); te(5.87); ot(5.87); ere(5.87); ri(5.87); et(5.87); res(5.87); ain(5.87); aus(5.87); rier(5.87); nan(5.87); aro(5.87); elle(5.87); utt(5.87); thal(5.87); ela(5.87); Performance(5.87); oh(5.87); ao(5.87); ashi(5.87); agi(5.87); urs(5.87); oz(5.87); lon(5.87); itt(5.87); rell(5.87); ori(5.87); uto(5.87); AT(5.87); hl(5.87); chi(5.87); yd(5.87); ingham(5.87); aman(5.87); nik(5.87); uma(5.87); elli(5.87); card(5.87); iger(5.87); ji(5.87); ira(5.87); hr(5.87); eman(5.87); ima(5.87); ora(5.87); ala(5.87); Rand(5.87); una(5.87); esh(5.87),13.0,5.878,,,,8,subwords/fragments,syntactic,8,subword fragments,syntactic,6,subword fragments,syntactic
E059,60799,274,"!.(1.83); till(1.83); '.""(1.83); meanwhile(1.83); versus(1.83); comprising(1.83); !,(1.83); ...""(1.83); %,(1.83); Where(1.83); "").(1.83); ($(1.83); ""...(1.83); %.(1.83); '.(1.83); amongst(1.83); .'(1.83); whereas(1.83); ?""(1.83); plus(1.83); [...](1.83); involve(1.83); ""),(1.83); !""(1.83); involving(1.83); .)(1.83); "".(1.83); saying(1.83); rather(1.83); ),(1.83); –(1.83); regarding(1.83); "";(1.83); providing(1.83); ""[(1.83); didn(1.83); containing(1.83); why(1.83); featuring(1.83); alongside(1.83); );(1.83); What(1.83); Like(1.83); "")(1.83); upon(1.83); ,""(1.83); together(1.83); include(1.83); whose(1.83); according(1.83)",1.6,0.677,,,,7,transitions/punctuation,mixed,7,discourse/punctuation,syntactic,2,random function words,mixed
E060,3810,193,ultimate(5.82); respective(5.82); strongest(5.82); youngest(5.82); oldest(5.82); actual(5.82); principal(5.82); earliest(5.82); core(5.82); independent(5.82); initial(5.82); primary(5.82); smaller(5.82); whole(5.82); numerous(5.82); fifth(5.82); multiple(5.82); subsequent(5.82); overall(5.82); fourth(5.82); far(5.82); additional(5.82); largest(5.82); larger(5.82); remaining(5.82); future(5.82); entire(5.82); final(5.82); last(5.82); previous(5.82); third(5.82); original(5.82); former(5.82); next(5.82); key(5.82); many(5.82); main(5.82); three(5.82); four(5.82); new(5.82); other(5.82); major(5.82); same(5.82); own(5.82); per(5.82); pre(5.82); most(5.82); several(5.82); second(5.81); end(5.81),47.5,4.260,,,,10,ordinal/qualitative,semantic,9,modifiers,syntactic,8,ordinals/determiners,syntactic
E061,3827,273,officially(5.82); ho(5.82); official(5.82); pan(5.82); ago(5.82); ind(5.82); sou(5.82); hy(5.82); g(5.82); p(5.82); n(5.82); m(5.82); v(5.82); en(5.82); re(5.82); al(5.82); ar(5.82); end(5.82); per(5.82); em(5.82); ak(5.82); pl(5.82); um(5.82); pe(5.82); tr(5.82); ep(5.82); af(5.82); ip(5.82); der(5.82); po(5.82); d(5.82); b(5.82); c(5.82); res(5.82); ap(5.82); ce(5.82); ag(5.82); un(5.82); de(5.82); ad(5.82); cre(5.82); si(5.82); lo(5.82); bi(5.82); bor(5.82); del(5.82); ha(5.82); auto(5.82); pa(5.82); Is(5.82),36.5,4.890,,,,4,official/fragments,mixed,7,subword fragments,syntactic,5,subword prefixes,syntactic
E062,1027,78,Sun(7.71); sh(7.71); T(7.71); r(7.71); am(7.71); e(7.71); R(7.49); L(7.45); X(7.19); w(7.00); hard(6.71); 1965(6.58); ill(6.49); Booker(6.43); o(6.41); al(6.37); well(6.33); v(5.98); dis(5.85); g(5.53); p(5.27); J(5.13); S(4.86); Sh(4.58); y(4.53); h(4.28); en(4.27); l(4.16); b(3.81); so(3.74); Z(3.66); East(3.57); 11(3.57); i(3.04); es(2.96); m(2.68); -(2.11); N(2.00); the(1.94); at(1.76); for(1.44); ((1.37); '(0.53); of(-0.01); .(-3.06),95.5,3.322,,,,5,letters/fragments,syntactic,4,subword fragments,syntactic,4,single letters/mixed,syntactic
E063,210,49,equivalent(10.00); meaning(10.00); means(10.00); remains(10.00); forms(10.00); form(10.00); cause(8.42); $(7.92); It(6.95); half(6.39); south(5.72); part(5.02); has(4.36); )(2.88); the(2.16); of(0.61),78.1,3.181,,,,7,definition/form,semantic,8,definition terms,semantic,5,meaning/form nouns,mixed
E064,7663,10,"((4.81); ,(4.81); —(0.19); with(-2.64); to(-2.75); of(-3.35); and(-5.48)",100.0,0.361,,,,9,punctuation/conjunctions,syntactic,7,punctuation,syntactic,5,comma/parenthesis,syntactic
E065,3242,452,toe(6.05); vault(6.05); gunfire(6.05); shadow(6.05); darkness(6.05); thrust(6.05); throat(6.05); dive(6.05); shaft(6.05); drag(6.05); panel(6.05); wire(6.05); aerial(6.05); afternoon(6.05); legs(6.05); weekend(6.05); beam(6.05); leaf(6.05); flank(6.05); windows(6.05); flights(6.05); window(6.05); rear(6.05); glass(6.05); heat(6.05); evening(6.05); corner(6.05); frame(6.05); noon(6.05); winter(6.05); seconds(6.05); minute(6.05); combat(6.05); step(6.05); mouth(6.05); blood(6.05); eyes(6.05); Night(6.05); door(6.05); heads(6.05); paper(6.05); contact(6.05); spring(6.05); shell(6.05); floor(6.05); edge(6.05); metres(6.05); morning(6.05); roll(6.05); foot(6.05),11.8,5.223,,,,8,sensory/descriptive,semantic,7,physical objects,semantic,4,physical objects/time,mixed
E066,64,16,All(11.72); On(6.76); all(6.20); ((4.20); -(3.73); with(3.52); the(2.50),82.8,2.205,,,,8,quantifiers,syntactic,8,determiners,syntactic,4,"all/""on""",syntactic
E067,2084,471,Standing(6.69); float(6.69); raced(6.69); headquartered(6.69); pointing(6.69); anchored(6.69); fled(6.69); fitted(6.69); Mounted(6.69); jumping(6.69); rifle(6.69); diving(6.69); 1860(6.69); flown(6.69); colored(6.69); staying(6.69); positioned(6.69); advancing(6.69); tasked(6.69); 1885(6.69); rushing(6.69); AM(6.69); stationed(6.69); riding(6.69); thrown(6.69); GM(6.69); rolling(6.69); sailing(6.69); loaded(6.69); burning(6.69); concentrated(6.69); aimed(6.69); fires(6.69); arrive(6.69); backed(6.69); heading(6.69); placing(6.69); hidden(6.69); arriving(6.69); situated(6.69); driven(6.69); falling(6.69); sized(6.69); fighters(6.69); traveled(6.69); fallen(6.69); hunting(6.69); flew(6.69); trained(6.69); firing(6.69),13.4,5.518,,,,9,action/position,semantic,8,action verbs,syntactic,5,action participles,syntactic
E068,173,25,No(10.28); after(4.20); ((3.76); had(3.29); the(2.86); to(2.04); of(1.11),85.0,2.034,,,,3,mixed/unclear,mixed,6,function words,syntactic,4,No/function words,syntactic
E069,3013,544,Japan(6.16); Ethiopia(6.16); 2014(6.16); 2004(6.16); France(6.16); 2015(6.16); 2003(6.16); 2000(6.16); 2001(6.16); Canada(6.16); 2002(6.16); California(6.16); Germany(6.16); India(6.16); Beijing(6.16); Peru(6.16); igo(6.16); 1860(6.16); Surrey(6.16); alia(6.16); Canberra(6.16); Hamburg(6.16); Bangladesh(6.16); Brisbane(6.16); Zimbabwe(6.16); Tasmania(6.16); 1889(6.16); 1894(6.16); Cardiff(6.16); 1892(6.16); Wisconsin(6.16); 1870(6.16); 1888(6.16); 1885(6.16); Afghanistan(6.16); 1884(6.16); Denver(6.16); Ottawa(6.16); Nevada(6.16); Palestine(6.16); Canterbury(6.16); Ontario(6.16); Vancouver(6.16); 1893(6.16); 1899(6.16); Queensland(6.16); Hawaii(6.16); boilers(6.16); Indonesia(6.16); 1890(6.16),14.8,5.649,,,,10,geography/years,semantic,9,geography/years,semantic,5,countries/years,mixed
E070,760,35,"is(8.14); has(5.59); are(4.72); well(3.62); up(2.67); was(2.03); ,(0.35); to(-0.61); a(-0.86); of(-2.24); the(-2.98)",96.3,1.074,,,,10,auxiliary verbs,syntactic,9,copula verbs,syntactic,5,"copula ""is""/""has""",syntactic
E071,2338,440,colorful(6.53); primitive(6.53); slower(6.53); protective(6.53); extraordinary(6.53); modest(6.53); renewed(6.53); loud(6.53); intermediate(6.53); easier(6.53); continuous(6.53); fairly(6.53); stronger(6.53); varied(6.53); distant(6.53); unexpected(6.53); shallow(6.53); secondary(6.53); tall(6.53); equal(6.53); daily(6.53); extremely(6.53); solid(6.53); fine(6.53); strongest(6.53); fewer(6.53); pale(6.53); sharp(6.53); loose(6.53); vertical(6.53); conservative(6.53); dramatic(6.53); wider(6.53); Heavy(6.53); lowest(6.53); soft(6.53); conventional(6.53); smooth(6.53); tight(6.53); interesting(6.53); expensive(6.53); easy(6.53); pure(6.53); frequent(6.53); superior(6.53); huge(6.53); beautiful(6.53); closer(6.53); suitable(6.53); hot(6.53),9.1,5.325,,,,10,adjectives,semantic,9,adjectives,syntactic,7,descriptive adjectives,syntactic
E072,555,70,"net(8.60); age(8.60); y(8.57); land(8.54); th(8.44); e(8.42); ages(7.86); com(7.60); ier(7.28); sk(7.14); rate(7.02); es(6.85); men(6.62); away(6.43); ton(6.02); black(5.56); man(5.50); place(5.12); run(5.02); band(4.49); ers(4.37); /(4.03); or(3.75); than(3.34); -(3.20); out(3.19); ((2.54); for(2.04); .(-1.76); ,(-1.83)",90.3,3.202,,,,2,mixed/unclear,mixed,5,subword mix,mixed,4,subwords/suffixes,syntactic
E073,3263,933,½(6.05); Mug(6.05); Rapid(6.05); wary(6.05); inaccurate(6.05); ational(6.05); ful(6.05); ily(6.05); ual(6.05); ious(6.05); eral(6.05); ually(6.05); enthusiastic(6.05); openly(6.05); keen(6.05); insufficient(6.05); ologically(6.05); sacred(6.05); static(6.05); extraordinary(6.05); fake(6.05); cheap(6.05); collective(6.05); phic(6.05); olate(6.05); wonderful(6.05); eping(6.05); desperate(6.05); confident(6.05); sible(6.05); loud(6.05); confused(6.05); physically(6.05); sensitive(6.05); modest(6.05); overwhelming(6.05); nervous(6.05); ensuing(6.05); remarkable(6.05); actic(6.05); preliminary(6.05); itious(6.05); unlikely(6.05); ultimate(6.05); unexpected(6.05); shallow(6.05); equally(6.05); epic(6.05); considerably(6.05); hostile(6.05),6.3,6.135,,,,9,adjectives/adverbs,semantic,8,descriptive words,syntactic,6,predicative adjectives,mixed
E074,12291,22,for(4.13); on(4.13); as(4.13); of(4.13); in(4.07); is(4.03); was(3.63); with(2.45); are(1.54); to(0.93); at(0.74); into(-0.13); were(-1.19); by(-1.72); from(-3.22); that(-4.19),99.9,1.926,,,,10,prepositions/verbs,syntactic,8,function words,syntactic,4,function words,syntactic
E075,7,5,are(8.23); under(8.12); As(7.93); had(6.92); the(1.78),100.0,1.550,,,,7,function words,syntactic,7,function words,syntactic,4,"are/""under""/""as""",syntactic
E076,7541,11,",(4.84); '(3.59); —(0.70); ((-0.43); –(-0.86); to(-1.08); with(-2.94); of(-4.14); and(-4.72); .(-5.20)",100.0,0.356,,,,10,punctuation,syntactic,9,punctuation,syntactic,5,comma punctuation,syntactic
E077,5579,1196,anchor(5.27); deployment(5.27); ancestors(5.27); hiding(5.27); detachment(5.27); evacuate(5.27); stand(5.27); anchored(5.27); posting(5.27); Ferry(5.27); Returning(5.27); submission(5.27); engagements(5.27); origin(5.27); ferry(5.27); power(5.27); home(5.27); ref(5.27); evacuation(5.27); frigate(5.27); participating(5.27); ambush(5.27); memorial(5.27); damage(5.27); loss(5.27); acceptance(5.27); patrols(5.27); preparations(5.27); camp(5.27); death(5.27); preparing(5.27); command(5.27); contribution(5.27); Farm(5.27); shelter(5.27); sailing(5.27); transportation(5.27); allied(5.27); shift(5.27); control(5.27); service(5.27); escorted(5.27); mission(5.27); sentenced(5.27); career(5.27); flights(5.27); Reserve(5.27); withdrawal(5.27); surrendered(5.27); dispatch(5.27),8.3,6.424,,,,9,military/naval,semantic,9,military operations,semantic,4,mixed nouns/military,mixed
E078,62226,269,Eight(1.79); Where(1.79); Such(1.79); [...](1.79); Then(1.79); Much(1.79); Within(1.79); Once(1.79); Among(1.79); What(1.79); Meanwhile(1.79); Here(1.79); Shortly(1.79); Between(1.79); To(1.79); Most(1.79); He(1.79); ](1.79); In(1.79); On(1.79); him(1.79); my(1.79); they(1.79); During(1.79); At(1.79); After(1.79); both(1.79); For(1.79); By(1.79); each(1.79); As(1.79); Although(1.79); every(1.79); you(1.79); And(1.79); All(1.79); When(1.79); His(1.79); There(1.79); These(1.79); Other(1.79); From(1.79); Two(1.79); Despite(1.79); According(1.79); With(1.79); Upon(1.79); Many(1.79); Several(1.79); Its(1.79),3.6,0.793,,,,10,determiners/pronouns,syntactic,8,discourse starters,syntactic,6,sentence-initial words,syntactic
E079,610,35,Their(8.46); ahead(8.46); our(8.46); their(8.46); front(8.46); each(8.46); joint(7.98); rear(7.59); my(7.14); them(6.02); they(5.31); line(5.23); its(4.71); night(4.38); air(4.19); her(4.15); were(1.86); the(1.34),96.4,2.083,,,,7,pronouns/positions,semantic,7,pronouns/position,syntactic,5,possessives/group,mixed
E080,15,5,In(7.38); the(3.68),80.0,1.229,,,,10,function words,syntactic,10,phrase starter,syntactic,4,"In/""the""",syntactic
E081,7,5,((6.39); he(6.27); for(6.18); was(4.27); to(3.35),100.0,1.550,,,,3,mixed/unclear,mixed,6,function words,syntactic,4,function words,syntactic
E082,22,8,were(6.65); with(5.06); to(3.69); of(3.28),81.8,1.818,,,,10,function words,syntactic,8,function words,syntactic,4,"were/""with""",syntactic
E083,7126,50,":(4.92); —(4.92); )(4.92); ((4.92); ,""(4.92); "")(4.92); ),(4.92); or(4.92); "",(4.92); ...(4.92); [(4.92); /(4.92); &(4.92); -(4.92); –(4.92); (""(4.92); ""(4.92); ;(4.85); ""),(4.60); ""...(4.60); );(4.50); "";(4.11); [...](3.92); !(2.80); ).(2.28); ,(1.68); like(1.51); .(-0.31); being(-0.45); I(-0.57); [PAD](-0.77); "".(-0.96); '(-3.44); to(-3.65)",99.7,2.479,,,,10,punctuation,syntactic,10,punctuation,syntactic,7,punctuation/symbols,syntactic
E084,312,26,"after(9.42); because(5.37); into(4.39); with(3.35); ((3.08); also(3.05); by(2.48); -(2.13); for(1.70); to(1.68); ,(0.85); of(-0.22)",93.9,1.623,,,,9,conjunctions/prepositions,syntactic,8,connectives,syntactic,5,after/prepositions,syntactic
E085,316,24,"along(8.28); which(7.33); with(5.19); were(4.96); into(3.88); '(1.64); at(1.59); of(1.44); the(1.33); to(0.66); ,(-1.75)",93.7,2.198,,,,10,prepositions,syntactic,7,connectives,syntactic,5,"along/""which""",syntactic
E086,6728,2721,板(5.00); Faire(5.00); Rudd(5.00); Slater(5.00); 正(5.00); Experiment(5.00); Rhino(5.00); Radcliffe(5.00); bodyguard(5.00); ouse(5.00); ctor(5.00); aim(5.00); mark(5.00); ison(5.00); aft(5.00); report(5.00); read(5.00); oss(5.00); care(5.00); MCA(5.00); wary(5.00); Ewing(5.00); Bowen(5.00); Companies(5.00); airmen(5.00); capsule(5.00); Boss(5.00); sage(5.00); Regiments(5.00); Floor(5.00); Regardless(5.00); reservation(5.00); Help(5.00); Easy(5.00); Caldwell(5.00); informing(5.00); Murdoch(5.00); endurance(5.00); wreckage(5.00); abandonment(5.00); Described(5.00); Stephens(5.00); rower(5.00); Paula(5.00); receptions(5.00); Destroyer(5.00); Farrell(5.00); scouts(5.00); OM(5.00); murderer(5.00),4.7,7.483,,,,2,mixed/unclear,mixed,2,mixed/unclear,mixed,1,random mixed tokens,mixed
E087,8,3,the(4.18),75.0,0.736,,,,10,article,syntactic,10,article,syntactic,4,definite article,syntactic
E088,2420,558,Companies(6.48); reside(6.48); Rules(6.48); beams(6.48); Ranch(6.48); Bryant(6.48); unsure(6.48); rocks(6.48); laps(6.48); portraits(6.48); 460(6.48); lots(6.48); likes(6.48); garage(6.48); slopes(6.48); fortune(6.48); Riley(6.48); Martha(6.48); keeps(6.48); Marge(6.48); lengths(6.48); trio(6.48); staying(6.48); blues(6.48); Fro(6.48); shops(6.48); portions(6.48); layer(6.48); tomb(6.48); stones(6.48); assists(6.48); blocks(6.48); residence(6.48); rows(6.48); looks(6.48); wasn(6.48); apartment(6.48); drivers(6.48); guitarist(6.48); brothers(6.48); neighbor(6.48); moves(6.48); surrounded(6.48); fear(6.48); Ever(6.48); rooms(6.48); homes(6.48); dream(6.48); reasons(6.48); acres(6.48),9.8,5.619,,,,7,domestic/property,semantic,7,housing/places,semantic,2,random mixed nouns,mixed
E089,344,105,comprised(9.29); participating(9.29); contained(9.29); publication(9.29); completion(9.29); consisted(9.29); copies(9.29); production(9.29); consists(9.29); consisting(8.88); printing(8.71); 1975(8.55); arriving(8.29); release(8.23); resumed(8.15); anniversary(7.88); fun(7.29); died(6.90); 2006(6.59); ting(6.48); based(6.34); will(6.29); construction(6.18); use(5.77); yards(5.59); because(5.23); against(5.18); were(5.01); back(4.94); around(4.68); her(4.39); would(4.12); through(4.09); its(3.61); had(1.89); the(0.25); of(-0.68),74.4,4.110,,,,7,composition/release,semantic,8,composition terms,semantic,5,composition verbs,mixed
E090,898,66,bad(7.91); bl(7.91); st(7.91); w(7.91); v(7.91); k(7.91); p(7.91); j(7.91); h(7.91); J(7.91); e(7.91); T(7.86); l(7.84); d(7.78); sh(7.67); y(7.66); b(7.50); fl(6.74); r(6.08); qu(6.03); op(6.00); f(5.81); Dr(5.49); th(3.82); ((2.39); '(2.25); -(2.25); s(1.07); the(0.30); of(-0.75); .(-1.87),95.0,3.292,,,,8,letters/fragments,syntactic,8,letter clusters,syntactic,6,initial consonants,syntactic
E091,3,3,by(6.38); that(6.23); the(3.01),100.0,1.099,,,,10,function words,syntactic,8,function words,syntactic,4,"by/""that""/""the""",syntactic
E092,413,29,"she(9.03); who(9.03); She(6.17); her(5.45); had(4.62); he(3.20); were(2.42); )(2.32); which(1.96); was(0.39); ,(-0.72)",93.9,1.767,,,,9,pronouns,syntactic,9,pronouns,syntactic,7,relative/subject pron,syntactic
E093,4373,248,likewise(5.62); merely(5.62); publicly(5.62); perhaps(5.62); increasingly(5.62); reportedly(5.62); partially(5.62); now(5.62); nor(5.62); once(5.62); either(5.62); nearly(5.62); sometimes(5.62); particularly(5.62); thus(5.62); usually(5.62); probably(5.62); always(5.62); yet(5.62); mainly(5.62); therefore(5.62); successfully(5.62); shortly(5.62); possibly(5.62); currently(5.62); entirely(5.62); quite(5.62); too(5.62); instead(5.62); originally(5.62); almost(5.62); initially(5.62); generally(5.62); specifically(5.62); occasionally(5.62); partly(5.62); rarely(5.62); apparently(5.62); normally(5.62); similarly(5.62); clearly(5.62); neither(5.62); easily(5.62); predominantly(5.62); virtually(5.62); intentionally(5.62); allegedly(5.62); mostly(5.62); primarily(5.62); approximately(5.62),12.5,4.340,,,,10,adverbs,semantic,10,adverbs,syntactic,9,adverbs (-ly),syntactic
E094,77,13,"without(11.45); the(2.72); ,(0.70)",83.1,1.532,,,,7,prepositions,syntactic,9,preposition,syntactic,5,without,syntactic
E095,51,8,with(4.85); to(3.80); of(3.53); the(3.24),92.2,1.578,,,,10,function words,syntactic,9,function words,syntactic,4,function words,syntactic
E096,97,12,down(11.09); up(6.37); into(5.85); of(2.46); the(-0.42),90.7,1.337,,,,9,directions,syntactic,8,directional preps,syntactic,5,directional particles,syntactic
E097,708,31,on(7.35); top(4.99); she(4.43); to(1.44); were(1.42); had(1.26); of(0.92); ((0.73); with(0.05); the(-0.71); .(-2.11),96.3,0.962,,,,3,mixed/unclear,mixed,5,mixed/unclear,mixed,4,on/mixed,syntactic
E098,9998,7,its(4.43); an(4.43); the(4.43); one(4.40); their(-0.63),100.0,0.452,,,,10,determiners,syntactic,8,determiners,syntactic,5,determiners/articles,syntactic
E099,290,27,"Air(9.54); air(8.93); Force(7.11); the(3.23); ((2.34); ,(1.49); The(1.08); '(0.76); of(0.73)",92.8,1.961,,,,10,air force,semantic,9,air force,semantic,7,"air/""force""",semantic
