expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E044,3219,1129,Heavyweight(6.06); Gran(6.06); rible(6.06); Beautiful(6.06); ropol(6.06); Wrestling(6.06); rik(6.06); fu(6.06); eland(6.06); Count(6.06); thal(6.06); ayan(6.06); Woman(6.06); oll(6.06); umber(6.06); otic(6.06); acher(6.06); ident(6.06); ister(6.06); Name(6.06); hound(6.06); ari(6.06); idy(6.06); idian(6.03); ode(5.93); Dance(5.89); mont(5.87); ame(5.87); ille(5.87); ace(5.82); ail(5.80); ese(5.79); Joshua(5.78); unga(5.76); Fresh(5.74); Clear(5.74); ave(5.74); anda(5.74); ct(5.74); rif(5.74); raw(5.74); ot(5.73); boo(5.72); rel(5.70); Off(5.69); ial(5.69); ctions(5.65); overland(5.65); lon(5.65); der(5.65),14.7,6.416,,,,6,subword fragments,syntactic,3,mixed fragments,mixed,3,mixed subwords,mixed
E045,2531,634,yah(6.41); chi(6.41); tember(6.41); can(6.33); has(6.28); mitt(6.27); gh(6.22); si(6.12); shima(6.09); deb(6.09); ari(6.09); lis(6.09); mul(6.09); raw(6.09); gon(6.09); dd(6.09); awi(6.05); Mach(6.00); counts(6.00); origin(5.97); wan(5.93); gu(5.83); may(5.78); ush(5.76); ve(5.75); aba(5.73); will(5.73); ri(5.70); v(5.67); amer(5.67); Pil(5.67); lu(5.67); x(5.60); ana(5.60); ma(5.60); agi(5.60); Androm(5.60); fu(5.60); could(5.45); su(5.41); der(5.41); Sk(5.41); gain(5.41); cannot(5.41); gets(5.41); akin(5.41); ites(5.41); had(5.36); brick(5.35); ans(5.33),33.1,5.312,,,,6,subword fragments,syntactic,2,token fragments,mixed,3,subword fragments,syntactic
E046,1525,776,warbler(7.14); bamboo(7.14); rabbits(7.14); stumps(7.14); sage(7.14); cystidia(7.14); reddish(7.14); yellowish(7.14); aguar(7.14); oak(7.14); gill(7.14); gills(7.14); trout(7.14); idium(7.14); sters(7.14); yellow(7.14); horn(7.14); tree(7.14); brown(7.14); throat(7.14); mushroom(7.14); arus(7.14); fungus(7.14); cotton(7.14); cattle(7.14); pine(7.14); lob(7.14); pale(7.14); ensis(7.14); gray(7.14); fin(7.14); blue(7.14); species(7.14); timber(6.95); shaped(6.92); lava(6.88); chick(6.82); stem(6.82); ster(6.82); fir(6.82); flesh(6.73); logs(6.73); green(6.73); snow(6.73); margin(6.73); smooth(6.73); dust(6.73); bot(6.73); ata(6.68); red(6.66),18.3,6.289,,,,10,nature/biology,semantic,8,nature terms,semantic,9,nature/biology,semantic
E047,2834,877,undivided(6.25); disastrous(6.25); tallest(6.25); modest(6.25); eping(6.25); extraordinary(6.25); preliminary(6.25); slower(6.25); ultimate(6.25); favourite(6.25); easier(6.25); vast(6.25); fastest(6.25); dramatic(6.25); closest(6.25); strongest(6.25); youngest(6.25); easy(6.25); lowest(6.25); greatest(6.25); perfect(6.25); fine(6.25); earliest(6.25); oldest(6.25); longest(6.25); highest(6.25); largest(6.25); main(6.22); best(6.20); much(6.19); average(6.17); one(6.08); est(6.08); favorite(6.08); notable(6.06); grossing(6.03); great(6.01); major(6.01); overall(6.01); important(6.00); immediate(5.99); hest(5.99); dominant(5.93); rich(5.93); powerful(5.93); total(5.90); prominent(5.89); secondary(5.89); enduring(5.83); negative(5.83),25.3,5.842,,,,9,adjectives/superlatives,syntactic,9,superlatives,syntactic,8,superlatives/adjectives,syntactic
E048,664,52,this(8.34); This(8.30); That(7.51); same(7.37); particular(6.53); each(6.31); these(6.19); every(6.14); latter(5.93); such(5.42); that(5.22); both(4.77); what(4.44); any(4.09); one(3.66); its(3.51); new(3.44); it(1.53); which(1.27); an(0.86); the(0.50); a(0.18),94.6,2.338,,,,10,determiners,syntactic,9,demonstratives,syntactic,8,demonstratives/determiners,syntactic
E049,1002,49,entire(6.84); former(6.49); fellow(6.33); of(5.13); other(4.56); The(2.42); the(1.88); )(1.36); as(1.29); s(1.29); from(1.20); '(1.20); for(0.02); in(-0.02); .(-3.03),96.1,1.475,,,,7,determiners/adjectives,syntactic,7,determiners/adjectives,syntactic,5,of/partitive,syntactic
E050,3563,668,upright(5.92); starboard(5.92); burning(5.92); distant(5.92); inner(5.92); southern(5.86); upper(5.75); southeastern(5.73); volcanic(5.70); nearby(5.64); rear(5.63); 24th(5.62); surrounding(5.60); middle(5.54); Turkish(5.50); deceased(5.50); boarding(5.50); wider(5.50); retreating(5.50); latter(5.50); northbound(5.46); Persian(5.33); remnant(5.33); tropical(5.28); eastern(5.24); existing(5.24); 3rd(5.22); northern(5.19); entire(5.18); 6th(5.15); 1st(5.12); southwest(5.11); bottom(5.11); concrete(5.11); imperial(5.11); Russian(5.10); central(5.08); Spanish(5.06); enemy(5.03); lower(5.03); 2nd(5.00); main(5.00); western(4.98); weak(4.92); aft(4.92); frontal(4.92); ridge(4.92); mountain(4.83); mainland(4.75); hill(4.75),12.5,4.046,,,,8,spatial/directional,semantic,8,spatial descriptors,semantic,7,positional adjectives,syntactic
E051,2639,288,explicitly(6.35); couldn(6.35); helping(6.35); formally(6.35); temporarily(6.35); repeatedly(6.35); hoped(6.35); helped(6.35); might(6.35); successfully(6.35); typically(6.35); cannot(6.35); easily(6.35); effectively(6.35); unable(6.35); may(6.35); will(6.35); could(6.35); should(6.35); must(6.35); would(6.35); can(6.31); always(6.13); ll(6.09); briefly(6.09); ultimately(6.09); accidentally(6.09); openly(6.03); reportedly(6.03); help(6.03); does(6.03); did(6.00); frequently(5.94); actually(5.90); thus(5.87); regularly(5.87); also(5.85); often(5.84); subsequently(5.84); already(5.81); specifically(5.77); eventually(5.77); officially(5.77); initially(5.73); previously(5.70); never(5.67); consequently(5.61); likewise(5.61); ually(5.61); currently(5.61),37.9,3.968,,,,10,adverbs,syntactic,8,modals/adverbs,syntactic,8,modal verbs/adverbs,syntactic
E052,1138,100,These(7.53); This(7.52); Such(7.34); Its(7.34); this(6.96); additional(6.56); these(6.55); new(6.50); entire(6.47); original(6.22); Their(6.15); surrounding(5.98); resulting(5.45); annual(5.39); its(5.23); The(5.17); current(5.06); former(4.95); such(4.90); modern(4.83); each(4.39); own(4.32); same(3.95); New(3.79); based(3.39); Australian(3.16); s(2.99); year(2.69); their(2.34); her(2.08); of(1.29); the(1.21); his(0.62); )(0.44); a(-0.18),93.1,2.975,,,,9,determiners/adjectives,syntactic,8,determiners/adjectives,syntactic,7,demonstrative determiners,syntactic
E053,2853,273,bypassing(6.24); exits(6.24); underneath(6.24); beneath(6.24); approaching(6.24); abandon(6.24); below(6.24); beyond(6.24); crossed(6.24); Between(6.24); Throughout(6.24); entering(6.24); aboard(6.24); Within(6.24); crosses(6.24); Along(6.24); inside(6.24); within(6.24); throughout(6.24); behind(6.24); above(6.24); via(6.24); near(6.24); through(6.24); across(6.24); onto(6.24); outside(6.24); along(6.17); downtown(6.14); Through(6.14); entered(6.13); enters(6.12); toward(6.09); enter(6.07); around(6.07); over(6.03); leaves(6.02); follow(5.98); facing(5.98); Over(5.95); approaches(5.92); connects(5.92); follows(5.92); beating(5.92); visiting(5.92); towards(5.83); completing(5.82); topped(5.82); alongside(5.82); leave(5.82),37.8,4.288,,,,10,spatial/prepositions,syntactic,8,spatial preps,syntactic,8,spatial prepositions,syntactic
E054,3171,550,ET(6.09); DD(6.09); MCA(6.09); Amtrak(6.09); RF(6.09); MDOT(6.09); RAN(6.09); Structure(6.09); OM(6.09); Article(6.09); UP(6.09); ESPN(6.09); CN(6.09); 295(6.09); NZ(6.09); MGM(6.09); IP(6.09); HP(6.09); CH(6.09); FE(6.09); DOT(6.09); NR(6.09); CT(6.09); Interstate(6.09); Flight(6.09); RT(6.09); GM(6.09); HS(6.09); LA(6.09); TS(6.09); AM(6.09); DJ(6.09); LS(6.09); BL(6.09); PD(6.09); ER(6.09); IN(6.09); OD(6.09); FM(6.09); AN(6.09); BE(6.09); MA(6.09); TA(6.09); EC(6.09); UN(6.09); CR(6.09); CE(6.09); AP(6.09); MC(6.09); TO(6.09),10.8,5.310,,,,9,abbreviations,mixed,7,acronyms,syntactic,8,acronyms/abbreviations,syntactic
E055,1998,117,Dr(6.75); Ph(6.75); H(6.74); D(6.73); L(6.71); Z(6.70); Y(6.68); N(6.68); R(6.67); P(6.65); E(6.64); Tr(6.60); J(6.59); K(6.58); O(6.58); S(6.57); C(6.52); W(6.51); M(6.50); B(6.48); G(6.40); var(6.34); Q(6.29); St(6.26); V(6.22); T(6.16); Ne(6.02); Br(6.02); Rh(5.95); Ch(5.92); F(5.75); U(5.74); AD(5.67); Bros(5.53); Hy(5.53); A(5.23); Re(4.95); Se(4.83); p(4.83); Al(4.58); d(4.54); Kr(4.36); US(4.32); X(4.17); Sh(4.15); William(4.11); De(4.11); Ab(4.02); Mr(4.02); No(3.58),93.1,3.678,,,,10,single letters/prefixes,syntactic,10,letters,mixed,8,single letters/initials,syntactic
E056,2085,105,"who(6.69); they(6.69); They(6.66); we(6.56); We(6.45); she(6.40); trio(6.28); which(6.18); whom(6.18); he(6.11); you(6.02); highways(5.95); I(5.70); She(5.60); having(4.88); what(4.78); band(4.69); team(4.68); that(4.59); group(4.42); Both(4.37); those(4.33); He(4.31); them(4.17); it(4.14); could(4.03); would(3.95); both(3.78); side(3.78); had(3.70); there(3.52); may(3.32); Japanese(2.97); There(2.95); then(2.71); two(2.67); members(2.44); It(1.71); British(1.67); have(1.53); three(1.40); all(1.18); ""(0.40); also(0.30); but(0.07); )(-0.43); as(-1.23); to(-2.87)",96.6,3.102,,,,8,pronouns/groups,syntactic,9,pronouns,syntactic,7,pronouns/subjects,syntactic
E057,1939,683,pyram(6.80); metamorph(6.80); bayon(6.80); skirm(6.80); discrimin(6.80); mead(6.80); dyn(6.80); whis(6.80); glam(6.80); eyew(6.80); dum(6.80); testim(6.80); flav(6.80); upl(6.80); pic(6.80); toler(6.80); slop(6.80); cou(6.80); milit(6.80); intr(6.80); assem(6.80); pa(6.80); fant(6.80); pursu(6.80); sle(6.80); rhy(6.80); emb(6.80); sil(6.80); fre(6.80); mult(6.80); syn(6.80); thr(6.80); cam(6.80); bul(6.80); imm(6.80); alleg(6.80); prop(6.80); sn(6.80); pun(6.80); pil(6.80); spr(6.80); cul(6.80); bot(6.80); str(6.80); fl(6.80); ret(6.80); dr(6.80); ev(6.80); bl(6.80); pr(6.80),11.8,5.982,,,,10,subword fragments,syntactic,2,subword fragments,syntactic,3,subword prefixes,syntactic
E058,2218,851,Cheng(6.60); 230(6.60); m2(6.60); km2(6.60); lb(6.60); kg(6.60); 板(6.60); 印(6.60); km(6.57); FM(6.41); 160(6.34); mm(6.30); 370(6.28); TA(6.28); [UNK](6.26); sq(6.24); AT(6.19); 02(6.19); oz(6.19); ″(6.19); gill(6.19); 152(6.19); 910(6.19); ′(6.09); 68(5.87); acre(5.87); PD(5.87); °(5.81); 600(5.75); 105(5.60); Mi(5.60); 76(5.60); ft(5.60); 89(5.60); mi(5.56); pound(5.43); 110(5.43); AP(5.28); zh(5.19); MA(5.19); 37(5.09); m(5.03); 32(5.02); 24(4.97); 45(4.96); h(4.90); 80(4.89); 87(4.87); 800(4.87); ha(4.84),20.6,6.065,,,,9,units/numbers,syntactic,9,units/numbers,syntactic,4,units/numbers mixed,mixed
E059,3117,1110,success(6.11); aim(6.11); nickname(6.11); speculation(6.11); qualities(6.11); outcome(6.11); opinions(6.11); cameo(6.11); delight(6.11); interference(6.11); capabilities(6.11); fortune(6.11); notion(6.11); disappointment(6.11); aims(6.11); behaviour(6.11); danger(6.11); role(6.11); inclusion(6.11); contribution(6.11); emphasis(6.11); interaction(6.11); opportunities(6.11); interpretation(6.11); inspiration(6.11); pattern(6.11); involvement(6.11); behavior(6.11); desire(6.11); difficulties(6.11); truth(6.11); stance(6.11); experiences(6.11); velocity(6.11); problem(6.11); focus(6.11); chance(6.11); hiatus(6.11); sentiments(6.11); commitments(6.11); iosity(6.11); prowess(6.11); doubts(6.11); motivation(6.11); difficulty(6.11); praise(6.11); credit(6.11); responsibility(6.11); reputation(6.11); importance(6.11),9.4,6.491,,,,9,abstract nouns,semantic,8,abstract concepts,semantic,7,abstract qualities,semantic
E060,703,110,social(8.00); economic(7.39); civil(7.12); political(7.12); very(7.10); western(6.91); eastern(6.07); naval(5.54); Australian(5.50); Russian(5.32); an(4.95); s(4.51); northern(4.42); United(4.39); a(4.38); American(4.28); British(4.04); its(3.95); their(3.20); the(2.19); The(0.80),84.9,2.960,,,,9,geopolitical adjectives,semantic,7,societal adjectives,semantic,6,domain adjectives,mixed
E061,2827,135,till(6.25); Starting(6.25); Until(6.25); Beginning(6.25); Prior(6.25); Around(6.25); Within(6.25); Throughout(6.25); Between(6.25); Before(6.25); Upon(6.25); Of(6.25); during(6.25); before(6.25); At(6.25); Under(6.25); Following(6.25); During(6.25); until(6.25); After(6.25); after(6.22); since(6.22); From(6.19); Since(6.13); By(6.02); On(6.01); Over(5.96); beyond(5.84); About(5.67); For(5.65); following(5.37); throughout(5.36); above(5.33); approximately(5.25); In(4.95); between(4.88); within(4.87); about(4.82); upon(4.79); at(4.73); around(4.72); near(4.67); toward(4.52); Through(4.35); below(4.25); past(4.25); With(4.11); towards(3.76); through(3.72); despite(3.52),66.8,3.679,,,,10,prepositions/temporal,syntactic,9,temporal preps,syntactic,9,temporal prepositions,syntactic
E062,4426,1598,keeps(5.61); ashing(5.61); inflicted(5.61); destroy(5.61); develops(5.61); evacuate(5.61); communicate(5.61); concentrate(5.61); relieve(5.61); sparked(5.61); merge(5.61); varies(5.61); develop(5.61); aving(5.61); represent(5.61); marched(5.61); comprising(5.61); conducting(5.61); connects(5.61); produce(5.61); bring(5.61); cting(5.61); distinguish(5.61); undertook(5.61); manages(5.61); protecting(5.61); keep(5.61); transported(5.61); ize(5.61); construct(5.61); maintain(5.61); operates(5.61); maintaining(5.61); preparing(5.61); commanding(5.61); ify(5.61); contains(5.61); join(5.61); expand(5.61); opposing(5.61); establish(5.61); create(5.61); assisted(5.61); identify(5.61); putting(5.61); establishing(5.61); defending(5.61); icing(5.61); pursue(5.61); acted(5.61),5.4,6.864,,,,10,verbs,syntactic,8,verbs,syntactic,6,action verbs,syntactic
E063,3762,1268,represent(5.84); destroy(5.84); opposing(5.84); disliked(5.84); realize(5.84); endorsed(5.84); stopping(5.84); communicate(5.84); relieve(5.84); find(5.84); know(5.84); keep(5.84); prevent(5.84); consider(5.84); discover(5.84); ify(5.84); abandon(5.84); identify(5.84); attending(5.84); investigate(5.84); intersects(5.84); praising(5.84); restore(5.84); accept(5.84); tells(5.84); begin(5.84); achieve(5.84); follows(5.84); describes(5.84); finds(5.84); speak(5.84); reflect(5.84); knew(5.84); involve(5.84); enjoyed(5.84); tested(5.84); explains(5.84); spotted(5.84); visiting(5.84); pursue(5.84); discovers(5.84); realized(5.84); hear(5.84); survived(5.84); recalled(5.84); promote(5.84); seeing(5.84); spoke(5.84); determine(5.84); buy(5.84),6.4,6.555,,,,10,verbs,syntactic,8,verbs,syntactic,6,cognitive/speech verbs,syntactic
E064,2702,767,kilometer(6.32); receptions(6.32); touchdowns(6.32); verses(6.32); tickets(6.32); nominations(6.32); knots(6.32); moments(6.32); lb(6.32); inches(6.32); cm(6.32); metres(6.32); kilometres(6.32); minutes(6.32); miles(6.32); km2(6.32); m2(6.32); yd(6.32); yards(6.28); mi(6.24); £(6.23); million(6.23); feet(6.22); votes(6.19); seconds(6.17); percent(6.17); tons(6.12); tries(6.12); km(6.07); wounded(6.06); tackles(6.05); catches(6.05); dollars(6.05); divisions(6.05); $(6.04); beats(6.00); stars(6.00); finishes(6.00); points(5.98); pound(5.95); days(5.95); years(5.91); twice(5.90); races(5.90); laps(5.90); 232(5.90); rations(5.90); weeks(5.88); mile(5.85); lives(5.83),27.9,5.830,,,,10,units/counts,syntactic,8,measure stats,syntactic,8,units/measurements,semantic
E065,2862,329,830(6.23); 224(6.23); 209(6.23); 910(6.23); 610(6.23); 460(6.23); 122(6.23); 106(6.23); 260(6.23); 320(6.23); 380(6.23); 165(6.23); 110(6.23); thirty(6.23); 93(6.23); thousand(6.23); 900(6.23); 370(6.23); 270(6.23); 175(6.23); 109(6.23); 750(6.23); 230(6.23); 104(6.23); 125(6.23); 360(6.23); sq(6.23); 105(6.23); 84(6.23); 140(6.23); 76(6.23); hundred(6.23); 400(6.23); 185(6.23); 48(6.23); 600(6.23); 800(6.23); 52(6.23); 88(6.23); 99(6.23); 700(6.23); 160(6.23); 68(6.23); 250(6.23); 34(6.23); 32(6.23); 33(6.23); 300(6.23); 38(6.23); 90(6.23),12.0,4.873,,,,10,numbers,syntactic,10,numerals,syntactic,9,numbers,syntactic
E066,2266,84,Using(6.57); beneath(6.57); plus(6.57); involving(6.57); alongside(6.57); Under(6.57); With(6.57); under(6.57); against(6.55); with(6.51); using(6.34); by(5.77); despite(5.71); without(5.46); behind(5.04); Colonel(4.99); including(3.80); towards(3.40); following(3.40); over(3.30); from(2.61); to(2.45); between(2.36); of(1.48); through(1.37); for(1.16); on(0.75); at(0.16); as(0.11); had(-0.83); in(-3.42); and(-3.72),97.1,2.281,,,,9,prepositions,syntactic,9,prepositions,syntactic,7,accompaniment preps,syntactic
E067,1367,41,amongst(7.30); Among(7.30); among(7.30); At(7.28); at(7.26); near(5.21); outside(4.98); above(4.64); around(4.59); all(4.45); of(4.03); about(3.49); between(3.41); both(2.93); during(2.92); off(2.72); than(2.45); by(1.45); from(1.41); on(1.40); over(1.15); as(-1.03); to(-2.68),98.3,1.644,,,,10,prepositions,syntactic,9,locative preps,syntactic,7,among/at prepositions,syntactic
E068,747,326,Holocaust(8.17); tons(7.76); shaft(7.66); defenses(7.64); militia(7.59); something(7.49); refugees(7.44); divisions(7.39); battalions(7.27); everything(7.17); yd(7.17); battleships(7.00); units(6.96); crimes(6.95); structures(6.85); industry(6.76); guns(6.45); tactics(6.44); concerts(6.44); roadway(6.44); beam(6.44); forces(6.39); structure(6.17); process(6.17); there(6.12); mph(6.08); warships(6.06); conspiracy(5.95); division(5.95); minutes(5.92); ball(5.92); infantry(5.92); miles(5.91); system(5.89); force(5.87); films(5.76); ways(5.65); weeks(5.51); positions(5.49); bridge(5.47); troops(5.42); battalion(5.36); police(5.30); soldiers(5.14); days(5.03); state(4.91); [(4.80); population(4.78); ships(4.71); Army(4.69),46.6,5.264,,,,7,military/conflict,semantic,7,military terms,semantic,4,mixed nouns/military,mixed
E069,1826,700,governorship(6.88); onstage(6.88); shoreline(6.88); backstage(6.88); complexes(6.88); interchanges(6.88); concurrently(6.88); extensively(6.88); directions(6.88); annually(6.88); charts(6.88); forth(6.88); entirely(6.88); decades(6.88); elsewhere(6.88); together(6.71); regions(6.66); today(6.66); here(6.66); alone(6.59); ily(6.56); concurrency(6.56); border(6.54); couple(6.52); apart(6.47); twice(6.47); purposes(6.47); territories(6.47); regularly(6.40); afterwards(6.37); respectively(6.37); chart(6.30); countries(6.30); again(6.26); corner(6.20); ently(6.15); sides(6.15); rivers(6.15); flank(6.15); throne(6.15); corridor(6.15); itself(6.03); inter(5.99); occasions(5.88); sector(5.88); agencies(5.88); core(5.77); overseas(5.71); junction(5.69); counties(5.66),17.3,5.980,,,,9,spatio-temporal,semantic,6,spatiotemporal adverbs,semantic,4,mixed location/adverbs,mixed
E070,1825,45,"your(6.88); Their(6.88); Its(6.88); whose(6.88); their(6.88); its(6.87); his(6.61); our(6.23); His(6.09); her(5.91); s(5.44); my(5.24); Her(4.56); '(4.32); ’(3.34); more(1.53); an(0.14); ""(-1.08); the(-2.78)",98.2,2.062,,,,10,possessives,syntactic,10,possessive pronouns,syntactic,8,possessive determiners,syntactic
E071,2617,44,"nor(6.04); versus(5.95); and(5.16); alongside(5.10); with(4.79); but(4.71); despite(4.04); or(3.51); having(3.07); has(2.97); as(2.91); using(2.86); while(2.06); had(1.90); ,(1.87); there(1.61); under(1.57); ),(1.32); who(1.28); against(1.25); including(1.18); than(1.10); have(0.62); by(0.52); ((-0.57); from(-0.67); for(-1.37); to(-2.03)",99.3,1.453,,,,10,conjunctions/prepositions,syntactic,7,connectors,syntactic,6,conjunctions/comitative,syntactic
E072,2518,1328,pyram(6.42); metamorph(6.42); calder(6.42); stel(6.42); camer(6.42); Prosecut(6.42); hypoc(6.42); Myc(6.42); moul(6.42); bayon(6.42); sensu(6.42); Wigg(6.42); traw(6.42); cany(6.42); Administr(6.42); Cors(6.42); Settle(6.42); Investig(6.42); receip(6.42); Arri(6.42); skirm(6.42); Compos(6.42); Refle(6.42); skyscrap(6.42); nav(6.42); perpet(6.42); infiltr(6.42); Equ(6.42); pac(6.42); pec(6.42); Calder(6.42); Ign(6.42); discrimin(6.42); dyn(6.42); indul(6.42); totall(6.42); allot(6.42); reserv(6.42); whis(6.42); Dynam(6.42); glam(6.42); conting(6.42); tab(6.42); Aqu(6.42); Cav(6.42); ropol(6.42); apolog(6.42); suspic(6.42); Prom(6.42); slop(6.42),9.0,6.897,,,,10,subword fragments,syntactic,2,token fragments,syntactic,2,rare subword prefixes,syntactic
E073,3582,466,1796(5.91); 1899(5.91); 1890(5.91); 1901(5.91); 1906(5.91); 1952(5.91); 1959(5.91); 1951(5.91); 1949(5.91); 1911(5.91); 1926(5.91); 1965(5.91); 1917(5.91); 1976(5.91); 1975(5.91); 1988(5.91); 1918(5.91); 1967(5.91); 1964(5.91); 1978(5.91); 1919(5.91); 1962(5.91); 1936(5.91); 2015(5.91); 1941(5.91); 1920(5.91); 1945(5.91); October(5.91); June(5.91); February(5.91); 2013(5.91); 1893(5.91); 1903(5.91); 1909(5.91); 1925(5.91); 1957(5.91); noon(5.91); 1954(5.91); 1900(5.91); 1929(5.91); 1932(5.91); 1928(5.91); 1934(5.91); 1947(5.91); 1938(5.91); 1961(5.91); 1916(5.91); 1889(5.91); 1892(5.91); 1885(5.91),13.6,5.346,,,,10,dates/time,semantic,9,years/dates,semantic,9,years/dates,syntactic
E074,1603,539,1840s(7.07); 1796(7.07); 1804(7.07); 1799(7.07); 1832(7.07); pounder(7.07); 1860(7.07); 1880s(7.07); Dynasty(7.07); 1894(7.07); 1890(7.07); 1892(7.07); 1949(7.07); 1920s(7.07); 1933(7.07); 1930s(7.07); Age(7.07); 1926(7.07); medieval(7.07); 1935(7.07); dynasty(7.07); 1932(7.07); 1928(7.07); 1950s(7.07); decade(7.07); era(7.07); 1960s(7.07); 1980s(7.07); 1970s(7.07); centuries(7.07); 1990s(7.07); century(7.07); 1951(6.90); 1940(6.88); Period(6.88); 1870(6.85); 1797(6.85); 1937(6.81); 1930(6.81); 1938(6.81); 1906(6.75); 1919(6.75); 1967(6.75); 1950(6.66); 1969(6.66); renumbering(6.66); generation(6.66); 1956(6.66); 1929(6.66); classic(6.62),20.3,5.742,,,,10,historical/temporal,semantic,9,historical periods,semantic,8,historical periods/years,mixed
E075,1205,20,"""[(7.48); (""(7.48); ‘(7.48); “(7.48); ""...(7.33); ""(7.19); ](6.14); [(5.34); You(5.07); '(3.80); ((1.13); )(0.36)",99.0,0.692,,,,10,punctuation,syntactic,10,quote marks,syntactic,7,quotation marks,syntactic
E076,2403,85,Each(6.49); every(6.42); another(6.29); This(6.28); each(6.24); One(6.12); second(6.12); one(5.97); last(5.93); next(5.87); first(5.85); any(5.70); final(5.65); fifth(5.64); third(5.59); this(5.48); Second(5.40); fourth(5.37); A(5.35); latter(5.29); The(5.27); no(5.24); Their(5.07); previous(4.90); same(4.87); An(4.63); sixth(4.61); Another(4.56); following(4.40); an(4.16); single(4.11); That(4.07); a(3.68); 1st(3.37); only(2.56); two(2.27); five(2.24); No(2.09); such(1.82); most(1.36); three(1.19); that(0.28); )(0.10); the(-0.30),97.8,2.883,,,,10,quantifiers/ordinals,syntactic,9,quantifiers/ordinals,syntactic,7,ordinal determiners,syntactic
E077,2059,937,routines(6.71); animations(6.71); onstage(6.71); conferences(6.71); tapes(6.71); broadcasts(6.71); minds(6.71); commercials(6.71); goods(6.71); imagery(6.71); printing(6.71); programming(6.71); tape(6.71); mail(6.71); prints(6.71); mechanics(6.71); errors(6.71); communications(6.71); footage(6.71); movements(6.71); techniques(6.71); studies(6.71); designs(6.71); programs(6.71); missions(6.71); information(6.71); records(6.71); duties(6.54); orders(6.54); instructions(6.52); activities(6.52); operations(6.52); services(6.49); graphics(6.45); identification(6.45); aviation(6.45); strikes(6.45); concerts(6.39); filters(6.39); documents(6.39); tactics(6.39); writings(6.29); preparations(6.29); murders(6.29); membership(6.29); findings(6.29); racing(6.29); criteria(6.29); exhibitions(6.29); scripts(6.29),13.9,6.410,,,,9,plural nouns,syntactic,8,plural nouns,syntactic,7,plural activity nouns,mixed
E078,1640,395,negatively(7.04); ologically(7.04); likewise(7.04); explicitly(7.04); intentionally(7.04); critically(7.04); politically(7.04); openly(7.04); allegedly(7.04); extensively(7.04); virtually(7.04); considerably(7.04); equally(7.04); physically(7.04); steadily(7.04); predominantly(7.04); accidentally(7.04); fairly(7.04); suddenly(7.04); annually(7.04); clearly(7.04); repeatedly(7.04); similarly(7.04); personally(7.04); merely(7.04); ually(7.04); ily(7.04); even(7.04); ically(7.04); newly(7.04); badly(7.04); temporarily(7.04); publicly(7.04); reportedly(7.04); rarely(7.04); partially(7.04); partly(7.04); apparently(7.04); normally(7.04); formally(7.04); greatly(7.04); perhaps(7.04); effectively(7.04); occasionally(7.04); strongly(7.04); regularly(7.04); antly(7.04); specifically(7.04); extremely(7.04); rapidly(7.04),16.6,5.364,,,,10,adverbs,syntactic,10,ly adverbs,syntactic,9,adverbs (-ly),syntactic
E079,2817,21,"""),(5.52); ),(5.32); ,(4.88); "",(3.39); ;(2.65); —(1.31); )(0.72); as(-2.08); ""(-2.45)",99.5,0.316,,,,10,punctuation,syntactic,10,comma punctuation,syntactic,7,clause punctuation,syntactic
E080,4052,54,"amongst(5.73); among(5.55); regarding(5.32); involving(5.25); by(5.00); convinced(5.00); with(4.69); of(4.63); between(4.33); for(4.25); from(4.20); against(4.15); With(4.10); upon(3.60); towards(3.24); alongside(3.15); about(2.69); at(2.43); [(2.36); both(2.36); on(2.20); when(2.03); while(1.79); to(1.59); around(1.44); into(1.34); along(0.54); in(0.25); over(-0.00); as(-0.60); which(-1.34); ,(-5.43)",99.2,1.981,,,,9,prepositions,syntactic,9,prepositions,syntactic,6,prepositions,syntactic
E081,1517,31,‑(7.15); -(7.15); –(6.34); &(5.28); /(3.90); Route(1.97); .(0.11); '(-1.21),98.2,0.757,,,,10,symbols,syntactic,10,dashes,syntactic,7,hyphens/dashes,syntactic
E082,2457,277,380(6.45); 270(6.45); 52(6.45); 185(6.45); 105(6.45); 370(6.45); 140(6.45); 150(6.35); 36(6.34); 60(6.29); 58(6.27); 13(6.24); 57(6.23); 70(6.21); 5(6.19); 16(6.18); 17(6.16); 11(6.15); 15(6.13); 42(6.13); 68(6.13); 34(6.13); 65(6.13); 38(6.11); 7(6.11); 110(6.09); 4(6.08); 18(6.06); 23(6.06); 43(6.04); 79(6.04); 62(6.04); 106(6.04); 232(6.04); 37(6.04); 30(6.03); 3(6.03); 12(6.02); 22(6.00); 64(6.00); 1(5.99); 14(5.98); 20(5.97); 6(5.92); 47(5.92); 9(5.91); 24(5.89); 25(5.89); 8(5.88); 88(5.87),56.8,4.599,,,,10,numbers,syntactic,10,numbers,syntactic,9,numbers,syntactic
