expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E041,3395,1023,given(5.99); slowed(5.99); disturbed(5.99); enclosed(5.99); induced(5.99); concurrent(5.99); ruined(5.99); sealed(5.99); structured(5.99); deposited(5.99); excavated(5.99); rented(5.99); uncovered(5.99); increased(5.99); failed(5.99); required(5.99); changed(5.99); limited(5.99); estimated(5.99); intended(5.99); proposed(5.99); canceled(5.99); expanding(5.99); interrupted(5.99); sensitive(5.99); transformed(5.99); suited(5.99); contested(5.99); relating(5.99); allocated(5.99); repaired(5.99); halted(5.99); insufficient(5.99); shifted(5.99); blocked(5.99); restore(5.99); pursued(5.99); suspected(5.99); renewed(5.99); decreased(5.99); integrated(5.99); disputed(5.99); undertaken(5.99); expected(5.99); planned(5.99); increasing(5.99); extended(5.99); inated(5.99); removed(5.99); acknowledged(5.99),10.4,6.392,,,,9,past participles,semantic,9,-participles,syntactic,6,past participles,syntactic
E042,3030,805,Brit(6.15); London(6.15); Victor(6.15); Texas(6.15); Kent(6.15); Anzac(6.15); Zam(6.15); Burma(6.15); Trenton(6.15); Shetland(6.15); Kimber(6.15); Rabaul(6.15); Cors(6.15); Ewing(6.15); Carac(6.15); Christchurch(6.15); Penn(6.15); Wales(6.15); Scotland(6.15); Oxford(6.15); Egypt(6.15); Ireland(6.15); Belfast(6.15); Sudan(6.15); Crete(6.15); Gallipoli(6.15); Auckland(6.15); MacL(6.15); Baghdad(6.15); Malaya(6.15); Timor(6.15); Bavaria(6.15); Suez(6.15); Scottish(6.15); Pennsylvania(6.15); Israel(6.15); Ohio(6.15); Cambridge(6.15); Philadelphia(6.15); Zimbabwe(6.15); Tasmania(6.15); Aberdeen(6.15); Ely(6.15); Memphis(6.15); Highland(6.15); Borneo(6.15); Prague(6.15); Charleston(6.15); Cotton(6.15); Mozambique(6.15),13.5,5.935,,,,10,geographic names,semantic,9,geography,semantic,7,place names/geography,semantic
E043,1718,722,metamorph(6.97); camer(6.97); hypoc(6.97); moul(6.97); mod(6.97); gro(6.97); traw(6.97); bayon(6.97); skirm(6.97); receip(6.97); pec(6.97); discrimin(6.97); slam(6.97); indul(6.97); allot(6.97); whis(6.97); Esc(6.97); eyew(6.97); pac(6.97); spear(6.97); slop(6.97); clam(6.97); dum(6.97); tab(6.97); perpet(6.97); conting(6.97); pic(6.97); upl(6.97); flav(6.97); testim(6.97); fant(6.97); toler(6.97); exem(6.97); apolog(6.97); gri(6.97); asp(6.97); wid(6.97); recon(6.97); rhy(6.97); emb(6.97); domin(6.97); sle(6.97); haz(6.97); pier(6.97); lob(6.97); legitim(6.97); milit(6.97); intr(6.97); rub(6.97); assem(6.97),13.9,6.178,,,,5,word roots,syntactic,1,random fragments,mixed,3,subword stems,syntactic
E044,3636,1308,Don(5.89); Port(5.89); Trenton(5.89); Lah(5.89); Riverside(5.89); Kimber(5.89); unga(5.89); Rabaul(5.89); Settle(5.89); Confessions(5.89); cany(5.89); Cam(5.89); Pal(5.89); Sam(5.89); Pat(5.89); Texas(5.89); Carol(5.89); Hurley(5.89); Calder(5.89); Baghdad(5.89); Coral(5.89); Suez(5.89); Ocean(5.89); Sand(5.89); Jersey(5.89); avig(5.89); Ball(5.89); Cape(5.89); una(5.89); Indones(5.89); Jon(5.89); Lau(5.89); Rain(5.89); Somer(5.89); oes(5.89); Sab(5.89); Lambert(5.89); Indo(5.89); imo(5.89); ivo(5.89); Manila(5.89); Bard(5.89); Cotton(5.89); Mozambique(5.89); Citizen(5.89); Crete(5.89); Ign(5.89); Tok(5.89); Vis(5.89); Alabama(5.89),8.6,6.667,,,,7,name fragments,semantic,3,mixed propernouns,mixed,3,mixed proper nouns,mixed
E045,3218,68,"versus(6.07); Against(6.07); via(6.07); plus(5.65); alongside(5.39); through(5.14); among(4.93); as(4.59); in(4.56); against(4.17); at(4.01); during(3.80); for(3.72); by(3.50); between(3.44); after(3.40); throughout(3.36); within(3.30); under(2.97); from(2.92); and(2.87); –(2.82); with(2.53); over(2.33); or(2.31); until(2.26); into(2.12); near(1.98); including(1.62); off(1.48); on(1.24); ,(1.12); while(0.96); out(0.66); ((0.64); to(0.59); "",(0.53); ),(0.28); of(-3.32)",98.9,2.509,,,,9,prepositions,syntactic,8,prepositions,syntactic,7,prepositions,syntactic
E046,3450,298,Ethiopia(5.96); Rwanda(5.96); NZ(5.96); RAN(5.96); Malaya(5.96); Continental(5.96); CN(5.96); Afghanistan(5.96); Sudan(5.96); Malaysian(5.96); Borneo(5.96); Zimbabwe(5.96); Rhodesian(5.96); Palestine(5.96); Philippines(5.96); Belgium(5.96); Interstate(5.96); Indies(5.96); Swiss(5.96); Indonesia(5.96); Malaysia(5.96); Germany(5.96); Great(5.96); European(5.96); Canada(5.96); France(5.96); America(5.96); States(5.96); USA(5.96); Korea(5.96); Mediterranean(5.96); Vietnam(5.96); Iraq(5.96); Commonwealth(5.96); RAF(5.96); RAAF(5.96); Greece(5.96); Arab(5.96); Ireland(5.96); Egypt(5.96); Scotland(5.96); Zealand(5.96); Italian(5.96); Mexico(5.96); Spain(5.96); Russia(5.96); Israel(5.96); Brazil(5.96); Asia(5.96); Singapore(5.96),19.0,4.413,,,,10,countries/entities,semantic,10,countries/regions,semantic,8,countries/regions,semantic
E047,3435,44,of(4.68); being(4.54); via(4.39); as(4.30); from(4.26); into(4.19); in(4.06); during(3.28); between(3.01); using(2.88); at(2.54); for(2.52); on(2.29); across(2.13); under(1.98); off(1.80); against(1.45); up(1.23); or(0.63); be(0.55); about(0.43); is(-0.67); by(-0.78); with(-1.81),99.3,1.708,,,,8,function words,syntactic,7,function words,syntactic,6,prepositions,syntactic
E048,3962,142,Their(5.77); Its(5.77); His(5.69); This(5.64); Other(5.54); whose(5.48); The(5.34); Her(5.32); These(5.04); none(4.96); One(4.71); Most(4.44); fellow(4.35); these(4.29); A(4.26); other(4.16); its(4.13); many(4.12); Another(4.10); new(4.08); overall(4.06); those(4.05); most(4.01); another(3.99); latter(3.77); first(3.68); some(3.56); An(3.53); this(3.53); his(3.45); entire(3.44); next(3.44); Both(3.44); more(3.16); their(3.12); two(3.10); both(3.09); the(3.01); second(2.96); last(2.93); her(2.93); there(2.71); no(2.65); several(2.65); three(2.38); only(2.37); however(2.34); British(2.33); %(2.31); a(2.29),92.8,2.609,,,,9,determiners,syntactic,8,determiners/pronouns,syntactic,6,sentence-initial determ,syntactic
E049,2202,1009,Floor(6.61); angs(6.61); psilon(6.61); Calder(6.61); Hercules(6.61); Investigation(6.61); ogo(6.61); Help(6.61); Element(6.61); Appeals(6.61); decks(6.61); Hole(6.61); akon(6.61); rones(6.61); Hope(6.61); Us(6.61); atsu(6.61); lis(6.61); ropol(6.61); alia(6.61); ente(6.61); awi(6.61); aney(6.61); Name(6.61); elle(6.61); rible(6.61); oda(6.61); Count(6.61); Mountains(6.61); Isles(6.61); ampa(6.61); ault(6.61); abin(6.61); aste(6.61); fly(6.61); oes(6.61); rome(6.61); Story(6.61); OS(6.61); fu(6.61); atives(6.61); ails(6.61); ros(6.61); ceed(6.61); ils(6.61); lands(6.55); abs(6.53); angelo(6.51); ame(6.42); iversary(6.42),15.5,6.353,,,,3,mixed nouns/suffixes,mixed,1,random fragments,mixed,2,random mixed tokens,mixed
E050,4421,116,constitute(5.61); comprised(5.61); underwent(5.61); has(5.61); have(5.61); had(5.58); received(5.55); were(5.54); contains(5.49); are(5.46); did(5.45); do(5.44); is(5.41); does(5.40); was(5.39); seemed(5.34); suffered(5.30); contained(5.29); consists(5.12); represented(5.08); became(5.00); occurred(4.99); knew(4.87); done(4.83); seems(4.70); came(4.64); remained(4.49); chose(4.38); consisted(4.29); might(4.24); includes(4.24); happened(4.19); doing(4.15); makes(4.15); include(4.07); began(3.96); having(3.90); should(3.87); earned(3.61); been(3.55); could(3.50); remains(3.49); remain(3.49); being(3.35); become(3.29); appear(3.29); included(2.96); can(2.68); may(2.46); would(2.29),97.0,2.535,,,,9,verbs/auxiliaries,syntactic,7,auxiliary verbs,syntactic,6,state/auxiliary verbs,syntactic
E051,3140,68,huge(6.10); massive(6.10); own(6.10); large(6.08); small(6.05); a(5.94); other(5.91); smaller(5.72); another(5.42); numerous(5.36); larger(5.23); no(5.17); major(5.10); various(5.04); any(4.85); annual(4.74); big(4.69); an(4.60); whole(4.36); minor(4.23); wide(4.19); their(3.04); very(2.85); strong(2.73); new(2.61); local(2.36); further(2.19); its(2.18); some(2.06); four(2.06); more(1.91); many(1.52); her(1.42); two(1.40); several(1.12); one(0.90); three(0.81); this(-0.25); his(-1.26),98.9,1.359,,,,9,size/quantity,semantic,7,size/amount,semantic,6,size adjectives,syntactic
E052,1621,200,predominantly(7.05); virtually(7.05); merely(7.05); fairly(7.05); rarely(7.05); pretty(7.05); normally(7.05); roughly(7.05); quite(7.05); Only(7.05); primarily(7.05); relatively(7.05); slightly(7.05); mainly(7.05); typically(7.05); simply(7.05); cannot(7.05); entirely(7.05); largely(7.05); really(7.05); nearly(7.05); approximately(7.05); almost(7.05); only(7.05); just(7.05); very(7.05); not(7.04); mostly(6.99); least(6.93); last(6.90); less(6.84); little(6.84); too(6.83); perhaps(6.83); Less(6.79); finally(6.68); no(6.65); extremely(6.64); considerably(6.64); actually(6.61); usually(6.54); generally(6.47); equally(6.25); neither(6.21); most(6.20); completely(6.18); already(6.05); 60(5.81); never(5.75); un(5.75),70.4,3.961,,,,10,adverbs,syntactic,9,adverbs,syntactic,9,degree adverbs,syntactic
E053,3918,18,the(4.58); up(0.72); her(-0.12); The(-3.09),99.5,0.064,,,,2,function words,syntactic,1,random,mixed,4,articles/starters,syntactic
E054,3259,1659,quick(6.05); weak(6.05); social(6.05); agon(6.05); guerrilla(6.05); humanitarian(6.05); nav(6.05); upright(6.05); sonic(6.05); drowning(6.05); restrained(6.05); skirm(6.05); gubernatorial(6.05); colorful(6.05); interfered(6.05); Scenic(6.05); hiking(6.05); informing(6.05); sheer(6.05); decorative(6.05); totall(6.05); rhythmic(6.05); indul(6.05); discrimin(6.05); obey(6.05); unsure(6.05); invalid(6.05); believable(6.05); edible(6.05); undivided(6.05); backstage(6.05); disorganized(6.05); natural(6.05); surround(6.05); temporary(6.05); legal(6.05); rout(6.05); brutal(6.05); reserv(6.05); therly(6.05); disastrous(6.05); suspects(6.05); VHS(6.05); exaggerated(6.05); dyn(6.05); undefeated(6.05); catchy(6.05); furious(6.05); mead(6.05); stupid(6.05),5.9,7.056,,,,7,adjectives,semantic,3,mixed adjectives,mixed,3,mixed adjectives/subwords,mixed
E055,3193,731,ž(6.08); Bh(6.08); Mak(6.08); Hin(6.08); Mut(6.08); Shan(6.08); Hat(6.08); Shin(6.08); Yu(6.08); Tet(6.08); Sah(6.08); Rag(6.08); Miz(6.08); Miy(6.08); Jab(6.08); iv(6.08); ph(6.08); Mar(6.08); Jo(6.08); Sh(6.08); gu(6.08); Mik(6.08); Kam(6.08); utt(6.08); ön(6.08); Pap(6.08); zh(6.08); Sac(6.08); Patri(6.08); Bask(6.08); Mam(6.08); Kur(6.08); Kaz(6.08); Tok(6.08); Ol(6.08); Santa(6.08); Wat(6.08); Vis(6.08); Ay(6.08); Ta(6.08); oz(6.08); Cho(6.08); Mes(6.08); Dol(6.08); Tag(6.08); Mach(6.08); Pr(6.08); jo(6.08); Gu(6.08); Pa(6.08),11.9,5.751,,,,4,name fragments,semantic,2,name fragments,mixed,4,capitalized name prefixes,syntactic
E056,2125,786,starboard(6.66); ancestry(6.66); Rebellion(6.66); archaeologists(6.66); Fame(6.66); province(6.66); circulation(6.66); legislation(6.66); thunderstorms(6.66); findings(6.66); observers(6.66); ancestors(6.66); precipitation(6.66); revolt(6.66); rains(6.66); rebellion(6.66); Representatives(6.66); allies(6.66); residence(6.66); bones(6.66); elsewhere(6.66); supporters(6.66); independence(6.66); actions(6.66); friends(6.66); activity(6.66); Records(6.66); territory(6.66); brother(6.66); convection(6.58); followers(6.58); parents(6.49); depression(6.47); retreat(6.47); critics(6.47); authorities(6.40); silence(6.34); father(6.34); resistance(6.34); himself(6.33); defenses(6.29); writings(6.25); civilians(6.25); terrorism(6.25); capabilities(6.25); gunfire(6.25); enemies(6.18); politics(6.18); seconds(6.15); him(6.11),19.0,6.008,,,,6,history/conflict,semantic,6,society/politics,semantic,4,mixed nouns,mixed
E057,2017,726,deaf(6.74); affiti(6.74); yellowish(6.74); glam(6.74); curtain(6.74); raw(6.74); timber(6.74); loud(6.74); bish(6.74); colored(6.74); azy(6.74); metal(6.74); blue(6.74); colour(6.74); dance(6.74); iron(6.74); green(6.74); neth(6.74); blues(6.74); sad(6.74); amateur(6.74); chant(6.74); gray(6.74); blind(6.74); plain(6.74); concrete(6.74); drag(6.74); wooden(6.74); classical(6.74); brick(6.74); dish(6.74); smooth(6.74); soft(6.74); yellow(6.74); wild(6.74); hot(6.74); steel(6.74); glass(6.74); comic(6.74); sand(6.74); hed(6.74); mud(6.74); rub(6.74); scale(6.74); earth(6.74); folk(6.74); rock(6.74); tar(6.74); rap(6.74); black(6.74),17.6,6.063,,,,10,sensory/materials,semantic,8,colors/materials,semantic,7,material/color adjectives,semantic
E058,1216,40,they(7.47); She(7.47); They(7.47); We(7.47); we(7.47); He(7.47); Having(7.47); he(7.46); she(7.44); You(5.05); I(4.84); went(4.79); you(4.66); It(4.25); can(3.81); them(3.70); there(3.52); As(2.81); could(2.70); it(1.65),97.9,2.158,,,,10,pronouns,syntactic,9,pronouns,syntactic,8,subject pronouns,syntactic
E059,2043,401,prepare(6.72); striking(6.72); establishing(6.72); construct(6.72); loaded(6.72); locked(6.72); breaking(6.72); shut(6.72); picked(6.72); boards(6.72); sets(6.72); fitting(6.72); carved(6.72); auction(6.72); erected(6.72); fixed(6.72); fitted(6.72); casting(6.72); putting(6.72); thrown(6.72); cast(6.72); seal(6.72); building(6.72); board(6.72); hold(6.72); sent(6.72); put(6.72); sell(6.72); established(6.72); establish(6.72); fit(6.72); laid(6.72); constructed(6.72); broke(6.72); looking(6.72); setting(6.72); filmed(6.72); build(6.72); cut(6.72); set(6.72); built(6.65); held(6.57); takes(6.57); installed(6.55); shot(6.54); kept(6.53); carried(6.51); Cut(6.50); sold(6.46); lay(6.46),31.6,5.122,,,,10,construction/placement,semantic,8,construction verbs,semantic,6,construction verbs,syntactic
E060,2675,268,224(6.33); 232(6.33); 380(6.33); 106(6.33); 03(6.33); 104(6.33); 109(6.33); 98(6.33); 185(6.33); 36(6.33); 02(6.33); 05(6.33); 59(6.33); 88(6.33); 52(6.33); 11(6.25); 18(6.23); 15(6.22); 47(6.22); 90(6.21); 17(6.19); 16(6.19); 24(6.18); 34(6.18); 60(6.17); 70(6.17); 105(6.14); 5(6.13); 10(6.13); 13(6.12); 57(6.11); 1(6.11); 123(6.10); 8(6.09); 25(6.08); 30(6.08); 51(6.07); 76(6.07); 67(6.07); 21(6.07); 360(6.07); 89(6.07); 58(6.05); 3(6.04); 4(6.02); 20(6.02); 7(6.01); 42(6.01); 14(5.99); 38(5.99),51.0,4.543,,,,10,numbers,syntactic,10,numbers,syntactic,9,numbers,syntactic
E061,3852,14,".)(5.81); '.(5.39); .(5.28); ).(5.23); !.(4.64); "".(3.89); As(3.83); .""(2.76)",99.8,0.302,,,,9,punctuation,syntactic,9,sentence punctuation,syntactic,7,sentence-end punctuation,syntactic
E062,1802,488,eping(6.90); amped(6.90); ashing(6.90); acking(6.90); rowing(6.90); icing(6.90); encing(6.90); raising(6.90); oring(6.90); elling(6.90); uous(6.90); otic(6.90); apping(6.90); bling(6.90); knots(6.90); ging(6.90); aging(6.90); aded(6.90); ledge(6.90); bing(6.90); ify(6.90); izing(6.90); ding(6.90); ential(6.90); ping(6.90); ming(6.90); ize(6.90); aring(6.90); tion(6.90); ening(6.90); cting(6.90); ty(6.90); ave(6.90); ing(6.90); ment(6.90); aving(6.90); aking(6.90); ting(6.90); eral(6.90); ceed(6.90); ying(6.90); asing(6.90); sure(6.90); iting(6.90); ering(6.90); ising(6.90); ull(6.90); cing(6.90); inning(6.90); ling(6.90),24.3,5.361,,,,10,suffixes,syntactic,10,subword suffixes,syntactic,8,verb/adjective suffixes,syntactic
E063,2525,377,reside(6.42); constitute(6.42); progresses(6.42); endured(6.42); waited(6.42); survives(6.42); staying(6.42); resume(6.42); presumed(6.42); develops(6.42); retreated(6.42); belonged(6.42); disappeared(6.42); arose(6.42); emerged(6.42); operates(6.42); originated(6.42); underwent(6.42); dissipated(6.42); looks(6.42); attained(6.42); struggled(6.42); prove(6.42); fallen(6.42); wasn(6.42); suffering(6.42); existed(6.42); happened(6.42); participate(6.42); survive(6.42); seemed(6.42); stayed(6.42); appearing(6.42); falls(6.42); ceased(6.42); suffered(6.42); stood(6.42); becomes(6.42); stay(6.42); maintained(6.42); grew(6.42); marks(6.42); seems(6.42); survived(6.42); gone(6.42); occurs(6.42); fell(6.42); becoming(6.42); remaining(6.42); maintain(6.42),11.7,4.704,,,,9,stative verbs,semantic,7,state-change verbs,semantic,7,stative/intransitive verbs,syntactic
E064,3297,14,&(6.03); but(6.03); and(5.62); or(4.73); while(4.48); –(2.50); than(1.99),99.7,0.583,,,,10,conjunctions,syntactic,9,conjunctions,syntactic,7,coordinating conjunctions,syntactic
E065,3611,10,the(4.58); its(0.48); her(0.00); The(-1.10),99.8,0.059,,,,3,determiners,syntactic,3,articles,syntactic,5,articles/determiners,syntactic
E066,22823,177,"'.""(3.24); Starting(3.24); Using(3.24); ...""(3.24); Until(3.24); Without(3.24); Beginning(3.24); ?""(3.24); Prior(3.24); Around(3.24); Within(3.24); Throughout(3.24); Unlike(3.24); Of(3.24); About(3.24); !""(3.24); .)(3.24); "").(3.24); From(3.24); Following(3.24); Under(3.24); Despite(3.24); ”(3.24); Upon(3.24); Among(3.24); Before(3.24); For(3.24); At(3.24); During(3.24); .""(3.23); By(3.21); With(3.19); On(3.13); proved(3.09); Due(3.05); "".(3.02); After(2.99); Since(2.98); According(2.96); Over(2.95); Also(2.95); Between(2.92); Once(2.92); Like(2.92); In(2.67); Meanwhile(2.62); Originally(2.56); To(2.52); Past(2.50); Soon(2.50)",5.8,0.544,,,,8,sentence starters,syntactic,8,sentence starters,syntactic,5,sentence-initial words,syntactic
E067,3156,963,command(6.09); mission(6.09); commitment(6.09); consequence(6.09); findings(6.09); instructions(6.09); allegations(6.09); evidence(6.09); concern(6.09); threat(6.09); lack(6.09); interest(6.09); objective(6.09); doubt(6.09); delivery(6.09); request(6.09); influence(6.09); contribution(6.09); confidence(6.09); proportion(6.09); withdrawal(6.09); attention(6.09); purposes(6.09); warnings(6.09); evacuation(6.09); demand(6.09); testimony(6.09); aim(6.09); motivation(6.09); risk(6.09); recognition(6.09); purpose(6.09); praise(6.09); difficulty(6.09); inspiration(6.09); passage(6.09); chance(6.09); focus(6.09); conclusion(6.09); absence(6.09); rule(6.09); presence(6.09); direction(6.09); favour(6.09); appointment(6.09); possibility(6.09); elimination(6.09); dismissal(6.09); commitments(6.09); plea(6.09),11.4,6.329,,,,10,abstract nouns,semantic,8,abstract nouns,semantic,7,abstract nouns,semantic
E068,2497,711,locked(6.43); upgraded(6.43); positioned(6.43); suspected(6.43); pregnant(6.43); classified(6.43); buried(6.43); allocated(6.43); confused(6.43); inserted(6.43); routed(6.43); reclassified(6.43); sacrificed(6.43); arrested(6.43); portrayed(6.43); guilty(6.31); withdrawn(6.31); located(6.27); fitted(6.26); repaired(6.26); assigned(6.24); stationed(6.24); convicted(6.21); removed(6.20); delayed(6.17); knocked(6.17); damaged(6.14); banned(6.11); conceived(6.11); relieved(6.11); modified(6.11); selected(6.11); granted(6.11); dismantled(6.11); built(6.10); completed(6.08); rebuilt(6.07); installed(6.07); involved(6.04); reinforced(6.02); thrown(6.02); applied(6.02); replaced(6.02); truncated(6.02); augmented(6.02); planted(6.02); bombed(6.02); incorporated(6.02); shifted(6.02); discovered(6.02),16.5,5.988,,,,9,passive participles,semantic,8,-participles,syntactic,7,participial adjectives,syntactic
E069,735,62,apart(8.20); off(8.20); out(8.20); forth(8.20); away(8.20); up(8.20); down(8.20); back(8.08); forward(7.68); together(6.35); going(5.87); along(5.74); open(5.39); ens(4.97); across(4.77); north(4.42); way(4.41); through(4.00); into(3.80); over(3.78); end(3.67); south(3.50); around(3.17); -(2.06); on(-0.29),93.9,2.639,,,,10,adverbial particles,syntactic,9,particles/direction,syntactic,8,directional particles,syntactic
E070,4201,79,till(5.68); prompting(5.68); amongst(5.68); except(5.68); throughout(5.68); until(5.68); during(5.66); before(5.65); among(5.64); via(5.56); despite(5.53); following(5.51); within(5.50); through(5.47); since(5.46); after(5.38); by(5.28); without(5.20); from(5.16); for(4.98); at(4.98); entering(4.94); including(4.89); according(4.76); across(4.42); under(4.41); against(4.38); between(3.99); toward(3.94); around(3.87); below(3.68); past(3.68); towards(3.51); over(3.50); in(3.48); above(3.43); Through(3.36); near(3.01); into(2.74); using(2.18); received(1.95); 0(1.65); with(1.52); During(1.36); along(1.22); on(1.19); than(1.16); about(1.14); when(0.11); as(-0.78),99.0,2.846,,,,10,prepositions,syntactic,9,prepositions,syntactic,8,prepositions,syntactic
E071,3766,51,among(5.79); containing(5.62); amongst(5.42); with(5.06); of(4.97); featuring(4.84); alongside(4.84); aboard(4.84); against(4.73); by(4.62); carrying(4.58); from(4.24); between(3.02); using(2.75); towards(2.67); for(2.46); under(2.21); about(2.17); including(2.07); at(1.92); included(1.73); like(1.70); into(1.69); on(1.01); or(0.18); over(-0.31); had(-0.83); to(-0.92); as(-2.49); and(-2.58),99.2,1.592,,,,10,prepositions,syntactic,9,prepositions,syntactic,6,accompaniment preps,syntactic
E072,2778,1038,Times(6.28); Film(6.28); Awards(6.28); VanDerWerff(6.28); Keller(6.28); OM(6.28); Speedway(6.28); arty(6.28); Angeles(6.28); Records(6.28); ada(6.28); stein(6.28); ils(6.28); Entertainment(6.28); IV(6.28); Festival(6.28); Square(6.28); abin(6.28); MTV(6.28); Reviewers(6.28); Artists(6.28); Cage(6.28); Complex(6.28); Challenge(6.28); Ebert(6.28); Motors(6.28); shima(6.28); ickett(6.28); Soldier(6.28); rones(6.28); iversary(6.28); USA(6.28); IGN(6.28); Magazine(6.28); Weekly(6.28); Price(6.28); NME(6.28); ESPN(6.28); Victory(6.28); DOT(6.28); MGM(6.28); Transit(6.28); amoto(6.28); Journal(6.28); Media(6.28); Television(6.28); iner(6.28); Story(6.28); 3D(6.28); Bros(6.28),10.0,6.384,,,,9,media companies,semantic,7,media entities,semantic,3,mixed proper nouns/codes,mixed
E073,2683,909,Gr(6.33); Cl(6.33); Car(6.33); Sp(6.33); Bl(6.33); Sc(6.33); Sho(6.33); Rum(6.33); Dynam(6.33); Shop(6.33); Jas(6.33); McN(6.33); Chak(6.33); Wyn(6.33); Rut(6.33); Bly(6.33); Bard(6.33); Tik(6.33); Ign(6.33); Aqu(6.33); Have(6.33); Swan(6.33); Shir(6.33); Cav(6.33); Wake(6.33); Hes(6.33); Mull(6.33); Tet(6.33); Sah(6.33); Pod(6.33); Rag(6.33); Hous(6.33); Esc(6.33); Gand(6.33); Market(6.33); Rush(6.33); Mut(6.33); Chan(6.33); Mom(6.33); Gran(6.33); Cut(6.33); Hind(6.33); Can(6.33); Coun(6.33); Indi(6.33); Pe(6.33); Li(6.33); Bar(6.33); Des(6.33); Mus(6.33),14.6,6.257,,,,2,word fragments,syntactic,2,random fragments,mixed,4,capitalized word stems,mixed
E074,3676,9,",(4.96); however(2.03); "",(1.56)",99.8,0.035,,,,3,comma/however,mixed,6,punctuation/connective,syntactic,5,comma punctuation,syntactic
E075,1359,188,criminal(7.31); Swiss(7.31); regional(7.31); Federal(7.31); insur(7.31); widespread(7.31); technical(7.31); global(7.31); international(7.31); police(7.31); private(7.31); social(7.31); civil(7.31); federal(7.31); urban(7.31); worldwide(7.31); Public(7.31); domestic(7.31); local(7.31); public(7.31); political(7.31); national(7.31); military(7.31); National(7.28); official(7.23); popular(7.18); German(7.18); publicly(7.09); perpet(7.05); general(7.02); religious(6.99); Indonesian(6.99); naval(6.96); Russian(6.96); civilian(6.89); Canadian(6.89); Australian(6.75); International(6.72); FBI(6.66); Turkish(6.63); media(6.61); royal(6.61); live(6.59); Soviet(6.57); Japanese(6.49); human(6.48); legal(6.43); American(6.38); French(6.35); Naval(6.31),72.6,4.239,,,,10,administrative/national,semantic,8,socio-political adjectives,semantic,7,domain adjectives,mixed
E076,748,124,Indeed(8.17); Yet(8.17); Nevertheless(8.17); Still(8.17); Finally(8.17); Then(8.17); Thus(8.17); Soon(8.17); But(8.17); According(8.17); However(8.17); As(8.17); And(8.17); Where(8.09); Though(8.03); Also(7.88); What(7.85); ?(7.59); South(7.56); So(7.55); Operation(7.52); While(7.49); Here(7.43); Moving(7.43); Part(7.17); Later(6.97); Colonel(6.85); Further(6.59); Although(6.55); Mc(6.49); If(6.43); Al(6.32); For(6.21); !(6.05); Mr(5.85); To(5.65); May(5.63); Ste(5.59); General(5.53); how(5.42); North(5.19); When(5.17); By(4.85); feet(4.71); January(4.47); It(4.33); what(4.26); On(4.22); March(4.19); November(3.92),79.8,3.821,,,,8,sentence starters,syntactic,8,discourse markers,syntactic,5,sentence starters,syntactic
E077,1590,110,thousand(7.08); Five(7.08); seven(7.08); multiple(7.08); multi(7.08); nine(7.08); two(7.08); five(7.08); six(7.08); ten(7.08); three(7.08); thirty(7.08); twelve(7.08); hundred(7.08); eight(7.08); fourteen(7.08); sixteen(7.08); twenty(7.08); Eight(7.08); four(7.08); twin(7.08); Two(7.02); Four(6.97); several(6.89); one(6.88); Six(6.79); Three(6.73); 10(6.26); few(6.15); 11(6.00); 13(5.93); 15(5.89); 32(5.76); 36(5.70); 12(5.63); 20(5.60); 22(5.46); 19(5.43); 14(5.24); 24(5.13); 18(5.02); single(4.97); 21(4.82); 16(4.56); 30(4.46); One(4.33); 200(4.22); series(4.20); number(4.08); many(3.91),94.7,3.372,,,,10,numbers/quantity,semantic,10,numbers/quantifiers,syntactic,9,number words,syntactic
E078,2438,328,Russian(6.47); Japanese(6.47); French(6.47); German(6.47); Australian(6.47); Welsh(6.47); Spanish(6.47); hostile(6.47); fake(6.47); captive(6.47); Protestant(6.47); Continental(6.47); airborne(6.47); elderly(6.47); Indonesian(6.47); indigenous(6.47); Māori(6.47); Cherokee(6.47); Malaysian(6.47); Aboriginal(6.47); Iraqi(6.47); Europeans(6.47); Canadian(6.47); Indian(6.47); Chinese(6.47); English(6.47); entire(6.47); British(6.47); American(6.47); European(6.47); Vietnamese(6.47); Asian(6.47); Swiss(6.47); allied(6.47); Maya(6.47); Victorian(6.47); Confederate(6.47); communist(6.47); Dutch(6.47); Irish(6.47); Allied(6.47); foreign(6.47); Italian(6.47); nearby(6.47); Zealand(6.47); African(6.47); ancient(6.47); Korean(6.47); colonial(6.47); Turkish(6.47),47.5,4.730,,,,10,ethnicities/nations,semantic,9,nationalities,semantic,7,nationalities/adjectives,mixed
