expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E057,1191,28,"""(7.34); head(3.87); "",(1.97); '(1.73); one(1.49); be(1.28); The(-0.38); as(-0.83)",98.2,0.374,,,,3,mixed,mixed,5,quotes/mixed,mixed,4,quotation marks,syntactic
E058,4015,4,of(5.74),99.9,0.009,,,,1,random,mixed,10,preposition,mixed,5,"preposition ""of""",syntactic
E059,567,53,anti(8.57); U(8.57); American(8.50); United(8.11); US(7.64); S(7.19); St(5.70); W(5.40); 3(4.56); L(4.40); British(4.35); 1(2.66); Australian(2.59); who(2.48); -(1.85); .(1.16); The(0.92),92.8,2.555,,,,8,countries/politics,semantic,8,US/nationality,semantic,6,country demonyms,semantic
E060,4128,1134,2012(5.71); refer(5.71); 2006(5.71); 2013(5.71); 2005(5.71); 2014(5.71); relation(5.71); Stern(5.71); memoirs(5.71); submission(5.71); Letter(5.71); merge(5.71); complexes(5.71); Weaver(5.71); augmented(5.71); pneumonia(5.71); commitments(5.71); Auckland(5.71); polls(5.71); Afterwards(5.71); communicate(5.71); akin(5.71); resemblance(5.71); complaint(5.71); DOT(5.71); mentor(5.71); expeditions(5.71); Name(5.71); aligned(5.71); 2004(5.71); respect(5.71); party(5.71); 2015(5.71); 2003(5.71); 2001(5.71); research(5.71); 2002(5.71); access(5.71); interview(5.71); allegations(5.71); inform(5.71); coalition(5.71); UP(5.71); identification(5.71); honored(5.71); submit(5.71); disappointment(5.71); testimony(5.71); endorsed(5.71); integration(5.71),9.6,6.464,,,,8,formal/research,semantic,3,mixed/unclear,mixed,2,random/mixed,mixed
E061,960,36,"""(7.19); ""[(7.00); song(6.39); "",(3.01); only(2.30); '(0.62); was(0.49); for(0.40); in(-0.30); as(-0.52); The(-1.07); the(-2.32)",96.8,0.825,,,,8,song titles,semantic,6,song quotation,mixed,5,quotation/song,mixed
E062,251,32,closer(9.75); them(9.72); itself(8.16); against(8.13); south(7.16); him(6.70); towards(6.58); being(4.38); into(3.89); are(3.65); that(3.54),90.0,2.161,,,,5,relational words,mixed,7,pronouns+direction,syntactic,6,directional/pronouns,mixed
E063,5254,842,International(5.36); Hong(5.36); Allied(5.36); Marine(5.36); Welsh(5.36); native(5.36); Māori(5.36); US(5.36); federal(5.36); National(5.36); preliminary(5.36); Beautiful(5.36); northbound(5.36); nationalist(5.36); maritime(5.36); French(5.36); atorial(5.36); AN(5.36); operatic(5.36); inflicting(5.36); United(5.36); Nationalist(5.36); local(5.36); Indo(5.36); East(5.36); English(5.36); legitimate(5.36); Junior(5.36); General(5.36); hostile(5.36); Regional(5.36); Continental(5.36); Theodore(5.36); Revolutionary(5.36); Ancient(5.36); Southeast(5.36); volcanic(5.36); indigenous(5.36); County(5.36); Royal(5.36); ayan(5.36); Communist(5.36); architectural(5.36); Swiss(5.36); berry(5.36); communist(5.36); itarian(5.36); Sheffield(5.36); itious(5.36); metro(5.36),17.6,5.728,,,,10,national adjectives,semantic,8,national adjectives,semantic,7,nationalities/geopolitical,semantic
E064,7840,281,mul(4.78); Mom(4.78); Ran(4.78); Sor(4.78); lu(4.78); ami(4.78); Pu(4.78); ju(4.78); oe(4.78); tom(4.78); cul(4.78); hi(4.78); cam(4.78); Sar(4.78); ole(4.78); pal(4.78); c(4.78); ac(4.78); í(4.78); u(4.78); v(4.78); h(4.78); j(4.78); ari(4.78); bi(4.78); ana(4.78); bar(4.78); uc(4.78); pen(4.78); har(4.78); uk(4.78); ha(4.78); sy(4.78); si(4.78); ci(4.78); mi(4.78); var(4.78); gre(4.78); cre(4.78); ph(4.78); van(4.78); ush(4.78); om(4.78); ve(4.78); am(4.78); oc(4.78); od(4.78); vi(4.78); °(4.78); k(4.78),9.3,1.710,,,,9,fragments,syntactic,3,short fragments,syntactic,8,lowercase subword prefixes,syntactic
E065,564,93,green(8.58); Gold(8.58); gold(8.58); blue(8.58); South(8.58); North(8.58); white(8.36); Western(8.02); Southern(7.93); African(7.93); Northern(7.84); black(7.70); Red(7.41); United(7.37); ground(7.26); western(6.64); New(6.51); White(5.84); music(5.54); right(5.46); water(5.41); City(5.41); north(4.54); East(4.43); new(4.41); Australian(4.18); Australia(3.99); south(3.88); 000(3.88); May(3.53),85.3,3.353,,,,9,colors/directions,semantic,8,colors/directions,semantic,6,colors/directions,mixed
E066,917,25,with(7.88); only(2.36); 2(1.74); on(0.13); in(-2.11),97.4,0.298,,,,3,mixed,mixed,8,preposition,mixed,4,"preposition ""with""",syntactic
E067,5235,62,here(5.36); then(5.36); again(5.36); based(5.36); on(5.36); there(5.36); by(5.36); at(5.35); with(5.34); from(5.00); instead(4.90); for(4.23); while(4.14); when(4.06); after(3.81); along(3.28); using(3.28); upon(3.23); once(3.04); without(2.89); before(2.86); initially(2.42); later(2.42); next(2.04); within(1.86); during(1.62); only(1.59); under(0.15); in(-0.06); against(-0.16); also(-0.29); that(-0.37); as(-0.75); over(-0.79); which(-1.71); it(-1.87),99.3,2.390,,,,9,adverbs/prepositions,syntactic,9,locative adverbs,syntactic,7,adverbs/prepositions,syntactic
E068,408,131,Prior(9.04); Given(8.46); Much(8.31); Several(7.82); Between(7.72); Originally(7.63); Following(7.54); Throughout(7.46); During(7.14); Two(6.99); Early(6.87); According(6.82); Another(6.80); For(6.72); From(6.72); With(6.68); On(6.61); Despite(6.56); In(6.52); While(6.46); After(6.37); As(6.32); Meanwhile(6.31); By(6.31); Re(6.24); At(6.24); To(6.11); There(6.04); Although(6.04); A(5.98); When(5.31); An(5.08); However(4.80),70.6,4.092,,,,10,capitalized starters,syntactic,9,discourse starters,syntactic,9,sentence-initial words,syntactic
E069,519,46,calls(8.70); target(8.70); call(8.70); called(8.70); calling(8.55); this(8.16); these(7.54); only(7.41); named(6.70); ran(6.50); new(6.29); lead(5.89); its(5.69); their(4.86); en(4.77); four(4.07); including(3.51); has(3.38); it(2.20); for(0.55),93.8,2.513,,,,8,call variations,mixed,7,call-related terms,semantic,5,naming/calling,mixed
E070,1370,18,'(7.30); ’(7.30); itself(4.13); ing(1.65),98.8,0.249,,,,7,apostrophes,syntactic,8,apostrophes,syntactic,4,apostrophes,syntactic
E071,3777,4,and(5.83); or(0.18),99.9,0.015,,,,9,conjunctions,syntactic,10,and/or,syntactic,6,"conjunctions ""and/or""",syntactic
E072,311,35,over(9.44); ae(7.02); set(5.47); or(5.36); between(4.23); M(4.04); with(3.66); ((2.50); -(2.30); for(2.29); as(1.52),90.0,1.591,,,,3,mixed,mixed,8,prepositions,syntactic,3,mixed/unclear,mixed
E073,1216,30,IV(7.47); V(7.47); VI(7.47); '(7.17); W(5.88); land(5.21); F(4.01); U(3.94); high(3.88); L(3.88); T(3.58); C(3.15); St(3.01); –(1.77); -(-1.25); .(-1.89),98.4,0.715,,,,7,numerals/letters,syntactic,8,roman numerals,syntactic,5,roman numerals/letters,syntactic
E074,4368,1163,‑(5.62); ′(5.62); ″(5.62); 122(5.62); starboard(5.62); downgraded(5.62); 141(5.62); 460(5.62); exploded(5.62); 123(5.62); 129(5.62); 610(5.62); float(5.62); 270(5.62); 295(5.62); Zh(5.62); disorganized(5.62); slowed(5.62); muzzle(5.62); 260(5.62); 320(5.62); forecast(5.62); 152(5.62); median(5.62); 380(5.62); 165(5.62); 202(5.62); mortar(5.62); 195(5.62); short(5.62); mph(5.62); radius(5.62); 230(5.62); 102(5.62); dive(5.62); 750(5.62); shaft(5.62); weighed(5.62); boilers(5.62); load(5.62); disabled(5.62); ny(5.62); slower(5.62); cm(5.62); beam(5.62); trunk(5.62); loading(5.62); 104(5.62); 109(5.62); BL(5.62),7.4,6.363,,,,10,naval engineering,semantic,8,measurements/specs,semantic,4,numbers/naval terms,mixed
E075,3257,179,Wa(6.05); Ta(6.05); Ho(6.05); Ak(6.05); Lan(6.05); Ka(6.05); Si(6.05); Sk(6.05); Tor(6.05); Mel(6.05); Ke(6.05); Am(6.05); Po(6.05); Qu(6.05); Vi(6.05); Do(6.05); Cam(6.05); Sam(6.05); Bl(6.05); Ad(6.05); Ac(6.05); Ph(6.05); Pe(6.05); Or(6.05); Bo(6.05); Ma(6.05); Te(6.05); Ne(6.05); Cor(6.05); Dr(6.05); Mo(6.05); G(6.05); H(6.05); I(6.05); En(6.05); De(6.05); Mar(6.05); Th(6.05); em(6.05); Z(6.05); Ch(6.05); Le(6.05); Se(6.05); Be(6.05); Sh(6.05); Ro(6.05); Br(6.05); Gr(6.05); Tr(6.05); Sp(6.05),31.1,4.161,,,,10,capitalized fragments,syntactic,6,capital bigrams,syntactic,9,capitalized bigram prefixes,syntactic
E076,4159,26,something(5.70); another(5.70); an(5.70); less(5.70); one(5.70); more(5.70); a(5.69); two(5.63); some(5.49); any(5.11); three(4.51); four(3.87); several(3.71); no(3.13); much(1.55); further(1.37); new(0.79); other(0.60),99.8,1.446,,,,10,quantifiers,syntactic,9,indefinite quantifiers,syntactic,8,quantifiers/determiners,syntactic
E077,112,21,St(10.91); V(7.74); No(6.93); L(6.32); U(5.38); which(4.26); .(2.01),85.7,1.760,,,,7,abbreviations,syntactic,8,abbreviations,syntactic,4,abbreviations/mixed,mixed
E078,3491,943,say(5.95); sure(5.95); tell(5.95); how(5.95); presumed(5.95); testified(5.95); testimony(5.95); findings(5.95); Believe(5.95); jealous(5.95); watches(5.95); demanding(5.95); allegations(5.95); statements(5.95); confused(5.95); relating(5.95); mention(5.95); doubt(5.95); discovers(5.95); instance(5.95); waiting(5.95); obvious(5.95); confidence(5.95); decided(5.95); notice(5.95); unlikely(5.95); acknowledged(5.95); estimates(5.95); warned(5.95); suspected(5.95); asserted(5.95); hoping(5.95); referee(5.95); convicted(5.95); Judge(5.95); recognised(5.95); prove(5.95); criticised(5.95); think(5.95); belief(5.95); witness(5.95); regarding(5.95); seems(5.95); indicated(5.95); showing(5.95); alleged(5.95); discovered(5.95); revealed(5.95); something(5.95); finding(5.95),9.6,6.008,,,,10,cognition/speech,semantic,9,testimony/reporting,semantic,7,belief/evidence,semantic
E079,54,12,ines(11.96); ine(11.96); ina(10.26); z(8.26); y(8.19),85.2,1.897,,,,8,suffixes,syntactic,8,subword suffixes,syntactic,7,-ine suffixes,syntactic
E080,6175,6,",(4.96); —(-0.23); .(-4.06)",99.9,0.021,,,,9,punctuation,syntactic,9,comma punctuation,syntactic,7,comma punctuation,syntactic
E081,2124,85,"although(6.66); soon(6.66); but(6.66); after(6.66); before(6.66); then(6.66); where(6.66); while(6.66); though(6.66); however(6.63); due(6.60); shortly(6.58); if(6.57); again(6.44); because(6.38); prior(6.30); immediately(6.22); yet(6.15); since(6.15); once(6.11); when(6.09); afterwards(5.93); just(5.91); now(5.66); than(5.46); who(5.44); despite(5.34); until(5.23); even(4.94); following(4.49); initially(4.46); followed(4.43); "",(4.35); intended(4.34); which(4.26); including(3.70); subsequently(3.66); ;(3.60); about(3.54); originally(3.12); so(3.01); or(2.59); during(2.29); km(1.89); that(0.34); one(0.24); as(-0.25); with(-1.53)",97.5,3.359,,,,10,transitions/temporal,syntactic,10,temporal conjunctions,syntactic,8,temporal conjunctions,syntactic
E082,2794,36,".(5.31); campaign(3.95); ;(2.15); –(0.89); .""(0.42); "".(0.39); -(-0.34); which(-0.39); on(-2.22); '(-2.50); in(-3.72)",99.0,0.233,,,,3,mixed,mixed,8,sentence punctuation,syntactic,3,mixed punctuation,mixed
E083,1463,27,The(7.20); This(3.62); There(3.47); John(3.36); On(1.83); A(1.19); ;(0.86); the(-3.92),98.2,0.271,,,,8,capitalized starters,syntactic,8,capitalized starters,syntactic,5,sentence starters,syntactic
E084,5711,2,",(4.96); ((0.04)",100.0,0.023,,,,9,punctuation,syntactic,9,comma/brackets,syntactic,7,comma/parenthesis,syntactic
E085,3581,541,th(5.91); st(5.91); ar(5.91); ou(5.91); ro(5.91); ac(5.91); ent(5.91); ad(5.91); cou(5.91); Wel(5.91); sle(5.91); rhy(5.91); hed(5.91); wan(5.91); mud(5.91); intr(5.91); rub(5.91); fled(5.91); Raj(5.91); vic(5.91); alle(5.91); responsible(5.91); rif(5.91); aven(5.91); Bul(5.91); pun(5.91); heavily(5.91); oul(5.91); sn(5.91); gam(5.91); ano(5.91); ch(5.91); ur(5.91); ol(5.91); ir(5.91); im(5.91); ig(5.91); ver(5.91); ter(5.91); id(5.91); con(5.91); ag(5.91); spr(5.91); pil(5.91); sch(5.91); sem(5.91); ben(5.91); bot(5.91); mor(5.91); syn(5.91),19.1,5.451,,,,9,fragments,syntactic,2,random subwords,mixed,6,subword fragments,syntactic
E086,826,180,830(8.03); 28th(8.03); Julie(8.03); 460(8.03); 320(8.03); 380(8.03); 750(8.03); personally(8.03); 260(8.03); 370(8.03); thousand(8.03); Douglas(8.03); Wright(8.03); 900(8.03); 700(8.03); BA(8.03); 600(8.03); Howard(8.03); 800(8.03); 500(8.03); 300(8.03); III(8.03); 2000(8.03); 000(8.03); million(8.03); 400(7.95); 7(7.88); 60th(7.86); 1985(7.80); Christopher(7.76); stein(7.61); 250(7.61); 43(7.61); Trey(7.61); 2002(7.44); Taylor(7.29); 1983(7.29); wan(6.80); 8(6.71); 36(6.65); 11(6.62); 46(6.61); Jones(6.61); know(6.44); 2003(6.44); 34(6.29); 200(6.17); 56(6.15); %(6.15); 33(5.78),72.4,4.129,,,,8,numbers/years,mixed,7,numeric tokens,syntactic,3,numbers/names mixed,mixed
E087,3064,33,to(6.12); unable(4.72); initially(3.61); into(2.61); originally(2.59); back(2.05); had(-1.27),98.9,0.181,,,,4,mixed,mixed,7,to/into particles,syntactic,5,to/directional,syntactic
E088,2,2,for(6.98); that(6.81),100.0,0.693,,,,4,functional,syntactic,9,for/that,syntactic,6,"for/""that""",syntactic
E089,4329,29,hundreds(5.64); thousands(5.64); part(5.64); number(5.64); of(5.63); amount(5.32); effect(4.86); example(3.32); side(2.07); series(0.88); -(-1.35),99.4,0.384,,,,9,quantity words,semantic,7,quantity terms,semantic,7,quantity expressions,syntactic
E090,1271,40,from(7.41); :(7.39); between(4.52); within(4.32); throughout(4.29); in(3.80); into(3.55); used(3.41); due(3.36); with(2.63); by(2.51); ;(2.48); for(2.37); –(2.29); when(2.25); after(1.33); who(1.32); as(0.95); that(0.82); ((0.21); at(-0.42); -(-1.31),98.3,1.721,,,,9,prepositions,syntactic,9,prepositions,syntactic,5,prepositions/punctuation,syntactic
E091,35,5,–(9.79),85.7,0.600,,,,1,random,mixed,10,en dash,syntactic,7,en-dash,syntactic
E092,2817,197,hen(6.26); cou(6.26); ban(6.26); pen(6.26); pur(6.26); mor(6.26); par(6.26); ma(6.26); cho(6.26); la(6.26); ger(6.26); van(6.26); bar(6.26); del(6.26); gu(6.26); du(6.26); der(6.26); me(6.26); des(6.26); pe(6.26); di(6.26); ge(6.26); bo(6.26); mer(6.26); po(6.26); fl(6.26); ere(6.26); el(6.26); ap(6.26); mo(6.26); ter(6.26); ir(6.26); al(6.26); er(6.26); d(6.26); k(6.26); t(6.26); x(6.26); h(6.26); g(6.26); f(6.26); e(6.26); n(6.26); p(6.26); c(6.26); b(6.26); ro(6.26); le(6.26); de(6.26); ve(6.26),47.4,4.443,,,,10,fragments,syntactic,3,subword fragments,syntactic,8,lowercase subword fragments,syntactic
E093,4489,93,toward(5.58); onto(5.58); past(5.58); towards(5.58); away(5.58); behind(5.58); around(5.58); from(5.58); for(5.58); into(5.58); about(5.58); against(5.58); back(5.58); near(5.58); off(5.58); through(5.57); across(5.55); down(5.54); out(5.52); via(5.46); during(5.46); up(5.41); using(5.30); over(5.22); next(5.17); approximately(5.17); along(5.14); before(5.13); upon(5.03); between(5.02); north(4.81); inside(4.74); under(4.67); east(4.56); after(4.49); throughout(4.47); route(4.46); directly(4.36); until(4.32); beginning(4.32); together(4.22); ready(4.21); south(4.16); forward(3.85); without(3.62); below(3.58); again(3.49); since(3.40); following(3.22); above(2.92),91.9,3.259,,,,10,spatial relations,syntactic,10,spatial prepositions,syntactic,9,spatial prepositions,syntactic
E094,3487,1179,affiliate(5.95); punt(5.95); soccer(5.95); wrestler(5.95); fixture(5.95); slam(5.95); freshman(5.95); sprint(5.95); bout(5.95); AAA(5.95); finishes(5.95); tackles(5.95); tennis(5.95); rivalry(5.95); qualifying(5.95); refere(5.95); rushing(5.95); streak(5.95); beating(5.95); referee(5.95); Tournament(5.95); Wellington(5.95); Impact(5.95); maneuver(5.95); interference(5.95); tackle(5.95); wrestlers(5.95); ballot(5.95); scoring(5.95); contest(5.95); championship(5.95); Football(5.95); finish(5.95); Week(5.95); fullback(5.95); Somme(5.95); PPV(5.95); rower(5.95); ambulance(5.95); Knock(5.95); receptions(5.95); Rules(5.95); forwards(5.95); Surrey(5.95); Heavyweight(5.95); Boat(5.95); TNA(5.95); Yorkshire(5.95); basketball(5.95); climb(5.95),8.9,6.417,,,,10,sports/competition,semantic,10,sports terms,semantic,8,sports/competition,semantic
E095,2790,113,blue(6.27); your(6.27); every(6.27); fact(6.27); those(6.27); both(6.27); these(6.27); all(6.27); our(6.27); any(6.27); some(6.27); red(6.27); my(6.27); certain(6.27); their(6.27); this(6.25); each(6.24); its(6.23); many(6.23); most(6.19); what(6.17); ed(6.15); anything(6.10); white(6.05); various(6.02); several(6.01); another(5.97); particular(5.79); ful(5.69); three(5.66); two(5.53); general(5.51); other(5.40); how(5.10); previous(5.10); ous(5.08); Indian(4.80); such(4.61); his(4.47); five(4.35); four(4.23); her(4.11); English(4.10); ally(3.89); African(3.81); few(3.40); further(3.36); own(3.35); different(3.21); one(2.51),96.3,3.494,,,,7,colors/quantifiers,mixed,6,determiners+colors,mixed,6,determiners/adjectives,syntactic
E096,3,3,""",(9.01); from(6.78); for(6.40)",100.0,1.099,,,,2,mixed,mixed,8,quote+prepositions,syntactic,5,quotation comma/prepositions,syntactic
E097,1,1,6(11.43),100.0,-0.000,,,,1,random,mixed,10,number token,syntactic,7,"digit ""6""",syntactic
E098,90,22,tops(11.23); top(11.23); No(8.06); land(7.23); 10(6.56); four(6.18); 5(6.15); –(5.52),83.3,1.999,,,,3,mixed,mixed,7,ranking terms,semantic,5,top/mixed,mixed
E099,484,18,it(8.80); able(4.53); they(2.47); is(2.16); s(0.64); that(0.48),97.1,0.427,,,,6,functional words,syntactic,7,pronouns/auxiliaries,syntactic,5,"pronouns ""it/they""",syntactic
