layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,185,0.2246,0.3994,"length, how, that, as, one, of, to, and, ., ', "", ,, in, (, during, by, for, but, while, had"
blocks.0.ff_or_moe,186,0.2663,0.4557,"., ""., ."", )., ;, ,, and, to, was, in, (, as, that, —, or, of, for, with, -, by"
blocks.0.ff_or_moe,187,0.1679,0.3007,"Most, 1, No, 3, 2, 4, 9, leading, 5, May, one, As, 8, 6, place, had, A, E, He, 7"
blocks.0.ff_or_moe,188,0.2595,0.4259,"with, and, to, as, in, for, of, ,, was, the, by, from, together, at, that, on, which, about, without, while"
blocks.0.ff_or_moe,189,0.2839,0.4392,",, and, to, in, with, ;, —, for, after, but, as, -, that, –, over, or, :, at, ., during"
blocks.0.ff_or_moe,190,0.2653,0.4267,"-, won, and, ,, to, winning, as, for, in, –, but, was, ., ', with, of, (, that, or, at"
blocks.0.ff_or_moe,191,0.2399,0.4336,"the, a, his, their, an, its, in, "", ,, and, The, this, one, it, as, two, that, at, of, her"
blocks.0.ff_or_moe,192,0.0828,0.3285,"Her, Act, Mc, She, ase, War, under, M, A, He, Ar, and, only, so, As, 1, In, ', P, No"
blocks.0.ff_or_moe,193,0.1398,0.3400,"s, re, t, un, be, d, al, S, J, m, R, T, de, P, dis, l, n, H, b, f"
blocks.0.ff_or_moe,194,0.5977,0.2779,"oral, icted, bled, unhappy, impressed, ased, disappointed, nervous, upset, aken, ained, pregnant, ched, antically, ensed, ated, ept, elderly, ired, amped"
blocks.0.ff_or_moe,195,0.5415,0.2668,"iew, vs, Les, ""', Lady, Jon, aryn, Matthew, Keith, Destiny, ylus, wasn, Spears, Pitchfork, Too, Beyoncé, Don, BM, Dave, Jake"
blocks.0.ff_or_moe,196,0.0856,0.3820,"within, late, state, Route, early, around, by, 1, during, first, in, 3, before, about, into, second, of, just, under, after"
blocks.0.ff_or_moe,197,0.4180,0.3079,"Royal, Entertainment, Chief, Supreme, Empire, Treasury, Mint, Doctor, Earth, Jesus, Temple, Office, Church, Stone, Cross, Comics, Sea, Ocean, Master, Court"
blocks.0.ff_or_moe,198,0.2595,0.4068,"met, and, ., to, in, ,, had, as, on, (, was, from, while, d, at, first, through, of, -, '"
blocks.0.ff_or_moe,199,0.2699,0.4492,"and, or, but, –, &, ,, as, to, -, (, in, ., with, while, on, which, by, /, for, '"
blocks.0.ff_or_moe,200,0.3397,0.4690,"-, ,, and, ', of, in, ., –, to, (, ;, as, for, with, at, on, —, or, "", but"
blocks.0.ff_or_moe,201,0.2239,0.4181,"', 4, "", in, and, had, 3, the, for, ,, at, as, to, 2, E, 6, a, D, that, 5"
blocks.0.ff_or_moe,202,0.0803,0.3616,"been, previously, recently, received, had, ever, previous, since, earlier, past, in, on, but, taken, ., already, and, out, five, to"
blocks.0.ff_or_moe,203,0.1413,0.3945,"into, down, up, inside, around, onto, throughout, back, across, upon, out, within, several, so, about, on, to, many, through, towards"
blocks.0.ff_or_moe,204,0.2926,0.3006,"And, People, God, Hot, Opera, Man, Th, But, Pat, Li, Die, Men, Can, Po, We, Stan, Bol, van, Plan, King"
blocks.0.ff_or_moe,205,0.3218,0.4302,"the, in, and, to, ,, with, on, as, at, that, of, over, his, a, for, "", ', had, or, after"
blocks.0.ff_or_moe,206,0.2701,0.4424,"with, together, while, without, for, at, as, but, on, after, about, in, by, under, from, of, to, and, ., ,"
blocks.0.ff_or_moe,207,0.3108,0.4297,"to, in, as, back, into, and, with, for, the, on, ., of, from, not, ', ,, that, a, -, was"
blocks.0.ff_or_moe,208,0.2815,0.4227,"the, a, his, and, in, an, "", to, that, their, as, ,, on, at, it, or, one, of, over, The"
blocks.0.ff_or_moe,209,0.3119,0.4466,",, of, and, to, with, in, at, ;, —, –, but, during, by, for, as, ., that, over, on, after"
blocks.0.ff_or_moe,210,0.2072,0.4062,":, for, ., on, during, at, and, ,, about, after, not, L, to, ;, as, —, (, by, including, other"
blocks.0.ff_or_moe,211,0.2150,0.4028,"are, after, were, have, with, as, is, for, in, and, from, they, during, ,, all, at, when, about, or, has"
blocks.0.ff_or_moe,212,0.1587,0.4241,"The, In, It, He, A, On, S, New, the, At, As, "", (, This, D, G, 1, I, E, U"
blocks.0.ff_or_moe,213,0.4549,0.2671,"box, market, table, cult, green, medium, street, tree, crop, boom, eye, perate, net, wave, Holocaust, garden, cliff, pulp, pyramid, cave"
blocks.0.ff_or_moe,214,0.3088,0.4619,"by, ., in, ,, to, and, during, on, with, for, (, as, from, The, ;, at, "", after, –, when"
blocks.0.ff_or_moe,215,0.5334,0.2636,"Union, AT, NC, UN, RI, Mile, Olympic, Hong, Missouri, Public, PlayStation, Kansas, LC, Trade, Solar, ME, Formula, Korea, Space, MA"
blocks.0.ff_or_moe,216,0.2980,0.4571,"as, in, and, ., to, ,, (, for, "", were, was, had, L, with, of, from, while, on, by, H"
blocks.0.ff_or_moe,217,0.3553,0.4359,"of, in, and, with, for, to, as, at, (, ,, on, -, from, that, ., or, ', which, was, during"
blocks.0.ff_or_moe,218,0.2999,0.4423,"c, through, as, and, in, to, from, ,, with, by, for, that, was, ., (, on, into, at, ', K"
blocks.0.ff_or_moe,219,0.0581,0.3620,"night, Cock, he, they, He, In, she, his, left, first, but, even, after, As, time, only, long, following, it, over"
blocks.0.ff_or_moe,220,0.3032,0.2514,"or, ure, ety, other, etc, ory, others, Pry, Manor, Diet, Nest, elsewhere, ora, these, place, meaning, culture, Ser, aly, village"
blocks.0.ff_or_moe,221,0.3336,0.4678,"(, in, and, of, ,, ', as, on, for, from, at, to, ., with, which, -, "", was, —, In"
blocks.0.ff_or_moe,222,0.3960,0.3014,"peak, area, extratropical, base, region, section, coast, orbit, command, portion, islands, headquarters, terminus, boundary, site, route, commander, border, garrison, areas"
blocks.0.ff_or_moe,223,0.2890,0.4279,"the, in, and, at, with, as, on, his, a, that, ,, to, over, of, under, or, about, for, "", The"
blocks.0.ff_or_moe,224,0.2365,0.4624,":, ;, ,, (, —, ., and, –, ),, that, "",, but, ("", to, for, ), in, of, as, -"
blocks.0.ff_or_moe,225,0.1724,0.3629,"z, us, y, u, am, i, ne, en, ar, n, k, ur, e, os, ra, na, ab, le, ia, ke"
blocks.0.ff_or_moe,226,0.2214,0.4399,"., ""., ."", ;, and, )., ,, to, (, that, in, or, :, with, "",, but, —, by, was, """
blocks.0.ff_or_moe,227,0.5707,0.2927,"calcium, fungus, species, breed, specimens, trees, tree, oty, populations, insects, Oryzomys, shark, sharks, specimen, colonies, animal, fruit, thor, Banksia, hyphae"
blocks.0.ff_or_moe,228,0.1561,0.3471,"th, ice, ina, as, is, and, ,, over, (, ', during, He, d, go, was, of, has, ., a, in"
blocks.0.ff_or_moe,229,0.3118,0.4294,"design, and, to, ,, with, in, ., as, or, "", on, (, but, -, at, after, that, for, of, ;"
blocks.0.ff_or_moe,230,0.2239,0.4417,"M, p, and, in, to, "", ,, with, P, G, N, ', as, on, S, a, L, K, He, m"
blocks.0.ff_or_moe,231,0.3617,0.4342,"in, of, on, at, to, and, during, by, was, ., as, ,, is, for, from, had, with, that, (, a"
blocks.0.ff_or_moe,232,0.1558,0.3766,""", ""[, ', "",, ,, first, in, ""..., and, as, (, over, to, for, not, one, under, re, ""., ."
blocks.0.ff_or_moe,233,0.3316,0.4046,"The, This, It, When, There, They, After, However, In, These, While, On, He, One, As, Although, At, His, Their, Some"
blocks.0.ff_or_moe,234,0.3562,0.2872,"room, stop, weight, minutes, heat, rounds, point, chase, laps, speed, help, turn, stages, hours, rest, outs, rooms, corner, defense, peloton"
blocks.0.ff_or_moe,235,0.3845,0.3543,"received, been, sold, garnered, taken, seen, earned, attracted, come, rated, grown, viewed, gone, gained, placed, regarded, generated, scored, made, fallen"
blocks.0.ff_or_moe,236,0.2232,0.4164,"start, to, end, and, in, as, on, ., beginning, "", with, for, first, under, over, ,, from, but, at, after"
blocks.0.ff_or_moe,237,0.2999,0.2954,"company, Sun, another, century, Company, companies, centuries, Ages, 0s, firm, dynasty, millennium, half, Court, hurricane, world, Century, time, cos, still"
blocks.0.ff_or_moe,238,0.2909,0.4047,"-, as, and, ,, to, in, American, –, ', ., was, or, (, of, at, which, the, is, "", he"
blocks.0.ff_or_moe,239,0.3250,0.4395,"of, number, in, with, and, from, for, at, to, that, ,, -, on, as, ', (, ., but, after, ;"
blocks.0.ff_or_moe,240,0.2353,0.3190,"team, men, party, bomb, st, player, women, man, er, staff, woman, leg, ban, person, sign, arm, players, bill, squad, tax"
blocks.0.ff_or_moe,241,0.3372,0.4349,"the, with, in, at, on, and, to, as, that, ,, under, -, during, or, of, for, by, over, ., after"
blocks.0.ff_or_moe,242,0.3468,0.4560,"under, in, and, at, with, to, ., on, as, ,, of, for, by, from, during, (, was, over, after, """
blocks.0.ff_or_moe,243,0.2425,0.4379,"One, ., and, as, on, in, with, to, ,, one, that, by, ', "", He, at, In, but, from, The"
blocks.0.ff_or_moe,244,0.6676,0.2664,"ang, scram, и, divid, Memo, Dak, fum, Oer, traw, secre, Exper, ا, Prim, е, Plat, dem, Philos, foc, inoc, Cont"
blocks.0.ff_or_moe,245,0.1630,0.4019,"El, World, N, in, As, In, ,, W, T, (, A, to, E, for, from, ., after, "", that, all"
blocks.0.ff_or_moe,246,0.1363,0.3074,"ag, Ed, f, har, sup, ic, del, him, g, ump, d, have, aw, ab, c, ury, ro, as, jan, several"
blocks.0.ff_or_moe,247,0.3168,0.4348,"part, and, of, in, ,, on, with, as, -, at, to, "", ., that, under, (, but, over, for, after"
blocks.0.ff_or_moe,248,0.4067,0.3732,"signed, published, signing, released, performed, announced, wrote, decided, rejected, arranged, voted, produced, stated, proposed, filed, nominated, issued, performing, drafted, titled"
blocks.0.ff_or_moe,249,0.3407,0.4428,"(, ', and, part, -, ,, in, of, "", ., on, to, for, or, with, as, at, but, was, that"
blocks.0.ff_or_moe,250,0.2893,0.3444,"Washington, war, episode, role, review, action, scene, entry, performance, issue, article, War, act, battle, element, conflict, fight, example, job, incident"
blocks.0.ff_or_moe,251,0.2245,0.4287,"the, his, a, their, an, its, her, that, in, this, it, one, The, ,, "", on, at, two, to, other"
blocks.0.ff_or_moe,252,0.1837,0.3980,"River, and, as, for, to, He, during, ., in, his, over, a, Y, but, ', of, that, "", J, or"
blocks.0.ff_or_moe,253,0.2695,0.4304,"able, was, had, and, of, were, ,, on, is, has, in, at, with, for, (, from, ', as, after, became"
blocks.0.ff_or_moe,254,0.3377,0.3517,"contract, leading, due, using, provided, causing, caused, following, connected, providing, provide, allowing, citing, owing, resulting, prompted, coupled, concerned, provides, because"
blocks.0.ff_or_moe,255,0.2946,0.4127,"de, outside, in, and, to, of, ., with, as, ,, at, ', for, from, by, that, after, under, (, while"
blocks.1.ff_or_moe,0,0.3922,0.3159,"force, forces, damage, troops, units, infantry, campaign, column, army, across, caused, groups, detachment, reinforcements, contribution, resistance, bands, response, relief, expedition"
blocks.1.ff_or_moe,1,0.2122,0.3520,"would, could, might, should, will, be, have, also, eventually, often, had, were, may, expected, soon, did, must, then, was, wanted"
blocks.1.ff_or_moe,2,0.1214,0.3109,"same, various, three, first, two, second, last, usual, Art, media, University, local, former, game, newly, required, United, series, black, league"
blocks.1.ff_or_moe,3,0.1505,0.4293,"a, an, one, another, two, his, three, Another, something, five, her, four, very, some, no, more, the, part, their, six"
blocks.1.ff_or_moe,4,0.1085,0.3216,"also, come, comes, been, came, a, his, having, found, Head, received, just, become, the, said, sold, formed, no, worked, learn"
blocks.1.ff_or_moe,5,0.1987,0.3202,"well, poorly, far, opposed, soon, part, much, noted, follows, good, warm, seen, early, diverse, many, praised, late, popular, fast, described"
blocks.1.ff_or_moe,6,0.1092,0.3605,"like, Like, most, including, such, The, various, include, only, the, unlike, some, those, many, For, similar, United, same, style, Unlike"
blocks.1.ff_or_moe,7,0.1703,0.3772,"and, also, but, the, have, is, has, a, his, sometimes, was, as, are, in, that, even, be, or, at, he"
blocks.1.ff_or_moe,8,0.3587,0.3822,"same, last, first, third, second, fourth, final, next, sixth, fifth, seventh, latter, eighth, highest, ninth, longest, tenth, initial, worst, oldest"
blocks.1.ff_or_moe,9,0.1298,0.4644,"all, All, every, no, any, most, both, many, everything, three, everyone, more, two, the, non, one, some, none, each, four"
blocks.1.ff_or_moe,10,0.3656,0.4277,"week, year, month, Week, weekend, day, night, Day, evening, 2010, weeks, season, Tuesday, Magazine, prior, Year, 2011, ’, months, round"
blocks.1.ff_or_moe,11,0.1667,0.4081,"the, by, several, his, their, some, an, this, a, two, three, many, late, these, various, its, both, her, The, five"
blocks.1.ff_or_moe,12,0.2349,0.3111,"ra, ma, Ne, ara, no, sha, thes, K, can, $, tha, ka, ya, rie, ria, Se, ca, Smith, 1960, ki"
blocks.1.ff_or_moe,13,0.0989,0.2931,"Sony, Apple, 15, In, later, F, Paul, 16, 10, David, Robert, Y, D, then, which, Mark, Andrew, King, A, US"
blocks.1.ff_or_moe,14,0.6076,0.2320,"oo, ond, ood, gum, ove, factory, pig, Brandon, bald, lung, diving, extraction, abnormal, Jungle, ipe, uck, bean, epilepsy, claw, Cave"
blocks.1.ff_or_moe,15,0.2413,0.3800,"power, water, gas, food, arms, air, police, energy, fuel, artillery, gun, oil, fire, life, radio, top, rail, space, control, supply"
blocks.1.ff_or_moe,16,0.4642,0.3467,"together, with, intersection, split, junction, interchange, ended, ends, relationship, rendezvous, friendship, partnership, feud, collaboration, alliances, relationships, discussions, disagreements, reunited, discussion"
blocks.1.ff_or_moe,17,0.1549,0.3917,"which, whose, whom, where, several, both, many, who, every, multiple, the, various, each, what, featuring, though, allowing, although, their, his"
blocks.1.ff_or_moe,18,0.2893,0.3348,"term, word, name, language, line, words, system, race, title, terms, phrase, derived, trade, text, book, sp, loan, price, calling, ruling"
blocks.1.ff_or_moe,19,0.1081,0.3460,"D, Black, L, first, K, The, Paul, Ch, R, 10, W, E, P, Y, John, (, second, 15, G, a"
blocks.1.ff_or_moe,20,0.4402,0.2862,"ism, ation, ity, ology, sion, ics, sions, ulation, reform, ance, ication, ization, hood, ;, ification, Education, movement, ities, racism, ations"
blocks.1.ff_or_moe,21,0.3047,0.4371,"among, almost, even, nearly, amongst, roughly, far, entirely, largely, mostly, quite, primarily, approximately, much, especially, more, mainly, particularly, virtually, very"
blocks.1.ff_or_moe,22,0.2055,0.2929,"con, per, pro, human, natural, royal, grand, dis, cl, sub, pr, hom, trans, cor, pl, car, gr, imperial, cur, pred"
blocks.1.ff_or_moe,23,0.0799,0.3349,"–, least, most, /, &, may, sometimes, some, 1, like, have, feature, 26, first, one, E, 27, killed, Big, especially"
blocks.1.ff_or_moe,24,0.1935,0.3325,"former, newly, recently, new, Former, proposed, Australian, third, local, King, original, future, current, California, sixth, German, state, second, 2nd, black"
blocks.1.ff_or_moe,25,0.1402,0.4299,"that, the, they, this, his, he, these, she, it, their, there, another, some, a, similar, those, much, her, no, high"
blocks.1.ff_or_moe,26,0.1022,0.3389,"be, have, the, a, make, become, been, help, being, serve, take, an, form, create, her, his, back, begin, their, its"
blocks.1.ff_or_moe,27,0.3467,0.3604,"become, becoming, became, becomes, remained, remain, remains, prove, considered, being, proving, remaining, its, increasingly, proved, emerging, eventually, appearing, gradually, grows"
blocks.1.ff_or_moe,28,0.1493,0.4319,"the, their, his, its, a, her, this, an, of, that, these, other, some, which, D, those, three, any, several, W"
blocks.1.ff_or_moe,29,0.1661,0.3914,"these, other, additional, individual, Each, particular, others, three, same, kind, smaller, previous, various, this, own, third, some, another, their, many"
blocks.1.ff_or_moe,30,0.2115,0.3775,"them, him, these, themselves, others, various, those, They, eight, five, eleven, their, earlier, her, seven, immediate, newly, himself, itself, Their"
blocks.1.ff_or_moe,31,0.2387,0.2854,"Oxford, Cambridge, because, despite, Because, excluding, instead, they, Car, Mark, although, Smith, though, Howard, while, since, Dark, broadcast, unlike, even"
blocks.1.ff_or_moe,32,0.4150,0.0000,"1, 2, 10, 15, 20, 25, 16, 12, 11, 13, 9, 17, 5, 7, 18, 3, 8, 19, 22, 23"
blocks.1.ff_or_moe,33,0.3674,0.3177,"ou, et, ner, io, ake, ck, ato, cer, rie, è, ard, rome, ull, ito, ren, oun, une, tain, mo, ate"
blocks.1.ff_or_moe,34,0.3074,0.4144,"John, Frank, Paul, David, George, James, Richard, Jack, Mark, Michael, Sam, ', Peter, Chris, Robert, Tom, William, Harry, Andrew, Martin"
blocks.1.ff_or_moe,35,0.1807,0.3554,"who, whose, they, had, which, whom, he, she, have, previously, could, never, would, originally, did, we, wanted, interested, Having, subsequently"
blocks.1.ff_or_moe,36,0.3586,0.3308,"Harrison, Brown, Jackson, ', ’, Miller, Bush, Strong, Williams, esque, Jones, McKinley, Murray, Simpson, Scott, Walker, Morgan, Lennon, Davies, Taylor"
blocks.1.ff_or_moe,37,0.1547,0.4308,"that, it, the, they, a, his, he, as, this, she, there, called, her, an, some, one, part, being, their, another"
blocks.1.ff_or_moe,38,0.2049,0.2955,"entire, United, highest, young, same, mean, "")., earlier, above, 1, He, sixth, Australian, Ray, nearby, size, Near, 1st, British, ..."""
blocks.1.ff_or_moe,39,0.2825,0.3996,"The, This, Another, It, A, In, There, What, He, They, An, After, One, On, When, His, While, Some, Three, Paul"
blocks.1.ff_or_moe,40,0.1955,0.3382,"H, J, W, K, G, Ch, F, Be, N, E, Sh, Y, Q, Os, D, P, L, He, O, As"
blocks.1.ff_or_moe,41,0.2240,0.3713,"lost, losing, lose, missing, abandoned, won, loses, destroyed, his, loss, individual, damaged, made, regain, gained, little, He, The, retained, their"
blocks.1.ff_or_moe,42,0.1992,0.3114,"to, access, enough, free, open, parallel, reference, due, alternative, evidence, link, limited, able, door, attention, relative, response, space, clear, into"
blocks.1.ff_or_moe,43,0.1009,0.3190,"was, also, found, not, the, still, made, often, were, a, generally, used, is, never, remained, part, no, widely, continued, heavily"
blocks.1.ff_or_moe,44,0.2808,0.2825,"Final, New, Ter, Du, Ace, Fantasy, Western, Mass, Ne, Lo, Un, Ha, Ro, First, Fly, Heart, Real, Nintendo, Tur, Green"
blocks.1.ff_or_moe,45,0.2977,0.2927,"himself, themselves, herself, itself, also, guns, ships, don, colleagues, previously, interview, still, expert, tracks, strongly, experts, apparently, armed, underwater, generally"
blocks.1.ff_or_moe,46,0.3647,0.3388,"left, right, leave, pointed, leaving, departed, abandoned, leaves, removed, put, moved, closed, stopped, weakened, damaged, demolished, said, abandon, cancelled, injured"
blocks.1.ff_or_moe,47,0.2434,0.3420,"so, do, either, doing, nor, neither, whatever, does, did, because, Neither, unlike, far, few, any, done, such, whether, these, actually"
blocks.1.ff_or_moe,48,0.2703,0.4464,"and, ,, but, while, with, as, in, to, ;, at, after, which, when, —, ., for, by, "", although, from"
blocks.1.ff_or_moe,49,0.1829,0.3407,"right, left, same, whole, second, third, entire, middle, last, own, next, opposite, first, fourth, Right, word, process, this, wrong, front"
blocks.1.ff_or_moe,50,0.1502,0.3561,"we, We, I, you, she, they, he, have, ho, has, had, do, ye, are, saw, really, became, writers, Now, Sto"
blocks.1.ff_or_moe,51,0.1628,0.4092,"the, a, his, their, an, her, its, another, this, some, two, be, other, one, both, to, various, what, that, those"
blocks.1.ff_or_moe,52,0.0883,0.4198,"The, while, who, they, there, [PAD], In, Y, A, he, she, this, He, when, although, 000, after, P, about, these"
blocks.1.ff_or_moe,53,0.0756,0.4246,"a, an, very, another, more, $, small, one, no, two, Another, high, "", A, three, D, "",, new, short, long"
blocks.1.ff_or_moe,54,0.3900,0.4142,"Australia, England, Canada, College, University, football, Park, Central, Football, City, Europe, School, Wales, Island, basketball, Scotland, Florida, cricket, baseball, Town"
blocks.1.ff_or_moe,55,0.3288,0.3525,"known, called, referred, named, as, dubbed, Known, described, famous, noted, nicknamed, credited, titled, said, termed, recognized, regarded, written, calling, call"
blocks.1.ff_or_moe,56,0.0859,0.3415,"The, New, Bur, his, local, its, 500, them, Other, Australian, First, E, French, 20, He, 30, nearby, American, P, her"
blocks.1.ff_or_moe,57,0.1538,0.4618,";, ., ""., [PAD], :, ."", because, "";, while, but, The, They, She, He, ..., they, ...., '., with, )."
blocks.1.ff_or_moe,58,0.1482,0.3131,"an, another, son, additional, cent, non, four, Another, kind, million, eight, family, nine, five, appeared, average, significant, month, An, grand"
blocks.1.ff_or_moe,59,0.1183,0.4063,"who, The, ""., iah, "",, with, :, ;, In, ', [PAD], when, because, while, ."", ,"", ,, With, ?, –"
blocks.1.ff_or_moe,60,0.0842,0.3616,"), ""), in, also, ], there, was, 000, Black, ),, )"", —, had, long, instead, were, first, ""),, as, second"
blocks.1.ff_or_moe,61,0.3697,0.4199,"law, laws, government, federal, medical, health, police, political, Supreme, criminal, State, executive, Government, state, peace, statute, civil, Constitution, constitutional, Democratic"
blocks.1.ff_or_moe,62,0.1292,0.3998,"the, a, which, his, their, an, its, what, that, be, her, have, just, some, The, one, To, both, this, M"
blocks.1.ff_or_moe,63,0.3556,0.3339,"wins, points, races, runs, votes, from, ahead, victories, starts, came, goals, against, players, performances, averages, games, words, matches, wickets, Cel"
blocks.1.ff_or_moe,64,0.2552,0.2959,"s, second, main, initial, Lewis, previous, fourth, subsequent, final, newly, larger, Cry, remaining, executive, 12th, 2004, Es, Video, tenth, roy"
blocks.1.ff_or_moe,65,0.2413,0.4170,"and, ,, with, but, also, or, while, after, in, as, which, at, who, on, to, D, the, was, where, ("
blocks.1.ff_or_moe,66,0.5290,0.2440,"ifies, resort, someone, worried, Prest, everyone, pand, ifying, ify, trains, come, flies, hiking, stick, talk, contact, dream, truck, Glastonbury, ths"
blocks.1.ff_or_moe,67,0.2560,0.3337,"of, members, types, parts, areas, are, forms, were, groups, levels, les, aspects, classes, sections, elements, ences, lines, ings, sets, sides"
blocks.1.ff_or_moe,68,0.3063,0.2901,"of, amount, department, majority, degree, Minister, Secretary, member, Court, Member, Ministry, capital, Department, level, town, Board, builder, House, portion, couple"
blocks.1.ff_or_moe,69,0.2374,0.2879,"cap, pack, park, units, ticket, car, aff, pil, bill, ing, stem, bund, ;, —, ed, wheel, rim, m, bol, system"
blocks.1.ff_or_moe,70,0.1144,0.3833,"King, Queen, I, Lord, Duke, Prince, In, N, New, X, K, Ch, M, royal, H, Emperor, king, He, T, '"
blocks.1.ff_or_moe,71,0.2774,0.3978,"released, published, on, release, issued, Released, launched, aired, available, releasing, broadcast, titled, another, produced, made, releases, announced, premiered, her, featured"
blocks.1.ff_or_moe,72,0.2620,0.3735,"number, numbers, #, No, amount, Number, variety, second, numbering, position, 22, volume, 11, quantity, 23, 1, 29, 21, 9, 18"
blocks.1.ff_or_moe,73,0.0984,0.3015,"social, In, The, Social, Sun, same, central, She, Old, groups, Al, Australian, but, g, They, sub, French, white, D, arm"
blocks.1.ff_or_moe,74,0.2681,0.3486,"their, our, its, Their, your, these, respective, various, his, Its, internal, initial, twenty, newly, previous, immediate, massive, huge, corresponding, existing"
blocks.1.ff_or_moe,75,0.1148,0.2916,"—, ;, are, will, may, (, fans, and, ., ,, :, Canada, cells, "",, is, players, should, researchers, ,"", were"
blocks.1.ff_or_moe,76,0.1524,0.3375,"its, their, his, Its, number, own, Their, initial, second, fourth, her, third, normal, European, previous, various, 000, company, first, sixth"
blocks.1.ff_or_moe,77,0.1460,0.3171,"military, second, power, soldiers, war, political, dis, official, post, various, naval, government, first, civil, regional, game, national, de, command, troops"
blocks.1.ff_or_moe,78,0.0676,0.3423,"the, her, United, "", his, their, US, various, American, same, two, New, entire, new, N, single, British, city, M, A"
blocks.1.ff_or_moe,79,0.4795,0.2744,"vy, ail, gill, ume, hall, ancy, bond, ee, ame, cy, tier, Regency, ia, Distinguished, stor, rocky, bie, lee, ay, brass"
blocks.1.ff_or_moe,80,0.1612,0.3324,"Want, W, J, Gu, Ver, V, X, E, Am, F, Cr, M, Du, Fr, Ste, Jam, Su, P, Li, D"
blocks.1.ff_or_moe,81,0.1128,0.3805,"., ;, ""., ."", )., .), who, —, He, campaign, "";, that, '., which, instead, In, with, and, ’, team"
blocks.1.ff_or_moe,82,0.1397,0.3762,"the, in, a, on, their, his, late, its, an, that, at, this, New, her, both, some, May, from, September, to"
blocks.1.ff_or_moe,83,0.2173,0.3405,"production, rights, development, management, by, effects, distribution, control, work, technology, director, artist, planning, process, software, construction, ability, services, activity, of"
blocks.1.ff_or_moe,84,0.4731,0.2699,"fact, contrast, addition, comparison, terms, charge, spect, conjunction, agreement, rests, case, context, testimony, proportion, inct, regards, instance, cases, article, estim"
blocks.1.ff_or_moe,85,0.1045,0.3273,"other, usual, entire, team, his, various, His, others, second, New, same, He, N, initial, central, injury, third, National, two, primary"
blocks.1.ff_or_moe,86,0.3665,0.3298,"will, have, provide, contain, can, may, provides, contains, are, remain, allows, give, takes, serves, includes, become, should, does, cannot, create"
blocks.1.ff_or_moe,87,0.1762,0.4063,"In, The, On, He, After, A, N, At, As, H, 15, G, It, When, E, By, P, An, several, For"
blocks.1.ff_or_moe,88,0.5374,0.0000,"),, ), );, )., km, .,, ""),, .), °, ""), .),, ×, )"", /,, ], )"",, ];, .:, ):, %),"
blocks.1.ff_or_moe,89,0.1025,0.3671,"., ."", ""., The, In, [PAD], ;, He, and, James, but, When, M, A, John, Paul, )., David, ,, L"
blocks.1.ff_or_moe,90,0.1627,0.3978,"the, from, a, (, an, some, In, ', that, his, their, who, which, both, on, in, its, itself, this, as"
blocks.1.ff_or_moe,91,0.2092,0.2861,"music, original, final, last, same, key, initial, Th, UK, Albert, newly, media, ty, various, terms, proceeds, executive, Will, Way, ending"
blocks.1.ff_or_moe,92,0.2078,0.3015,"itself, ;, —, within, account, industry, generated, units, performed, expert, is, pieces, awards, gods, :, paper, occurs, against, ), )."
blocks.1.ff_or_moe,93,0.4837,0.5852,"three, four, five, six, eight, seven, nine, two, ten, twelve, twenty, eleven, fifteen, thirty, fourteen, thirteen, several, sixteen, fifty, seventeen"
blocks.1.ff_or_moe,94,0.1095,0.3417,"top, bottom, Top, highest, tops, best, most, first, number, same, 20, leading, middle, 15, men, ten, four, so, US, No"
blocks.1.ff_or_moe,95,0.2286,0.3133,"S, J, E, Dr, G, W, N, P, V, M, K, O, St, L, C, F, Me, Sh, H, Le"
blocks.1.ff_or_moe,96,0.4354,0.2589,"tim, Christian, ist, fil, gent, umn, pap, rel, Frank, Sep, Vic, Jan, Ang, io, Article, poet, orator, Pap, Virgin, Bernard"
blocks.1.ff_or_moe,97,0.1958,0.3454,"his, own, career, brother, father, wife, team, her, fellow, His, return, senior, family, company, terms, daughter, sons, first, personal, department"
blocks.1.ff_or_moe,98,0.1393,0.3884,"the, his, also, and, her, other, later, a, their, some, that, its, an, in, this, even, then, more, further, various"
blocks.1.ff_or_moe,99,0.3704,0.3641,"shot, shooting, filmed, shoot, shots, filming, footage, shoots, fired, released, edited, reportedly, produced, made, pushed, also, dropped, used, knocked, directed"
blocks.1.ff_or_moe,100,0.1481,0.4162,"their, his, its, own, him, them, another, her, Their, They, Other, former, fellow, His, first, other, Its, last, second, European"
blocks.1.ff_or_moe,101,0.2386,0.3315,"best, American, official, English, musical, greatest, Canadian, initial, original, international, European, commercial, national, personal, lead, Australian, Best, German, public, adult"
blocks.1.ff_or_moe,102,0.5024,0.4761,"ship, ships, vessel, boat, crew, wreck, battleship, cruiser, hull, squadron, vessels, Ship, deck, cruise, flagship, carrier, USS, captain, boats, HMS"
blocks.1.ff_or_moe,103,0.2042,0.4152,"Mr, May, June, September, April, K, November, July, August, M, October, December, E, The, R, As, F, Y, John, St"
blocks.1.ff_or_moe,104,0.2113,0.3242,"mid, -, anti, non, self, twenty, pre, middle, multi, sub, counter, cross, post, semi, follow, thirty, double, Anglo, pro, forty"
