layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,165,0.3700,0.2589,"G, Y, Ben, Man, Wil, fre, Kir, Douglas, Nag, Jar, Angel, Arm, Fred, Gene, Cit, down, uniform, Anton, Imperial, eff"
blocks.0.ff_or_moe,166,0.4078,0.2662,"Co, Mac, Gil, sl, Kirk, master, Alexander, don, Mul, Christ, Although, Bren, Donald, Sha, hold, sense, Å, showed, stood, Rey"
blocks.0.ff_or_moe,167,0.1956,0.3848,"a, ., of, ,, to, at, ;, and, only, an, in, for, with, -, —, was, on, making, ga, used"
blocks.0.ff_or_moe,168,0.0546,0.3375,"of, -, Of, was, line, Siege, or, ', and, portion, hip, from, area, Bureau, that, men, for, front, ing, in"
blocks.0.ff_or_moe,169,0.2499,0.4884,"four, five, two, three, six, eight, seven, not, one, nine, complete, ten, another, a, twelve, being, several, eleven, getting, fourteen"
blocks.0.ff_or_moe,170,0.2985,0.2671,"–, similar, range, Tri, er, regular, double, pay, training, professional, Eric, string, population, interest, highly, Low, cup, gre, student, silver"
blocks.0.ff_or_moe,171,0.4232,0.2547,"Smith, Ac, Mil, caught, Bern, Rub, scene, habit, sky, mist, Kw, Carter, appeal, sim, Party, mother, research, Holland, wealth, Case"
blocks.0.ff_or_moe,172,0.4543,0.3431,"is, has, does, appears, begins, makes, becomes, takes, gives, gets, Bart, provides, finds, includes, comes, starts, goes, contains, meets, seems"
blocks.0.ff_or_moe,173,0.3627,0.2831,"..., Del, Stone, cy, ess, Stephen, Up, Jon, cur, She, Cry, Hop, responsible, Child, Kevin, inn, services, But, fellow, lu"
blocks.0.ff_or_moe,174,0.2979,0.2807,"fire, Peter, Sp, group, bi, but, Kim, using, By, trade, Monte, On, attempted, Company, Rh, Ret, Last, Nas, Mot, Zach"
blocks.0.ff_or_moe,175,0.2243,0.4288,",, and, ;, —, ., "",, -, :, was, The, is, in, or, to, "", that, for, (, as, ),"
blocks.0.ff_or_moe,176,0.0587,0.3748,"', da, ’, ader, Prison, itself, who, his, of, in, part, has, G, its, himself, ,, had, originally, he, His"
blocks.0.ff_or_moe,177,0.4676,0.2550,"from, ation, ations, ous, Brook, Sau, letters, enh, hoe, jealous, OM, might, solar, violating, synth, aged, experiments, acclaim, Arm, separation"
blocks.0.ff_or_moe,178,0.2197,0.2474,"W, as, Go, military, y, ge, if, she, instead, Cher, ba, Vis, Snow, ell, ama, brother, Morris, Ethan, when, ville"
blocks.0.ff_or_moe,179,0.2900,0.2946,"g, Ne, Th, et, ik, ut, Bon, Fl, pen, ine, ty, ac, col, ig, ical, cop, computer, million, pal, ow"
blocks.0.ff_or_moe,180,0.1248,0.3082,"side, cut, games, new, said, record, then, also, first, draft, major, best, path, past, –, now, original, final, later, wild"
blocks.0.ff_or_moe,181,0.0647,0.3361,"post, the, ., ,, and, The, ;, North, was, that, his, just, -, were, light, while, or, South, hand, 7"
blocks.0.ff_or_moe,182,0.4081,0.2683,"Tar, Kel, All, Tw, Hum, Hon, Mr, Kap, advanced, ren, Without, Gra, relative, successful, vice, electro, admitted, missed, Kit, senior"
blocks.0.ff_or_moe,183,0.2360,0.4216,"and, but, as, or, in, on, with, while, ., ,, who, to, at, which, where, for, (, of, though, however"
blocks.0.ff_or_moe,184,0.2345,0.4271,"of, in, a, the, and, at, one, The, ., ,, -, an, "", (, that, as, not, part, s, from"
blocks.0.ff_or_moe,185,0.4703,0.2539,"length, date, Kan, Sea, Hey, photo, Cro, unique, Cel, month, smooth, cro, Wit, dates, gro, Khal, att, necessary, watershed, Dynam"
blocks.0.ff_or_moe,186,0.2344,0.5291,"., ;, ""., )., ."", '., :, ), );, ),, .), ,, —, and, ...., "")., "";, "",, but, because"
blocks.0.ff_or_moe,187,0.2671,0.2655,"Su, Most, Gal, left, id, County, player, super, x, 1, division, players, unit, awarded, word, element, However, either, nest, Thr"
blocks.0.ff_or_moe,188,0.1795,0.4043,"with, the, that, a, his, when, ,, only, -, of, and, was, about, ., to, by, while, for, Ro, so"
blocks.0.ff_or_moe,189,0.2061,0.4663,",, and, ;, —, :, ., (, ),, "",, -, ', in, –, to, is, was, .,, with, for, )"
blocks.0.ff_or_moe,190,0.4454,0.2518,"-, won, type, Victor, winning, hydro, buff, vertical, astic, mp, voc, miss, mor, bra, posing, asing, -,, associate, documentary, scen"
blocks.0.ff_or_moe,191,0.2096,0.4140,"the, and, ,, ., that, in, his, to, both, was, as, with, or, a, for, by, The, their, during, due"
blocks.0.ff_or_moe,192,0.3428,0.2825,"Per, Her, Ge, Er, Ger, ad, anti, Kam, Free, Tal, According, having, Sur, Prom, vo, Gray, Kaz, Force, iron, Rel"
blocks.0.ff_or_moe,193,0.4940,0.2524,"s, Ram, Az, Kr, Wol, Wis, Kl, Emer, Poly, Hew, Revol, shr, Rus, Nur, rit, Cre, Chic, Hunger, cad, Sant"
blocks.0.ff_or_moe,194,0.3508,0.2823,"Des, ist, Hal, Cr, Hart, Guy, cal, ary, became, dy, Out, ator, ier, warm, Mol, ich, Div, ative, material, ie"
blocks.0.ff_or_moe,195,0.0985,0.3247,"hip, :, Kid, from, by, at, —, ird, ., Magic, Single, Motion, in, with, within, ;, ,, gender, sentiment, after"
blocks.0.ff_or_moe,196,0.2250,0.2874,"against, within, into, Route, cr, late, financial, rail, border, early, spring, middle, could, coal, native, weakened, Interstate, down, over, CR"
blocks.0.ff_or_moe,197,0.4070,0.2528,"Entertainment, St, Che, Wor, Bul, dog, Cu, Mill, vocal, Walter, É, Fun, Western, Mall, Kil, Res, alongside, Beck, Fall, Cand"
blocks.0.ff_or_moe,198,0.3321,0.2677,"met, through, while, overall, heart, eng, intended, without, ider, whilst, que, stone, Only, Turn, Thur, emergency, ages, oz, ola, swept"
blocks.0.ff_or_moe,199,0.2540,0.4414,"and, or, &, but, ,, ., to, -, (, in, as, "", of, /, was, ', ;, who, for, on"
blocks.0.ff_or_moe,200,0.1388,0.3794,",, The, the, and, his, a, that, or, ., E, "",, -, ;, such, A, received, 1, of, was, to"
blocks.0.ff_or_moe,201,0.2952,0.2991,"4, Michael, Ste, Ver, 6, Lin, 7, 3, Sim, iv, Sw, f, Scott, ov, tw, Dom, Pers, Sher, yl, target"
blocks.0.ff_or_moe,202,0.3925,0.2909,"been, taken, class, worked, fruit, become, committed, rapid, moderate, contributed, survived, difficulty, sources, positive, previously, recently, fallen, done, gone, gotten"
blocks.0.ff_or_moe,203,0.1589,0.2858,"D, into, up, old, appeared, joined, continued, Lee, pop, social, sub, him, fell, Queen, Dave, free, hard, Taylor, aver, un"
blocks.0.ff_or_moe,204,0.4182,0.2818,"special, Mike, Key, Stan, Ker, And, fighting, Ev, Pu, Of, Hill, hn, Bud, Oliver, Anna, tim, Magn, Fur, involved, poll"
blocks.0.ff_or_moe,205,0.1020,0.3779,"the, ., ,, ;, and, The, —, was, just, or, these, were, )., post, early, ""., that, with, ),, to"
blocks.0.ff_or_moe,206,0.2330,0.2794,"with, ide, ox, artificial, brown, nearly, association, ides, Rico, over, ulatory, poul, without, With, against, under, using, combination, despite, hy"
blocks.0.ff_or_moe,207,0.1724,0.3887,"to, as, for, in, into, and, by, -, that, a, the, ., but, with, ,, ablan, against, towards, was, not"
blocks.0.ff_or_moe,208,0.0929,0.4013,"the, ., ,, 7, that, and, was, 9, The, were, with, ;, 8, his, ""., music, 10, 4, is, )."
blocks.0.ff_or_moe,209,0.1646,0.4024,",, ic, of, his, the, a, that, "",, and, ., at, —, The, such, during, her, as, in, ', ;"
blocks.0.ff_or_moe,210,0.1919,0.2921,":, R, It, production, Can, i, If, United, Var, Sho, Shah, We, Studio, tt, Me, Production, producers, H, ;, U"
blocks.0.ff_or_moe,211,0.3454,0.3156,"after, August, Ros, popular, October, Wh, November, are, Ul, March, Bed, May, Sid, rights, July, April, December, June, Trans, motion"
blocks.0.ff_or_moe,212,0.3302,0.2495,"like, az, Pop, suit, Jane, def, felt, never, account, Apple, citing, features, referred, Music, hope, par, Austin, hard, Austria, similarly"
blocks.0.ff_or_moe,213,0.4830,0.2519,"Cam, Cast, electric, verse, providing, Gi, Ach, fat, producing, pale, crop, icted, extremely, alk, clo, heated, Desert, al, bud, olive"
blocks.0.ff_or_moe,214,0.0827,0.3581,"by, ., Prize, ,, The, of, As, ;, to, early, about, during, individual, In, effort, when, and, American, or, in"
blocks.0.ff_or_moe,215,0.4347,0.2583,"Pal, Hay, Hen, Dick, Missouri, Rain, soft, Mach, roof, Gill, Ec, May, kept, Ky, running, alternative, Ful, rise, Wonder, Tang"
blocks.0.ff_or_moe,216,0.0514,0.3492,"as, W, The, character, the, German, He, N, ., what, characters, ;, ], while, to, in, :, because, Bar, military"
blocks.0.ff_or_moe,217,0.2049,0.2970,"of, Department, Board, phase, Bureau, aspect, portion, department, section, area, Of, or, Joseph, level, -, volume, side, period, After, Council"
blocks.0.ff_or_moe,218,0.3445,0.2890,"c, Ex, ou, ed, Penn, Dou, ised, subject, ue, through, ated, faced, ored, ack, umb, rel, gal, ished, bled, kicked"
blocks.0.ff_or_moe,219,0.2757,0.2871,"Ho, Jo, he, train, arm, In, Pass, oph, That, pair, inc, Cock, person, Tir, lived, time, night, Naval, hour, direction"
blocks.0.ff_or_moe,220,0.4537,0.2474,"or, mass, Chief, Der, traditional, cycl, tight, Sax, aur, rol, Kes, imperial, Community, phen, arth, corn, sharing, Suz, ora, fossil"
blocks.0.ff_or_moe,221,0.0795,0.3193,"(, Char, ("", wel, the, of, jor, —, neur, in, and, at, a, leading, had, ,, ., ', both, on"
blocks.0.ff_or_moe,222,0.5106,0.2583,"extratropical, Fr, Hun, Pas, Gr, Kom, Fle, sun, rod, Alf, tab, Stock, crown, imm, Glo, farm, Mack, Len, Barn, Proto"
blocks.0.ff_or_moe,223,0.2940,0.4239,"the, ,, as, in, ., to, and, that, for, was, with, from, when, at, his, on, or, during, -, by"
blocks.0.ff_or_moe,224,0.1099,0.4447,"The, ,, a, the, -, his, was, A, This, ;, "", and, that, It, —, such, He, "",, ., only"
blocks.0.ff_or_moe,225,0.4740,0.2433,"2008, Deep, Wel, eth, ros, scale, object, Cob, likely, appointed, ida, ero, Bloom, separated, assistant, Ut, Calder, Left, stan, cred"
blocks.0.ff_or_moe,226,0.1736,0.4006,"., the, ;, a, ak, at, was, is, ""., and, to, as, that, it, his, its, their, in, ."", with"
blocks.0.ff_or_moe,227,0.4200,0.2621,"cell, strong, Pin, look, hi, char, tree, bell, thor, Lev, rum, olog, shown, Fam, mic, wear, ters, lip, Lep, looking"
blocks.0.ff_or_moe,228,0.3923,0.2582,"th, test, ot, den, Je, ane, pick, ith, ram, ash, Jor, suggested, compound, nominated, ante, attacks, attempts, succeeded, quality, frag"
blocks.0.ff_or_moe,229,0.2695,0.2604,"design, Tr, Cal, track, em, ere, ban, study, plot, pr, Sin, el, writing, micro, rich, win, ones, World, Academy, reviews"
blocks.0.ff_or_moe,230,0.1998,0.2825,"M, p, Ma, Sal, who, Ha, vi, ch, m, av, near, t, pan, k, highest, see, pt, Lar, atter, selling"
blocks.0.ff_or_moe,231,0.2963,0.4379,"in, on, at, of, during, and, with, to, ,, by, a, "", the, under, ., for, was, as, ', within"
blocks.0.ff_or_moe,232,0.1075,0.3927,""", "",, step, ple, ,"", ,, ""., in, to, and, (, ""[, ', "";, so, :, of, as, for, de"
blocks.0.ff_or_moe,233,0.3440,0.4148,"The, This, An, After, It, These, They, Another, At, In, Some, From, When, To, On, By, Their, Other, For, With"
blocks.0.ff_or_moe,234,0.2795,0.3006,"room, human, power, house, S, carried, food, physical, brand, Hell, cat, hot, season, Gang, defense, Box, net, blue, Kings, days"
blocks.0.ff_or_moe,235,0.3622,0.2600,"been, opening, O, science, News, ray, become, goals, grown, concluded, Foreign, Trave, received, cash, ever, done, sides, occurred, iled, originated"
blocks.0.ff_or_moe,236,0.3951,0.2601,"start, sn, Vol, North, ent, Ven, stri, Hom, Ald, MS, wh, Eu, fresh, ug, trans, sed, clear, mil, Pos, sit"
blocks.0.ff_or_moe,237,0.2337,0.2897,"company, King, line, Sun, speed, face, country, Game, Night, another, half, ing, dance, century, centre, US, py, cover, section, Metro"
blocks.0.ff_or_moe,238,0.0500,0.3123,"-, pos, atal, the, umin, ‑, as, a, ., and, ,, or, p, –, /, arm, book, Old, to, early"
blocks.0.ff_or_moe,239,0.1766,0.4073,"of, ., ier, and, in, the, a, ;, as, -, was, is, ,, such, his, were, The, that, with, their"
blocks.0.ff_or_moe,240,0.3075,0.2787,"Po, Hol, st, cap, Gl, Cop, bomb, Bos, short, tail, Bu, ton, engine, average, leg, ep, Band, individual, spec, Ale"
blocks.0.ff_or_moe,241,0.1945,0.4678,"their, those, many, what, these, each, this, they, its, numerous, the, least, them, some, various, his, Their, several, every, certain"
blocks.0.ff_or_moe,242,0.2868,0.2633,"under, front, Ter, when, so, Tam, Tan, annual, per, Greek, Fu, cho, equipped, gate, vet, chemical, Aw, bright, bil, less"
blocks.0.ff_or_moe,243,0.1890,0.2825,"that, made, One, called, ki, known, dead, three, international, six, directly, reports, allowed, grow, maintained, Fore, times, little, Hus, five"
blocks.0.ff_or_moe,244,0.4128,0.2759,"ang, Tur, Bas, Wal, Ba, Mus, Ty, Gre, Ble, Bad, reg, Spe, hum, Cat, Ur, Nar, Tom, Mos, Adam, sol"
blocks.0.ff_or_moe,245,0.2946,0.2653,"Qu, El, Richard, sc, place, Pre, House, claimed, spot, Brown, South, World, Shaw, Take, Memorial, Chal, Marine, j, nuclear, Indiana"
blocks.0.ff_or_moe,246,0.2751,0.2899,"Ed, Dar, age, featured, Kh, Reg, go, del, model, na, ce, ite, f, ag, how, Dy, supporting, ker, ah, os"
blocks.0.ff_or_moe,247,0.2336,0.3151,"E, part, Army, small, common, gas, feature, forces, Bus, strength, number, force, troops, plant, positions, bodies, amount, leadership, actions, large"
blocks.0.ff_or_moe,248,0.3413,0.2823,"signed, released, but, produced, ev, given, Mir, conducted, Lloyd, mounted, Eng, launched, active, Fel, signing, result, announced, language, largest, sar"
blocks.0.ff_or_moe,249,0.3219,0.2596,"part, number, run, share, common, twice, sales, parts, complement, chapter, mail, prisoner, parent, resolution, feature, seizure, cover, retirement, plant, Belgium"
blocks.0.ff_or_moe,250,0.3664,0.2551,"Washington, Tor, Rom, mat, van, Met, war, rap, ain, u, mut, serial, dam, Dam, grand, lim, ost, kil, stat, flash"
blocks.0.ff_or_moe,251,0.1909,0.4181,"the, his, a, that, ,, in, and, this, ., their, an, was, it, these, to, both, its, The, her, with"
blocks.0.ff_or_moe,252,0.4095,0.2535,"River, counter, bed, drawn, Edward, Benn, Victoria, Rick, Shel, Valley, well, Bristol, breath, Jordan, sort, Death, Count, Gat, Elizabeth, Domin"
blocks.0.ff_or_moe,253,0.2602,0.3339,"able, brought, made, designed, were, gave, had, headed, rain, was, taking, chart, tells, giving, proceeded, hit, reported, struck, allowed, managed"
blocks.0.ff_or_moe,254,0.2704,0.2710,"(, Sh, contract, due, Hy, Mat, leading, caused, paper, Sat, primary, although, picked, causing, ner, emerged, told, ub, Ny, because"
blocks.0.ff_or_moe,255,0.2892,0.2666,"de, bl, ab, sy, saw, outside, meeting, ref, ], allowing, replace, bath, distinguished, ser, terms, g, ă, ery, num, conce"
blocks.1.ff_or_moe,0,0.0689,0.3393,"MP, et, he, then, and, mir, in, ren, had, with, mon, to, before, ,, if, old, after, um, it, am"
blocks.1.ff_or_moe,1,0.1642,0.2687,"Op, Good, where, Division, White, named, tim, central, here, Brun, An, Li, Sch, Special, like, Hay, such, then, pl, 18"
blocks.1.ff_or_moe,2,0.1477,0.3012,"s, Day, first, highly, remaining, ll, own, So, top, be, body, Head, subsequent, Ar, initial, total, next, request, ill, previous"
blocks.1.ff_or_moe,3,0.4395,0.4153,"However, Later, With, ,, Therefore, Conversely, Finally, Initially, Thus, Meanwhile, Ultimately, contrast, Due, After, Consequently, Instead, Additionally, Then, When, Despite"
blocks.1.ff_or_moe,4,0.1246,0.3566,"second, same, most, initial, highest, the, other, final, next, first, following, very, last, third, New, previous, latter, E, United, entire"
blocks.1.ff_or_moe,5,0.3710,0.3539,"eastern, United, western, northern, southern, southeastern, central, northeastern, States, Van, Chicago, Arab, north, Western, tip, far, northwestern, 110, southwestern, eight"
blocks.1.ff_or_moe,6,0.1589,0.3743,"a, becoming, nearly, almost, become, becomes, taking, take, became, without, took, major, several, complete, most, another, part, Every, increasingly, quite"
blocks.1.ff_or_moe,7,0.1786,0.3952,"and, but, or, in, as, who, while, although, when, though, with, where, ,, including, after, on, not, during, no, which"
blocks.1.ff_or_moe,8,0.2318,0.3016,"d, ..., sides, [, …, 90, 6, à, Most, gl, We, 22, hair, 7, 0, tag, side, beginning, dot, 36"
blocks.1.ff_or_moe,9,0.4193,0.2437,"of, structure, mechanism, pattern, factor, experiment, course, honours, chang, package, designation, method, scheme, influence, limit, value, igma, category, lemma, entrance"
blocks.1.ff_or_moe,10,0.0699,0.3282,"down, aff, hand, when, 2003, its, following, 4, all, first, number, either, take, two, which, before, Six, do, after, own"
blocks.1.ff_or_moe,11,0.3605,0.2894,"towards, toward, approximately, 800, mature, circular, lighter, 500, roughly, change, advance, );, 58, regarding, expansion, about, shadow, here, 700, country"
blocks.1.ff_or_moe,12,0.1967,0.2932,"pre, pol, third, part, leading, Go, second, sex, recon, cre, pr, taken, fifth, prior, this, subject, result, principal, fre, ques"
blocks.1.ff_or_moe,13,0.0870,0.3425,"on, went, part, On, September, non, board, August, June, during, pr, is, his, upon, far, October, February, In, to, through"
blocks.1.ff_or_moe,14,0.1447,0.2758,"whole, tar, us, with, sub, is, cap, symbol, division, il, iver, bast, fl, oc, was, le, l, ires, ity, cut"
blocks.1.ff_or_moe,15,0.1316,0.2602,"Roman, Catholic, though, sub, 1st, writing, Gar, General, acting, although, de, Car, high, appointed, has, se, West, son, through, 2nd"
blocks.1.ff_or_moe,16,0.1973,0.2721,"cor, responded, points, may, th, sign, ter, than, composition, colonial, point, New, chose, could, cent, pl, tro, used, cord, John"
blocks.1.ff_or_moe,17,0.2877,0.2718,"field, career, fields, double, formation, pass, Sun, Guy, stay, score, tre, string, Max, post, posting, Donald, According, worked, Bro, within"
blocks.1.ff_or_moe,18,0.0844,0.4005,"in, at, In, the, late, during, history, within, early, mid, there, his, by, The, on, "", a, under, an, present"
blocks.1.ff_or_moe,19,0.1869,0.3181,"on, wrote, developed, upon, rely, released, writing, book, Ro, pl, written, both, Young, focus, write, widely, published, press, ),, Rom"
blocks.1.ff_or_moe,20,0.3880,0.5702,"France, Japan, America, India, Russia, China, Europe, Australia, Sweden, Germany, California, Canada, Mexico, Spain, Asia, —, Western, Britain, Washington, ,"""
blocks.1.ff_or_moe,21,0.2231,0.2743,"downtown, Ham, Manchester, more, near, follow, Der, He, Harvey, Pal, avoid, United, environment, Van, Ryan, Mc, opening, surrounding, Vi, Rock"
blocks.1.ff_or_moe,22,0.1159,0.3689,"a, two, full, another, new, major, small, large, significant, three, four, part, very, long, five, short, young, woman, additional, F"
blocks.1.ff_or_moe,23,0.0906,0.3570,"-, l, j, Z, Sh, ol, w, Mar, Q, hy, ab, Y, sh, en, ud, ', k, c, ast, ag"
blocks.1.ff_or_moe,24,0.3344,0.3053,"players, fans, users, Americans, listeners, critics, instead, audiences, typically, such, readers, launching, owners, customers, continue, among, turn, viewers, most, built"
blocks.1.ff_or_moe,25,0.2798,0.3136,"which, mixed, whom, featuring, designed, requiring, whose, Guitar, developed, written, unfavorable, known, previously, whereby, between, where, involving, produced, critical, ado"
blocks.1.ff_or_moe,26,0.0612,0.3991,"and, but, or, was, re, then, set, other, finally, yet, later, others, while, though, also, U, G, all, F, C"
blocks.1.ff_or_moe,27,0.3201,0.3199,"episode, episodes, studio, pilot, previous, installment, entry, second, finale, original, chapter, Hip, album, year, writers, debut, broadcast, third, Bond, entries"
blocks.1.ff_or_moe,28,0.2906,0.3580,"season, seasons, year, Season, series, months, games, episode, performances, 15, reign, campaign, month, Oliver, second, 11, weeks, ML, tro, game"
blocks.1.ff_or_moe,29,0.0489,0.3444,"for, most, only, that, when, a, inclusion, the, use, two, ever, as, three, For, what, opportunity, another, particularly, work, almost"
blocks.1.ff_or_moe,30,0.0729,0.2932,"the, marked, development, their, Un, its, surrounding, these, associated, John, early, art, then, ates, Up, sub, musical, by, his, mining"
blocks.1.ff_or_moe,31,0.1483,0.2888,"J, Cor, R, Bar, W, Me, B, Mark, Re, Sh, De, K, Dar, Paul, She, Williams, Min, D, L, Martin"
blocks.1.ff_or_moe,32,0.4196,0.2527,"ter, story, told, task, Station, brings, plot, tale, mountain, tell, Victoria, arc, gad, ters, rels, Dean, pilot, teria, storey, stories"
blocks.1.ff_or_moe,33,0.1487,0.3246,"his, own, her, His, Their, their, fellow, say, second, various, tum, next, Ko, its, Rak, peak, world, first, attacks, business"
blocks.1.ff_or_moe,34,0.1844,0.4257,"V, third, second, first, fourth, fifth, highest, seventh, –, sixth, last, 40, ninth, 20, short, 10, eighth, no, Fe, K"
blocks.1.ff_or_moe,35,0.1434,0.3750,"on, his, December, August, October, July, including, in, September, On, upon, her, later, March, April, the, set, June, The, February"
blocks.1.ff_or_moe,36,0.3044,0.2749,"ist, ap, har, inc, l, qu, cab, quad, li, loc, inst, pal, tr, rom, mar, prom, dest, dimin, poly, gal"
blocks.1.ff_or_moe,37,0.2588,0.3288,"could, ran, should, will, still, be, not, must, thus, remain, did, therefore, continue, cannot, successfully, would, immediately, offered, have, remained"
blocks.1.ff_or_moe,38,0.1179,0.3428,"off, all, into, his, the, its, these, Both, whose, both, subsequent, All, many, those, since, this, old, leaving, everyone, eleven"
blocks.1.ff_or_moe,39,0.2750,0.2836,"final, bad, finals, game, opening, Robinson, last, transfer, concert, brief, fought, good, match, hearing, opened, preliminary, tied, report, setting, We"
blocks.1.ff_or_moe,40,0.2915,0.2935,":, "":, Tropical, ):, if, whether, neither, "";, [PAD], when, ""..., Murphy, involved, 00, instead, ;, showing, namely, raising, ""["
blocks.1.ff_or_moe,41,0.2038,0.3225,"built, ism, dedicated, prior, covered, composed, full, prominent, large, by, scholar, up, recorded, similar, designed, written, constructed, almost, extremely, associated"
blocks.1.ff_or_moe,42,0.5038,0.2878,"deficit, injury, injuries, score, penalty, kick, wound, ticket, incident, defeat, aire, chances, speed, attempting, ference, inventory, judgment, squad, position, gement"
blocks.1.ff_or_moe,43,0.0956,0.3158,",, ', le, -, (, am, ig, ob, ic, ne, and, ot, k, ar, é, as, ak, ap, ., us"
blocks.1.ff_or_moe,44,0.3296,0.2671,"ux, tw, holding, Bel, strongly, missing, Tong, ens, acey, He, hu, USA, leading, Rock, identified, Van, redesign, Cop, influential, preliminary"
blocks.1.ff_or_moe,45,0.1926,0.3010,"times, ., lit, days, during, bit, team, model, ver, more, Slow, cl, fold, time, get, Ball, ruled, balls, household, ...."
blocks.1.ff_or_moe,46,0.2309,0.2921,"med, top, highest, part, floor, bottom, 10, ground, same, right, rank, pick, lower, atop, straight, speed, Hollywood, draft, ped, sum"
blocks.1.ff_or_moe,47,0.3380,0.3329,"of, director, author, representative, member, writer, editor, fore, minister, journalist, staff, partner, candidate, view, developer, maker, model, diplomat, review, engineer"
blocks.1.ff_or_moe,48,0.2490,0.4692,"., himself, him, them, themselves, ;, alone, )., together, yourself, herself, ""., ."", people, itself, ourselves, myself, everyone, everything, me"
blocks.1.ff_or_moe,49,0.2823,0.3551,"., ""., )., ."", ;, The, "")., '., Two, This, After, !., rather, "";, ...., It, '."", Other, Vi, );"
blocks.1.ff_or_moe,50,0.1527,0.3039,"to, be, into, directly, become, form, take, Van, break, ki, ary, 20, notice, potential, down, 30, esh, onto, To, Sc"
blocks.1.ff_or_moe,51,0.2644,0.3243,"The, This, After, They, However, First, According, When, PC, On, That, Henry, He, Charlie, 1, Under, I, During, What, California"
blocks.1.ff_or_moe,52,0.2657,0.2455,"bank, mostly, banks, written, average, limited, natural, largely, outside, hidden, flat, taken, constructed, prior, Bank, stock, scale, pit, pre, reg"
blocks.1.ff_or_moe,53,0.1254,0.3076,"a, part, very, be, considered, extremely, one, highly, written, wa, named, similar, moved, used, made, legal, particularly, featured, Vice, recorded"
blocks.1.ff_or_moe,54,0.2989,0.2548,"hard, Football, sk, lim, special, Fur, harder, soft, hardest, tend, mon, enn, will, Want, Navy, Naval, thought, access, St, license"
blocks.1.ff_or_moe,55,0.1429,0.2949,"by, using, following, adding, George, John, Michael, Jack, Un, then, Later, A, followed, By, French, individual, Jim, William, playing, Brown"
blocks.1.ff_or_moe,56,0.3112,0.3655,"Tech, people, Virginia, young, Georgia, citizens, who, residents, children, individuals, students, youth, males, teenagers, women, ac, parents, adults, team, beginning"
blocks.1.ff_or_moe,57,0.1678,0.2929,"would, Al, be, El, Old, what, become, mm, could, have, might, At, Di, sat, An, option, ves, bomb, before, how"
blocks.1.ff_or_moe,58,0.1641,0.3162,"Best, Br, ho, guest, Outstanding, W, U, King, months, Queen, British, him, entry, L, Big, opening, Te, letter, George, 100"
blocks.1.ff_or_moe,59,0.3316,0.3157,"Court, First, major, new, temporary, national, legal, minor, Second, massive, Third, league, weak, Fourth, Seventh, permanent, creative, relatively, lower, isters"
blocks.1.ff_or_moe,60,0.2052,0.3294,"of, version, portion, Of, Board, Most, Committee, Council, group, Game, System, Not, Bureau, This, Book, L, list, In, One, PC"
blocks.1.ff_or_moe,61,0.2675,0.3214,"green, black, wear, current, yellow, blue, additional, complex, brown, red, modern, real, house, historic, white, historical, religious, normal, vertical, inter"
blocks.1.ff_or_moe,62,0.1891,0.3144,"positive, negative, mixed, critical, written, vi, Imperial, developed, highly, active, three, good, successful, two, six, polar, responses, s, received, fourth"
blocks.1.ff_or_moe,63,0.1765,0.3064,"Henry, Lord, East, William, War, L, Re, Lieutenant, K, Gu, Robert, Sand, Edward, Prince, Le, Stephen, In, Ne, Queen, U"
blocks.1.ff_or_moe,64,0.2146,0.2718,"sets, Coast, measures, setting, measure, of, dated, League, ies, written, als, are, moved, she, crew, ae, Farr, shows, Many, before"
blocks.1.ff_or_moe,65,0.1499,0.2996,"either, which, top, name, having, asing, names, Charles, ver, Liverpool, turned, 65, id, where, whom, acted, there, including, un, side"
blocks.1.ff_or_moe,66,0.0815,0.3015,",, ., (, was, of, ;, III, and, Gate, from, —, Tower, Hospital, Service, for, syndrome, ia, architecture, Canyon, through"
blocks.1.ff_or_moe,67,0.2972,0.2646,"Alan, Con, Com, Queen, Car, St, Land, Victoria, Lev, Mus, Cur, Mill, Pon, Elizabeth, spir, Public, Ball, Michael, Boy, Wh"
blocks.1.ff_or_moe,68,0.2345,0.3258,"body, landing, blood, car, -, head, plate, armor, cr, room, le, bed, heart, spl, stone, spring, gas, neck, landed, armour"
blocks.1.ff_or_moe,69,0.2541,0.2811,"love, even, phone, reviews, though, Just, critics, response, Carl, when, specifically, German, compared, opinion, mostly, box, praised, although, young, given"
blocks.1.ff_or_moe,70,0.1142,0.2980,"NY, Category, work, use, nor, Work, 3, I, full, Very, Che, He, w, Clinton, St, she, Bur, The, F, works"
blocks.1.ff_or_moe,71,0.1543,0.3988,"and, but, which, where, ,, who, or, in, as, including, with, while, the, I, on, under, he, during, U, though"
blocks.1.ff_or_moe,72,0.3732,0.2545,"named, though, keeping, although, nicknamed, Gould, mm, appointed, renamed, designated, ore, Jack, making, incorporating, …, ,"", according, honoured, Rio, backing"
blocks.1.ff_or_moe,73,0.1942,0.2816,"B, O, &, Sl, Ro, Dis, sl, Ko, developed, Fox, Z, 2009, Cl, Little, yard, Bl, Log, lot, different, DC"
blocks.1.ff_or_moe,74,0.4072,0.2826,"ent, ing, ins, ific, evacu, ments, eur, ument, ed, uct, divers, Trib, giv, ance, ances, musical, ic, sions, ous, inc"
